ID;Datum;Tyzden;C_1;C_2;C_3;C_4;C_5;C_6;P_1;P_2;P_3;P_4;P_5;P_6;P_7;P_8;P_9;P_10;P_11;P_12;VKLAD;NA_VYHRY;NASLED_ZREB
157;24.2.2018;8;2;5;5;4;6;6;0;0,00000;0;500,00000;4;100,00000;24;10,00000;307;3,50000;3037;2,00000;16203,00000;28231,12000;27.2.2018
158;27.2.2018;9;5;3;4;7;3;5;0;0,00000;1;500,00000;1;100,00000;23;10,00000;208;3,50000;2371;2,00000;13064,00000;26636,51000;3.3.2018
159;3.3.2018;9;1;1;5;1;3;9;0;0,00000;0;500,00000;6;100,00000;22;10,00000;284;3,50000;2783;2,00000;15585,50000;27917,43000;6.3.2018
160;6.3.2018;10;8;2;5;9;9;5;0;0,00000;0;500,00000;2;100,00000;22;10,00000;236;3,50000;2343;2,00000;13195,50000;26703,31000;10.3.2018
161;10.3.2018;10;6;3;2;3;9;5;0;0,00000;0;500,00000;0;100,00000;21;10,00000;261;3,50000;2838;2,00000;15503,50000;27875,78000;13.3.2018
162;13.3.2018;11;5;9;5;7;6;5;0;0,00000;0;500,00000;1;100,00000;19;10,00000;233;3,50000;2418;2,00000;13074,50000;26641,85000;17.3.2018
163;17.3.2018;11;1;4;3;6;7;4;0;0,00000;0;500,00000;3;100,00000;33;10,00000;302;3,50000;2873;2,00000;16032,00000;28144,26000;20.3.2018
164;20.3.2018;12;5;3;0;5;9;1;0;0,00000;0;500,00000;1;100,00000;23;10,00000;236;3,50000;2490;2,00000;13462,50000;26838,95000;24.3.2018
165;24.3.2018;12;5;4;5;0;3;4;0;0,00000;0;500,00000;1;100,00000;17;10,00000;294;3,50000;2767;2,00000;15524,00000;27886,19000;27.3.2018
166;27.3.2018;13;0;9;4;1;8;5;0;0,00000;0;500,00000;2;100,00000;25;10,00000;252;3,50000;2357;2,00000;13015,00000;26611,62000;31.3.2018
167;31.3.2018;13;0;7;7;1;5;8;0;0,00000;0;500,00000;4;100,00000;26;10,00000;243;3,50000;2621;2,00000;14569,50000;27401,31000;3.4.2018
168;3.4.2018;14;6;5;2;0;1;8;0;0,00000;0;500,00000;1;100,00000;21;10,00000;178;3,50000;1914;2,00000;10647,50000;25408,93000;7.4.2018
169;7.4.2018;14;0;8;5;1;0;9;0;0,00000;1;500,00000;4;100,00000;20;10,00000;240;3,50000;2657;2,00000;14858,00000;27547,86000;10.4.2018
170;10.4.2018;15;8;5;7;0;4;0;0;0,00000;0;500,00000;0;100,00000;20;10,00000;226;3,50000;2221;2,00000;12756,00000;26480,05000;14.4.2018
171;14.4.2018;15;9;1;6;6;8;0;0;0,00000;1;500,00000;3;100,00000;23;10,00000;265;3,50000;2845;2,00000;15976,50000;28116,06000;17.4.2018
172;17.4.2018;16;0;1;7;3;8;5;0;0,00000;0;500,00000;1;100,00000;41;10,00000;247;3,50000;2318;2,00000;13210,50000;26710,93000;21.4.2018
173;21.4.2018;16;0;5;6;1;4;8;0;0,00000;0;500,00000;0;100,00000;27;10,00000;268;3,50000;2675;2,00000;15053,50000;27647,18000;24.4.2018
174;24.4.2018;17;1;4;9;4;9;3;0;0,00000;1;500,00000;2;100,00000;21;10,00000;246;3,50000;2347;2,00000;12757,00000;26480,56000;28.4.2018
175;28.4.2018;17;1;0;3;4;9;3;0;0,00000;0;500,00000;0;100,00000;30;10,00000;269;3,50000;2740;2,00000;14889,50000;27563,87000;1.5.2018
176;1.5.2018;18;0;8;4;7;6;1;0;0,00000;0;500,00000;2;100,00000;14;10,00000;198;3,50000;1870;2,00000;10456,00000;25311,65000;5.5.2018
177;5.5.2018;18;1;3;8;2;2;8;0;0,00000;2;500,00000;3;100,00000;21;10,00000;249;3,50000;2614;2,00000;14748,50000;27492,24000;8.5.2018
178;8.5.2018;19;0;5;9;9;9;3;0;0,00000;0;500,00000;0;100,00000;22;10,00000;181;3,50000;1985;2,00000;10744,00000;25457,95000;12.5.2018
179;12.5.2018;19;6;4;9;4;5;6;0;0,00000;0;500,00000;3;100,00000;25;10,00000;316;3,50000;2770;2,00000;15391,00000;27818,63000;15.5.2018
180;15.5.2018;20;2;3;1;5;6;2;0;0,00000;0;500,00000;2;100,00000;20;10,00000;231;3,50000;2362;2,00000;13063,00000;26636,00000;19.5.2018
181;19.5.2018;20;9;6;7;8;8;8;0;0,00000;0;500,00000;4;100,00000;27;10,00000;264;3,50000;2944;2,00000;16249,00000;28254,49000;22.5.2018
182;22.5.2018;21;6;7;4;7;0;2;0;0,00000;1;500,00000;1;100,00000;21;10,00000;236;3,50000;2414;2,00000;13096,50000;26653,02000;26.5.2018
183;26.5.2018;21;8;5;6;7;3;3;0;0,00000;0;500,00000;1;100,00000;27;10,00000;337;3,50000;2988;2,00000;16219,50000;28239,51000;29.5.2018
184;29.5.2018;22;2;4;9;8;1;9;0;0,00000;0;500,00000;1;100,00000;27;10,00000;225;3,50000;2196;2,00000;12669,50000;26436,11000;2.6.2018
185;2.6.2018;22;1;8;6;1;7;4;0;0,00000;0;500,00000;3;100,00000;30;10,00000;274;3,50000;2816;2,00000;15750,50000;28001,25000;5.6.2018
186;5.6.2018;23;0;1;9;3;9;3;0;0,00000;0;500,00000;2;100,00000;24;10,00000;221;3,50000;2288;2,00000;12615,00000;26408,42000;9.6.2018
187;9.6.2018;23;9;2;3;8;1;9;0;0,00000;0;500,00000;0;100,00000;28;10,00000;254;3,50000;2756;2,00000;15753,00000;28002,52000;12.6.2018
188;12.6.2018;24;2;1;7;6;8;3;0;0,00000;0;500,00000;2;100,00000;25;10,00000;219;3,50000;2375;2,00000;13228,50000;26720,08000;16.6.2018
189;16.6.2018;24;3;1;0;0;7;9;0;0,00000;0;500,00000;5;100,00000;26;10,00000;305;3,50000;2875;2,00000;16240,50000;28250,17000;19.6.2018
190;19.6.2018;25;6;3;5;8;2;4;0;0,00000;1;500,00000;3;100,00000;26;10,00000;243;3,50000;2476;2,00000;13844,00000;27032,75000;23.6.2018
191;23.6.2018;25;1;1;7;0;8;3;0;0,00000;0;500,00000;1;100,00000;30;10,00000;291;3,50000;2966;2,00000;16273,00000;28266,68000;26.6.2018
192;26.6.2018;26;2;3;9;9;1;6;0;0,00000;0;500,00000;2;100,00000;29;10,00000;251;3,50000;2517;2,00000;13478,00000;26846,82000;30.6.2018
193;30.6.2018;26;2;4;9;3;6;8;0;0,00000;0;500,00000;5;100,00000;25;10,00000;285;3,50000;2830;2,00000;15873,00000;28063,48000;3.7.2018
194;3.7.2018;27;9;8;5;1;4;1;0;0,00000;0;500,00000;4;100,00000;21;10,00000;222;3,50000;2355;2,00000;13006,00000;26607,05000;7.7.2018
195;7.7.2018;27;1;7;6;4;3;0;0;0,00000;0;500,00000;3;100,00000;21;10,00000;258;3,50000;2699;2,00000;15171,50000;27707,12000;10.7.2018
196;10.7.2018;28;8;0;2;2;3;0;0;0,00000;0;500,00000;1;100,00000;18;10,00000;215;3,50000;2372;2,00000;13344,00000;26778,75000;14.7.2018
197;14.7.2018;28;9;3;9;4;3;7;0;0,00000;0;500,00000;1;100,00000;36;10,00000;304;3,50000;2946;2,00000;16428,50000;28345,68000;17.7.2018
198;17.7.2018;29;0;5;3;1;1;6;0;0,00000;2;500,00000;3;100,00000;16;10,00000;241;3,50000;2417;2,00000;13414,00000;26814,31000;21.7.2018
199;21.7.2018;29;3;6;7;8;2;0;0;0,00000;1;500,00000;3;100,00000;26;10,00000;279;3,50000;2777;2,00000;15894,50000;28074,41000;24.7.2018
200;24.7.2018;30;3;7;2;6;9;9;0;0,00000;0;500,00000;3;100,00000;23;10,00000;229;3,50000;2324;2,00000;13243,00000;26727,44000;28.7.2018
201;28.7.2018;30;4;4;2;0;8;6;0;0,00000;2;500,00000;4;100,00000;18;10,00000;254;3,50000;2614;2,00000;14868,00000;27552,94000;31.7.2018
202;31.7.2018;31;3;9;2;6;2;7;0;0,00000;0;500,00000;1;100,00000;21;10,00000;232;3,50000;2202;2,00000;12324,00000;26260,59000;4.8.2018
203;4.8.2018;31;5;7;4;1;4;1;0;0,00000;1;500,00000;2;100,00000;24;10,00000;265;3,50000;2613;2,00000;14642,00000;27438,14000;7.8.2018
204;7.8.2018;32;0;8;6;3;9;4;0;0,00000;0;500,00000;1;100,00000;27;10,00000;219;3,50000;2308;2,00000;12587,50000;26394,45000;11.8.2018
205;11.8.2018;32;3;5;7;5;1;6;0;0,00000;0;500,00000;1;100,00000;28;10,00000;264;3,50000;2754;2,00000;15454,00000;27850,63000;14.8.2018
206;14.8.2018;33;5;5;8;6;5;6;0;0,00000;0;500,00000;2;100,00000;30;10,00000;260;3,50000;2368;2,00000;13229,00000;26720,33000;18.8.2018
207;18.8.2018;33;1;7;5;6;2;9;0;0,00000;0;500,00000;3;100,00000;25;10,00000;295;3,50000;2690;2,00000;15453,50000;27850,38000;21.8.2018
208;21.8.2018;34;6;1;7;0;8;0;0;0,00000;0;500,00000;1;100,00000;16;10,00000;228;3,50000;2284;2,00000;13149,50000;26679,95000;25.8.2018
209;25.8.2018;34;6;3;9;4;4;7;0;0,00000;0;500,00000;0;100,00000;32;10,00000;308;3,50000;2818;2,00000;15364,50000;27805,17000;28.8.2018
210;28.8.2018;35;4;6;5;8;5;3;0;0,00000;0;500,00000;3;100,00000;18;10,00000;218;3,50000;2362;2,00000;13057,50000;26633,21000;1.9.2018
211;1.9.2018;35;9;9;7;6;3;2;0;0,00000;0;500,00000;2;100,00000;14;10,00000;270;3,50000;2374;2,00000;12939,50000;26573,27000;4.9.2018
212;4.9.2018;36;1;5;8;3;6;6;0;0,00000;0;500,00000;3;100,00000;30;10,00000;221;3,50000;2365;2,00000;13005,00000;26606,54000;8.9.2018
213;8.9.2018;36;3;3;7;8;3;3;0;0,00000;1;500,00000;3;100,00000;28;10,00000;293;3,50000;2668;2,00000;15204,50000;27723,89000;11.9.2018
214;11.9.2018;37;7;5;1;1;4;0;0;0,00000;0;500,00000;5;100,00000;30;10,00000;240;3,50000;2319;2,00000;13257,50000;26734,81000;15.9.2018
215;15.9.2018;37;3;3;6;3;1;3;0;0,00000;1;500,00000;4;100,00000;26;10,00000;275;3,50000;2637;2,00000;14630,50000;27432,29000;18.9.2018
216;18.9.2018;38;3;2;1;6;2;1;0;0,00000;0;500,00000;2;100,00000;33;10,00000;235;3,50000;2530;2,00000;13868,50000;27045,20000;22.9.2018
217;22.9.2018;38;2;0;9;8;8;4;0;0,00000;0;500,00000;1;100,00000;23;10,00000;307;3,50000;2885;2,00000;15903,50000;28078,98000;25.9.2018
218;25.9.2018;39;0;6;8;9;2;5;0;0,00000;0;500,00000;3;100,00000;18;10,00000;249;3,50000;2515;2,00000;13607,50000;26912,61000;29.9.2018
219;29.9.2018;39;8;7;7;6;0;0;0;0,00000;1;500,00000;4;100,00000;28;10,00000;280;3,50000;2898;2,00000;15835,50000;28044,43000;2.10.2018
220;2.10.2018;40;9;7;7;9;5;0;0;0,00000;2;500,00000;0;100,00000;25;10,00000;239;3,50000;2300;2,00000;13246,00000;26728,97000;6.10.2018
221;6.10.2018;40;6;9;8;3;4;5;0;0,00000;0;500,00000;3;100,00000;32;10,00000;264;3,50000;2795;2,00000;15780,00000;28016,24000;9.10.2018
222;9.10.2018;41;9;3;4;9;6;7;1;20000,00000;0;500,00000;5;100,00000;17;10,00000;250;3,50000;2430;2,00000;13322,50000;26767,83000;13.10.2018
223;13.10.2018;41;3;6;0;6;5;2;0;0,00000;0;500,00000;3;100,00000;22;10,00000;292;3,50000;3022;2,00000;16462,00000;28362,70000;16.10.2018
224;16.10.2018;42;2;0;0;6;2;0;1;20000,00000;0;500,00000;5;100,00000;24;10,00000;265;3,50000;2428;2,00000;13943,50000;27083,30000;20.10.2018
225;20.10.2018;42;6;2;8;0;0;4;0;0,00000;0;500,00000;3;100,00000;25;10,00000;282;3,50000;3064;2,00000;16855,50000;28562,59000;23.10.2018
226;23.10.2018;43;4;9;6;5;7;4;0;0,00000;0;500,00000;4;100,00000;26;10,00000;287;3,50000;2509;2,00000;14003,50000;27113,78000;27.10.2018
227;27.10.2018;43;0;2;8;3;6;8;0;0,00000;0;500,00000;5;100,00000;36;10,00000;321;3,50000;3096;2,00000;16692,50000;28479,79000;30.10.2018
228;30.10.2018;44;7;7;1;1;1;1;0;0,00000;0;500,00000;2;100,00000;29;10,00000;205;3,50000;2267;2,00000;12008,00000;26100,06000;3.11.2018
229;3.11.2018;44;3;6;6;3;2;6;0;0,00000;0;500,00000;5;100,00000;32;10,00000;280;3,50000;2857;2,00000;15850,00000;28051,80000;6.11.2018
230;6.11.2018;45;1;0;3;4;8;0;0;0,00000;0;500,00000;3;100,00000;24;10,00000;256;3,50000;2465;2,00000;13737,50000;26978,65000;10.11.2018
231;10.11.2018;45;1;6;3;4;4;9;0;0,00000;0;500,00000;1;100,00000;33;10,00000;318;3,50000;3030;2,00000;17138,00000;28706,10000;13.11.2018
232;13.11.2018;46;8;7;4;6;4;7;0;0,00000;1;500,00000;3;100,00000;24;10,00000;252;3,50000;2599;2,00000;14346,50000;27288,02000;17.11.2018
233;17.11.2018;46;2;4;9;7;2;3;0;0,00000;0;500,00000;2;100,00000;19;10,00000;282;3,50000;2814;2,00000;15419,50000;27833,11000;20.11.2018
234;20.11.2018;47;7;1;3;1;5;7;0;0,00000;0;500,00000;3;100,00000;21;10,00000;268;3,50000;2823;2,00000;14583,50000;27408,42000;24.11.2018
235;24.11.2018;47;0;3;2;6;6;3;0;0,00000;1;500,00000;5;100,00000;22;10,00000;312;3,50000;3025;2,00000;17035,50000;28654,03000;27.11.2018
236;27.11.2018;48;0;6;5;4;1;8;1;20000,00000;0;500,00000;3;100,00000;27;10,00000;265;3,50000;2614;2,00000;13943,00000;27083,04000;1.12.2018
237;1.12.2018;48;7;7;5;4;5;9;0;0,00000;0;500,00000;7;100,00000;26;10,00000;290;3,50000;2847;2,00000;16336,50000;28298,94000;4.12.2018
238;4.12.2018;49;8;6;9;9;0;4;0;0,00000;0;500,00000;1;100,00000;16;10,00000;244;3,50000;2563;2,00000;13983,00000;27103,36000;8.12.2018
239;8.12.2018;49;3;5;4;3;7;7;0;0,00000;1;500,00000;2;100,00000;25;10,00000;294;3,50000;2970;2,00000;16527,00000;28395,72000;11.12.2018
240;11.12.2018;50;3;1;8;3;2;3;0;0,00000;0;500,00000;4;100,00000;21;10,00000;267;3,50000;2608;2,00000;14180,50000;27203,69000;15.12.2018
241;15.12.2018;50;0;3;7;0;5;8;0;0,00000;1;500,00000;5;100,00000;33;10,00000;325;3,50000;3094;2,00000;17352,50000;28815,07000;18.12.2018
242;18.12.2018;51;0;5;8;2;8;5;0;0,00000;0;500,00000;2;100,00000;26;10,00000;300;3,50000;2715;2,00000;15368,50000;27807,20000;22.12.2018
243;22.12.2018;51;2;9;7;3;7;2;0;0,00000;0;500,00000;1;100,00000;40;10,00000;323;3,50000;3399;2,00000;19265,00000;29786,62000;26.12.2018
244;26.12.2018;52;7;6;8;8;8;4;0;0,00000;0;500,00000;1;100,00000;15;10,00000;121;3,50000;1341;2,00000;7178,00000;23646,42000;29.12.2018
245;29.12.2018;52;0;3;3;3;4;8;0;0,00000;0;500,00000;1;100,00000;33;10,00000;356;3,50000;3322;2,00000;18436,00000;29365,49000;2.1.2019
246;2.1.2019;1;0;7;3;9;5;7;0;0,00000;0;500,00000;1;100,00000;25;10,00000;248;3,50000;2431;2,00000;13039,00000;26623,81000;5.1.2019
247;5.1.2019;1;9;4;7;1;4;8;0;0,00000;1;500,00000;1;100,00000;19;10,00000;290;3,50000;2818;2,00000;15476,50000;27862,06000;8.1.2019
248;8.1.2019;2;0;9;8;7;7;7;0;0,00000;0;500,00000;3;100,00000;28;10,00000;263;3,50000;2479;2,00000;13613,50000;26915,66000;12.1.2019
249;12.1.2019;2;0;7;8;3;0;8;0;0,00000;0;500,00000;2;100,00000;26;10,00000;353;3,50000;3239;2,00000;17496,50000;28888,22000;15.1.2019
250;15.1.2019;3;4;2;7;1;3;5;0;0,00000;0;500,00000;2;100,00000;24;10,00000;262;3,50000;2641;2,00000;14581,00000;27407,15000;19.1.2019
251;19.1.2019;3;1;3;5;5;2;3;0;0,00000;0;500,00000;3;100,00000;46;10,00000;307;3,50000;3207;2,00000;17602,50000;28942,07000;22.1.2019
252;22.1.2019;4;4;2;3;8;1;8;0;0,00000;1;500,00000;1;100,00000;31;10,00000;248;3,50000;2737;2,00000;15014,50000;27627,37000;26.1.2019
253;26.1.2019;4;6;8;9;9;6;6;0;0,00000;0;500,00000;3;100,00000;27;10,00000;329;3,50000;3109;2,00000;17416,00000;28847,33000;29.1.2019
254;29.1.2019;5;2;3;3;0;7;8;0;0,00000;0;500,00000;1;100,00000;37;10,00000;285;3,50000;2737;2,00000;14259,50000;27243,83000;2.2.2019
255;2.2.2019;5;1;7;8;3;1;9;0;0,00000;1;500,00000;4;100,00000;26;10,00000;337;3,50000;3014;2,00000;17054,00000;28663,43000;5.2.2019
256;5.2.2019;6;3;4;6;4;7;8;0;0,00000;0;500,00000;2;100,00000;25;10,00000;257;3,50000;2574;2,00000;14382,00000;27306,06000;9.2.2019
257;9.2.2019;6;6;8;7;7;2;3;0;0,00000;0;500,00000;3;100,00000;36;10,00000;308;3,50000;3209;2,00000;17762,50000;29023,35000;12.2.2019
258;12.2.2019;7;9;6;8;9;8;2;0;0,00000;0;500,00000;3;100,00000;32;10,00000;233;3,50000;2657;2,00000;14638,50000;27436,36000;16.2.2019
259;16.2.2019;7;4;4;7;2;3;0;0;0,00000;0;500,00000;3;100,00000;36;10,00000;305;3,50000;3221;2,00000;18261,00000;29276,59000;19.2.2019
260;19.2.2019;8;1;1;8;7;4;9;0;0,00000;0;500,00000;3;100,00000;35;10,00000;260;3,50000;2689;2,00000;15434,50000;27840,73000;23.2.2019
261;23.2.2019;8;9;5;0;8;3;1;0;0,00000;0;500,00000;3;100,00000;33;10,00000;361;3,50000;3235;2,00000;18028,50000;29158,48000;26.2.2019
262;26.2.2019;9;7;9;4;5;1;4;0;0,00000;0;500,00000;4;100,00000;21;10,00000;286;3,50000;2770;2,00000;14821,50000;27529,32000;2.3.2019
263;2.3.2019;9;1;4;0;6;6;6;0;0,00000;1;500,00000;2;100,00000;23;10,00000;301;3,50000;3175;2,00000;17506,50000;28893,30000;5.3.2019
264;5.3.2019;10;6;8;1;8;6;1;0;0,00000;0;500,00000;2;100,00000;24;10,00000;276;3,50000;2650;2,00000;14721,50000;27478,52000;9.3.2019
265;9.3.2019;10;7;3;7;4;6;3;0;0,00000;0;500,00000;1;100,00000;32;10,00000;312;3,50000;3216;2,00000;17619,50000;28950,71000;12.3.2019
266;12.3.2019;11;3;2;1;7;7;5;0;0,00000;1;500,00000;2;100,00000;30;10,00000;305;3,50000;2755;2,00000;15233,50000;27738,62000;16.3.2019
267;16.3.2019;11;1;4;0;6;5;6;0;0,00000;0;500,00000;3;100,00000;26;10,00000;353;3,50000;3403;2,00000;18934,50000;29618,73000;19.3.2019
268;19.3.2019;12;9;4;4;3;7;4;0;0,00000;0;500,00000;4;100,00000;22;10,00000;288;3,50000;2985;2,00000;15901,00000;28077,71000;23.3.2019
269;23.3.2019;12;7;0;6;7;5;4;1;20000,00000;0;500,00000;7;100,00000;35;10,00000;308;3,50000;3513;2,00000;18913,00000;29607,80000;26.3.2019
270;26.3.2019;13;2;6;2;2;1;4;0;0,00000;0;500,00000;3;100,00000;22;10,00000;279;3,50000;2790;2,00000;15541,00000;27894,83000;30.3.2019
271;30.3.2019;13;6;6;3;6;1;9;0;0,00000;0;500,00000;1;100,00000;30;10,00000;320;3,50000;3340;2,00000;18652,50000;29475,47000;2.4.2019
272;2.4.2019;14;9;4;7;2;6;1;0;0,00000;0;500,00000;0;100,00000;22;10,00000;247;3,50000;2738;2,00000;14774,50000;27505,45000;6.4.2019
273;6.4.2019;14;8;8;5;9;1;6;0;0,00000;0;500,00000;4;100,00000;32;10,00000;324;3,50000;3247;2,00000;18085,00000;29187,18000;9.4.2019
274;9.4.2019;15;9;3;6;2;5;0;0;0,00000;0;500,00000;1;100,00000;25;10,00000;266;3,50000;2612;2,00000;15035,00000;27637,78000;13.4.2019
275;13.4.2019;15;4;5;1;9;1;0;0;0,00000;1;500,00000;6;100,00000;24;10,00000;323;3,50000;3345;2,00000;19084,50000;29694,93000;16.4.2019
276;16.4.2019;16;5;1;3;6;1;7;0;0,00000;0;500,00000;3;100,00000;36;10,00000;265;3,50000;2909;2,00000;15985,50000;28120,63000;20.4.2019
277;20.4.2019;16;3;8;2;5;6;3;0;0,00000;0;500,00000;1;100,00000;33;10,00000;317;3,50000;3242;2,00000;18001,50000;29144,76000;23.4.2019
278;23.4.2019;17;6;8;4;7;9;5;0;0,00000;0;500,00000;3;100,00000;28;10,00000;243;3,50000;2368;2,00000;13021,00000;26614,67000;27.4.2019
279;27.4.2019;17;5;6;5;5;4;6;0;0,00000;0;500,00000;6;100,00000;34;10,00000;337;3,50000;3448;2,00000;18862,50000;29582,15000;30.4.2019
280;30.4.2019;18;8;0;1;6;7;1;0;0,00000;0;500,00000;2;100,00000;32;10,00000;263;3,50000;2844;2,00000;15931,00000;28092,95000;4.5.2019
281;4.5.2019;18;8;2;7;3;3;7;0;0,00000;0;500,00000;3;100,00000;35;10,00000;316;3,50000;3301;2,00000;17911,00000;29098,79000;7.5.2019
282;7.5.2019;19;2;2;0;4;7;9;0;0,00000;0;500,00000;5;100,00000;29;10,00000;301;3,50000;2803;2,00000;15937,00000;28096,00000;11.5.2019
283;11.5.2019;19;5;8;5;7;5;1;0;0,00000;0;500,00000;4;100,00000;33;10,00000;336;3,50000;3320;2,00000;18423,00000;29358,88000;14.5.2019
284;14.5.2019;20;9;6;8;1;9;7;0;0,00000;0;500,00000;1;100,00000;22;10,00000;264;3,50000;2835;2,00000;15603,00000;27926,32000;18.5.2019
285;18.5.2019;20;3;7;4;8;4;9;0;0,00000;1;500,00000;4;100,00000;40;10,00000;330;3,50000;3339;2,00000;18602,50000;29450,07000;21.5.2019
286;21.5.2019;21;7;5;1;5;1;9;0;0,00000;1;500,00000;1;100,00000;34;10,00000;265;3,50000;2729;2,00000;15640,00000;27945,12000;25.5.2019
287;25.5.2019;21;3;4;6;3;2;8;0;0,00000;0;500,00000;2;100,00000;25;10,00000;337;3,50000;3225;2,00000;17819,00000;29052,05000;28.5.2019
288;28.5.2019;22;9;8;3;5;5;7;0;0,00000;0;500,00000;3;100,00000;22;10,00000;290;3,50000;2671;2,00000;14860,50000;27549,13000;1.6.2019
289;1.6.2019;22;6;6;0;0;1;6;0;0,00000;0;500,00000;3;100,00000;37;10,00000;303;3,50000;3264;2,00000;17495,50000;28887,71000;4.6.2019
290;4.6.2019;23;2;3;2;4;6;6;0;0,00000;0;500,00000;1;100,00000;28;10,00000;252;3,50000;2629;2,00000;14395,50000;27312,91000;8.6.2019
291;8.6.2019;23;0;1;9;4;7;0;0;0,00000;0;500,00000;3;100,00000;29;10,00000;289;3,50000;3049;2,00000;17231,50000;28753,60000;11.6.2019
292;11.6.2019;24;1;5;4;2;0;1;0;0,00000;0;500,00000;1;100,00000;28;10,00000;288;3,50000;2679;2,00000;14590,50000;27411,97000;15.6.2019
293;15.6.2019;24;3;4;7;5;2;5;0;0,00000;1;500,00000;3;100,00000;36;10,00000;291;3,50000;3136;2,00000;17349,50000;28813,55000;18.6.2019
294;18.6.2019;25;1;4;9;2;8;9;0;0,00000;0;500,00000;2;100,00000;34;10,00000;265;3,50000;2623;2,00000;15083,50000;27662,42000;22.6.2019
295;22.6.2019;25;5;6;9;1;8;1;0;0,00000;0;500,00000;1;100,00000;31;10,00000;313;3,50000;3189;2,00000;17724,00000;29003,79000;25.6.2019
296;25.6.2019;26;4;4;8;4;5;4;0;0,00000;0;500,00000;5;100,00000;34;10,00000;258;3,50000;2641;2,00000;14542,00000;27387,34000;29.6.2019
297;29.6.2019;26;6;3;9;9;4;4;0;0,00000;0;500,00000;4;100,00000;22;10,00000;295;3,50000;3171;2,00000;17129,00000;28701,53000;2.7.2019
298;2.7.2019;27;9;7;4;0;8;9;0;0,00000;1;500,00000;1;100,00000;23;10,00000;285;3,50000;2502;2,00000;14167,50000;27197,09000;6.7.2019
299;6.7.2019;27;1;4;7;7;3;8;0;0,00000;0;500,00000;2;100,00000;21;10,00000;308;3,50000;2946;2,00000;16225,50000;28242,55000;9.7.2019
300;9.7.2019;28;8;3;4;7;7;3;0;0,00000;0;500,00000;2;100,00000;30;10,00000;276;3,50000;2595;2,00000;14897,50000;27567,93000;13.7.2019
301;13.7.2019;28;9;8;4;8;0;3;0;0,00000;0;500,00000;0;100,00000;32;10,00000;333;3,50000;3314;2,00000;17971,00000;29129,27000;16.7.2019
302;16.7.2019;29;9;3;8;7;5;4;0;0,00000;0;500,00000;4;100,00000;20;10,00000;265;3,50000;2749;2,00000;15274,50000;27759,45000;20.7.2019
303;20.7.2019;29;5;9;1;7;5;9;0;0,00000;0;500,00000;4;100,00000;39;10,00000;309;3,50000;3144;2,00000;17839,00000;29062,21000;23.7.2019
304;23.7.2019;30;7;8;2;3;3;0;0;0,00000;0;500,00000;5;100,00000;25;10,00000;270;3,50000;2662;2,00000;14961,50000;27600,44000;27.7.2019
305;27.7.2019;30;7;7;9;6;7;5;0;0,00000;0;500,00000;2;100,00000;23;10,00000;286;3,50000;3156;2,00000;17323,50000;28800,34000;30.7.2019
306;30.7.2019;31;5;2;4;7;7;3;0;0,00000;1;500,00000;4;100,00000;28;10,00000;275;3,50000;2625;2,00000;14554,00000;27393,43000;3.8.2019
307;3.8.2019;31;4;7;2;6;8;4;0;0,00000;0;500,00000;0;100,00000;25;10,00000;309;3,50000;3139;2,00000;17307,50000;28792,21000;6.8.2019
308;6.8.2019;32;6;2;3;4;7;3;0;0,00000;1;500,00000;2;100,00000;27;10,00000;281;3,50000;2680;2,00000;14609,00000;27421,37000;10.8.2019
309;10.8.2019;32;0;1;8;8;0;0;0;0,00000;1;500,00000;2;100,00000;33;10,00000;320;3,50000;3206;2,00000;17795,50000;29040,11000;13.8.2019
310;13.8.2019;33;0;0;3;9;2;7;0;0,00000;0;500,00000;0;100,00000;29;10,00000;275;3,50000;2769;2,00000;15294,00000;27769,35000;17.8.2019
311;17.8.2019;33;4;4;6;4;0;9;0;0,00000;1;500,00000;4;100,00000;29;10,00000;338;3,50000;3281;2,00000;18734,00000;29516,87000;20.8.2019
312;20.8.2019;34;2;4;1;2;7;9;0;0,00000;0;500,00000;2;100,00000;28;10,00000;263;3,50000;2834;2,00000;15607,50000;27928,61000;24.8.2019
313;24.8.2019;34;3;6;9;2;8;6;0;0,00000;0;500,00000;2;100,00000;40;10,00000;336;3,50000;3366;2,00000;18345,50000;29319,51000;27.8.2019
314;27.8.2019;35;5;7;0;2;6;8;0;0,00000;0;500,00000;1;100,00000;29;10,00000;293;3,50000;2686;2,00000;14991,00000;27615,43000;31.8.2019
315;31.8.2019;35;4;7;5;6;6;0;0;0,00000;1;500,00000;3;100,00000;44;10,00000;308;3,50000;3010;2,00000;17056,00000;28664,45000;3.9.2019
316;3.9.2019;36;6;6;5;6;5;7;0;0,00000;1;500,00000;2;100,00000;26;10,00000;310;3,50000;2742;2,00000;15048,00000;27644,38000;7.9.2019
317;7.9.2019;36;2;3;5;2;4;7;0;0,00000;0;500,00000;2;100,00000;38;10,00000;329;3,50000;3261;2,00000;17881,50000;29083,80000;10.9.2019
318;10.9.2019;37;9;7;4;8;8;3;0;0,00000;0;500,00000;1;100,00000;23;10,00000;249;3,50000;2848;2,00000;15565,50000;27907,27000;14.9.2019
319;14.9.2019;37;4;2;9;9;1;3;0;0,00000;0;500,00000;1;100,00000;31;10,00000;362;3,50000;3466;2,00000;19203,00000;29755,12000;17.9.2019
