ID;Datum;Tyzden;C_1;C_2;C_3;C_4;C_5;C_6;P_1;P_2;P_3;P_4;P_5;P_6;P_7;P_8;P_9;P_10;P_11;P_12;VKLAD;NA_VYHRY;NASLED_ZREB
320;17.9.2019;38;6;5;5;1;9;6;0;0,00000;0;500,00000;6;100,00000;30;10,00000;253;3,50000;2923;2,00000;15427,00000;27836,92000;21.9.2019
321;21.9.2019;38;0;4;9;4;5;7;0;0,00000;1;500,00000;2;100,00000;34;10,00000;358;3,50000;3377;2,00000;18325,00000;29309,10000;24.9.2019
322;24.9.2019;39;8;5;2;6;4;4;0;0,00000;0;500,00000;4;100,00000;29;10,00000;287;3,50000;2763;2,00000;15425,00000;27835,90000;28.9.2019
323;28.9.2019;39;1;8;2;6;1;7;0;0,00000;0;500,00000;2;100,00000;35;10,00000;333;3,50000;3220;2,00000;18037,50000;29163,05000;1.10.2019
324;1.10.2019;40;9;1;7;9;8;3;1;20000,00000;1;500,00000;0;100,00000;31;10,00000;255;3,50000;2736;2,00000;15009,00000;27624,57000;5.10.2019
325;5.10.2019;40;5;9;0;9;6;3;1;20000,00000;0;500,00000;3;100,00000;45;10,00000;354;3,50000;3225;2,00000;17930,00000;29108,44000;8.10.2019
326;8.10.2019;41;2;5;7;6;1;0;0;0,00000;1;500,00000;4;100,00000;20;10,00000;252;3,50000;2689;2,00000;15261,00000;27752,59000;12.10.2019
327;12.10.2019;41;3;4;1;9;3;8;0;0,00000;0;500,00000;3;100,00000;30;10,00000;323;3,50000;3314;2,00000;18589,00000;29443,21000;15.10.2019
328;15.10.2019;42;8;6;3;5;1;0;0;0,00000;0;500,00000;2;100,00000;26;10,00000;276;3,50000;2807;2,00000;15773,50000;28012,94000;19.10.2019
329;19.10.2019;42;2;5;2;5;1;2;0;0,00000;1;500,00000;4;100,00000;29;10,00000;313;3,50000;3262;2,00000;18581,00000;29439,15000;22.10.2019
330;22.10.2019;43;2;9;7;9;5;0;0;0,00000;0;500,00000;4;100,00000;25;10,00000;306;3,50000;2863;2,00000;15886,50000;28070,34000;26.10.2019
331;26.10.2019;43;2;8;9;6;2;4;0;0,00000;0;500,00000;4;100,00000;33;10,00000;342;3,50000;3216;2,00000;18119,00000;29204,45000;29.10.2019
332;29.10.2019;44;5;6;2;8;8;1;0;0,00000;0;500,00000;4;100,00000;25;10,00000;286;3,50000;2802;2,00000;15351,50000;27798,56000;2.11.2019
333;2.11.2019;44;9;1;3;8;5;4;0;0,00000;0;500,00000;2;100,00000;38;10,00000;285;3,50000;3214;2,00000;17097,50000;28685,53000;5.11.2019
334;5.11.2019;45;4;5;9;6;5;0;0;0,00000;1;500,00000;3;100,00000;26;10,00000;278;3,50000;2711;2,00000;15361,50000;27803,64000;9.11.2019
335;9.11.2019;45;6;5;9;6;9;7;0;0,00000;0;500,00000;1;100,00000;39;10,00000;329;3,50000;3527;2,00000;18974,00000;29638,79000;12.11.2019
336;12.11.2019;46;0;4;1;4;1;1;0;0,00000;0;500,00000;1;100,00000;35;10,00000;302;3,50000;2883;2,00000;16112,50000;28185,15000;16.11.2019
337;16.11.2019;46;5;9;8;4;7;2;0;0,00000;0;500,00000;3;100,00000;29;10,00000;280;3,50000;3208;2,00000;17172,00000;28723,38000;19.11.2019
338;19.11.2019;47;7;6;3;0;4;4;0;0,00000;0;500,00000;5;100,00000;29;10,00000;286;3,50000;2942;2,00000;16342,00000;28301,74000;23.11.2019
339;23.11.2019;47;6;0;2;0;3;4;0;0,00000;1;500,00000;5;100,00000;33;10,00000;339;3,50000;3451;2,00000;19421,50000;29866,12000;26.11.2019
340;26.11.2019;48;2;6;6;1;3;0;0;0,00000;0;500,00000;6;100,00000;29;10,00000;298;3,50000;2773;2,00000;16071,00000;28164,07000;30.11.2019
341;30.11.2019;48;0;9;7;0;2;4;0;0,00000;0;500,00000;3;100,00000;33;10,00000;330;3,50000;3295;2,00000;18699,00000;29499,09000;3.12.2019
342;3.12.2019;49;6;1;9;5;2;2;0;0,00000;0;500,00000;6;100,00000;32;10,00000;262;3,50000;2837;2,00000;15809,00000;28030,97000;7.12.2019
343;7.12.2019;49;2;2;4;9;6;4;0;0,00000;0;500,00000;2;100,00000;32;10,00000;372;3,50000;3376;2,00000;18984,50000;29644,13000;10.12.2019
344;10.12.2019;50;6;3;7;2;3;9;0;0,00000;0;500,00000;2;100,00000;29;10,00000;327;3,50000;2874;2,00000;16402,50000;28332,47000;14.12.2019
345;14.12.2019;50;0;2;5;5;6;2;0;0,00000;1;500,00000;1;100,00000;44;10,00000;370;3,50000;3657;2,00000;20661,00000;30495,79000;17.12.2019
346;17.12.2019;51;5;1;3;5;5;2;1;20000,00000;0;500,00000;1;100,00000;31;10,00000;327;3,50000;3211;2,00000;17425,00000;28851,90000;21.12.2019
347;21.12.2019;51;0;5;8;2;6;3;0;0,00000;2;500,00000;2;100,00000;27;10,00000;377;3,50000;3861;2,00000;21336,00000;30838,69000;23.12.2019
348;23.12.2019;52;4;8;2;7;2;4;0;0,00000;1;500,00000;1;100,00000;34;10,00000;253;3,50000;2651;2,00000;14500,00000;27366,00000;28.12.2019
349;28.12.2019;52;8;7;3;4;7;7;0;0,00000;1;500,00000;2;100,00000;32;10,00000;356;3,50000;3332;2,00000;18180,50000;29235,69000;31.12.2019
350;31.12.2019;1;0;0;3;3;2;4;0;0,00000;1;500,00000;1;100,00000;33;10,00000;316;3,50000;3545;2,00000;19569,00000;29941,05000;4.1.2020
351;4.1.2020;1;3;1;0;7;2;1;0;0,00000;0;500,00000;5;100,00000;28;10,00000;322;3,50000;3278;2,00000;18798,00000;29549,38000;7.1.2020
352;7.1.2020;2;9;2;0;7;8;1;0;0,00000;0;500,00000;1;100,00000;29;10,00000;256;3,50000;2808;2,00000;15049,50000;27645,15000;11.1.2020
353;11.1.2020;2;8;5;9;3;2;1;0;0,00000;0;500,00000;6;100,00000;32;10,00000;368;3,50000;3747;2,00000;20507,00000;30417,56000;14.1.2020
354;14.1.2020;3;7;1;3;3;3;4;0;0,00000;1;500,00000;8;100,00000;32;10,00000;324;3,50000;3225;2,00000;17185,00000;28729,98000;18.1.2020
355;18.1.2020;3;3;1;5;5;5;6;0;0,00000;0;500,00000;4;100,00000;35;10,00000;356;3,50000;3701;2,00000;20696,50000;30513,82000;21.1.2020
356;21.1.2020;4;1;2;5;6;6;8;0;0,00000;0;500,00000;3;100,00000;29;10,00000;319;3,50000;3123;2,00000;17272,50000;28774,43000;25.1.2020
357;25.1.2020;4;8;6;1;2;8;5;0;0,00000;0;500,00000;5;100,00000;36;10,00000;364;3,50000;3604;2,00000;20041,00000;30180,83000;28.1.2020
358;28.1.2020;5;6;3;6;1;1;7;0;0,00000;0;500,00000;4;100,00000;25;10,00000;243;3,50000;2771;2,00000;14826,00000;27531,61000;1.2.2020
359;1.2.2020;5;7;3;9;6;1;8;0;0,00000;0;500,00000;5;100,00000;30;10,00000;328;3,50000;3168;2,00000;18100,00000;29194,80000;4.2.2020
360;4.2.2020;6;7;0;4;1;4;4;0;0,00000;0;500,00000;1;100,00000;23;10,00000;253;3,50000;2711;2,00000;14926,50000;27582,66000;8.2.2020
361;8.2.2020;6;9;9;7;3;1;3;0;0,00000;0;500,00000;2;100,00000;40;10,00000;354;3,50000;3386;2,00000;18947,00000;29625,08000;11.2.2020
362;11.2.2020;7;9;7;7;5;7;5;0;0,00000;0;500,00000;2;100,00000;30;10,00000;280;3,50000;2784;2,00000;15570,00000;27909,56000;15.2.2020
363;15.2.2020;7;4;2;0;6;5;6;0;0,00000;0;500,00000;2;100,00000;44;10,00000;338;3,50000;3364;2,00000;18995,50000;29649,71000;18.2.2020
364;18.2.2020;8;0;3;1;9;5;8;0;0,00000;0;500,00000;4;100,00000;30;10,00000;290;3,50000;2848;2,00000;15752,50000;28002,27000;22.2.2020
365;22.2.2020;8;7;4;5;4;0;8;0;0,00000;0;500,00000;4;100,00000;28;10,00000;331;3,50000;3415;2,00000;18772,00000;29536,18000;25.2.2020
366;25.2.2020;9;1;5;0;4;0;0;0;0,00000;0;500,00000;2;100,00000;28;10,00000;263;3,50000;2772;2,00000;15330,50000;27787,89000;29.2.2020
367;29.2.2020;9;7;2;8;9;8;7;0;0,00000;0;500,00000;2;100,00000;33;10,00000;319;3,50000;3232;2,00000;18078,50000;29183,88000;3.3.2020
368;3.3.2020;10;1;2;7;3;5;9;0;0,00000;1;500,00000;0;100,00000;34;10,00000;242;3,50000;2615;2,00000;14640,00000;27437,12000;7.3.2020
369;7.3.2020;10;1;8;6;3;3;7;0;0,00000;0;500,00000;3;100,00000;25;10,00000;343;3,50000;3275;2,00000;17878,00000;29082,02000;10.3.2020
370;10.3.2020;11;8;1;7;9;8;5;0;0,00000;0;500,00000;4;100,00000;32;10,00000;255;3,50000;2701;2,00000;14692,50000;27463,79000;14.3.2020
371;14.3.2020;11;7;8;8;8;4;8;0;0,00000;0;500,00000;3;100,00000;25;10,00000;294;3,50000;2995;2,00000;16631,00000;28448,55000;17.3.2020
372;17.3.2020;12;7;6;4;6;8;1;0;0,00000;0;500,00000;2;100,00000;22;10,00000;213;3,50000;1900;2,00000;10745,00000;25458,46000;21.3.2020
373;21.3.2020;12;6;9;3;3;4;4;0;0,00000;0;500,00000;2;100,00000;12;10,00000;213;3,50000;2268;2,00000;11926,50000;26058,66000;24.3.2020
374;24.3.2020;13;6;8;6;9;4;1;0;0,00000;0;500,00000;1;100,00000;21;10,00000;176;3,50000;1773;2,00000;10049,00000;25104,89000;28.3.2020
375;28.3.2020;13;8;9;6;3;1;4;0;0,00000;0;500,00000;1;100,00000;19;10,00000;235;3,50000;2210;2,00000;12588,50000;26394,96000;31.3.2020
376;31.3.2020;14;3;8;9;3;6;3;0;0,00000;0;500,00000;1;100,00000;14;10,00000;180;3,50000;1873;2,00000;9971,50000;25065,52000;4.4.2020
377;4.4.2020;14;2;9;8;8;3;6;0;0,00000;0;500,00000;1;100,00000;29;10,00000;244;3,50000;2427;2,00000;13111,00000;26660,39000;7.4.2020
378;7.4.2020;15;7;5;0;5;4;8;0;0,00000;0;500,00000;2;100,00000;21;10,00000;191;3,50000;1959;2,00000;11020,00000;25598,16000;11.4.2020
379;11.4.2020;15;6;9;9;8;4;4;0;0,00000;0;500,00000;1;100,00000;27;10,00000;221;3,50000;2448;2,00000;13225,50000;26718,55000;14.4.2020
380;14.4.2020;16;0;9;7;0;6;9;0;0,00000;0;500,00000;6;100,00000;19;10,00000;187;3,50000;1784;2,00000;10116,00000;25138,93000;18.4.2020
381;18.4.2020;16;2;2;7;9;9;3;0;0,00000;0;500,00000;1;100,00000;19;10,00000;268;3,50000;2854;2,00000;15798,00000;28025,38000;21.4.2020
382;21.4.2020;17;0;7;6;4;4;9;0;0,00000;0;500,00000;2;100,00000;20;10,00000;250;3,50000;2221;2,00000;12969,50000;26588,51000;25.4.2020
383;25.4.2020;17;6;4;6;5;3;3;0;0,00000;0;500,00000;4;100,00000;34;10,00000;332;3,50000;3046;2,00000;16604,00000;28434,83000;28.4.2020
384;28.4.2020;18;4;7;3;8;2;1;0;0,00000;0;500,00000;5;100,00000;27;10,00000;240;3,50000;2411;2,00000;13272,00000;26742,18000;2.5.2020
385;2.5.2020;18;4;4;3;6;0;2;0;0,00000;0;500,00000;1;100,00000;28;10,00000;269;3,50000;2880;2,00000;16040,50000;28148,57000;5.5.2020
386;5.5.2020;19;0;3;8;8;8;8;0;0,00000;1;500,00000;4;100,00000;30;10,00000;251;3,50000;2535;2,00000;13877,50000;27049,77000;9.5.2020
387;9.5.2020;19;7;7;7;2;1;4;0;0,00000;1;500,00000;6;100,00000;31;10,00000;280;3,50000;3022;2,00000;15992,50000;28124,19000;12.5.2020
388;12.5.2020;20;4;5;0;1;0;6;0;0,00000;1;500,00000;4;100,00000;17;10,00000;224;3,50000;2557;2,00000;14160,50000;27193,53000;16.5.2020
389;16.5.2020;20;3;8;7;0;6;1;0;0,00000;2;500,00000;7;100,00000;28;10,00000;320;3,50000;3184;2,00000;17964,00000;29125,71000;19.5.2020
390;19.5.2020;21;7;7;7;4;1;4;0;0,00000;0;500,00000;4;100,00000;24;10,00000;243;3,50000;2685;2,00000;14226,50000;27227,06000;23.5.2020
391;23.5.2020;21;2;3;5;3;8;4;0;0,00000;0;500,00000;2;100,00000;32;10,00000;323;3,50000;3166;2,00000;17489,00000;28884,41000;26.5.2020
392;26.5.2020;22;5;9;0;2;5;8;0;0,00000;0;500,00000;2;100,00000;26;10,00000;258;3,50000;2557;2,00000;14294,50000;27261,61000;30.5.2020
393;30.5.2020;22;5;5;8;4;5;5;0;0,00000;0;500,00000;1;100,00000;35;10,00000;321;3,50000;3115;2,00000;17309,50000;28793,23000;2.6.2020
394;2.6.2020;23;2;8;3;5;9;3;0;0,00000;0;500,00000;2;100,00000;28;10,00000;286;3,50000;2444;2,00000;14080,00000;27152,64000;6.6.2020
395;6.6.2020;23;4;0;0;8;9;7;0;0,00000;0;500,00000;2;100,00000;25;10,00000;288;3,50000;3123;2,00000;17313,00000;28795,00000;9.6.2020
396;9.6.2020;24;1;9;5;7;1;3;0;0,00000;0;500,00000;3;100,00000;22;10,00000;224;3,50000;2556;2,00000;14035,00000;27129,78000;13.6.2020
397;13.6.2020;24;9;7;0;4;4;3;0;0,00000;0;500,00000;4;100,00000;38;10,00000;313;3,50000;3165;2,00000;17328,00000;28802,62000;16.6.2020
398;16.6.2020;25;2;8;6;1;7;4;0;0,00000;0;500,00000;10;100,00000;11;10,00000;278;3,50000;2640;2,00000;14203,50000;27215,38000;20.6.2020
399;20.6.2020;25;0;5;5;2;9;1;0;0,00000;2;500,00000;2;100,00000;23;10,00000;330;3,50000;3187;2,00000;17500,50000;28890,25000;23.6.2020
400;23.6.2020;26;0;3;8;5;3;1;0;0,00000;0;500,00000;3;100,00000;22;10,00000;271;3,50000;2538;2,00000;14167,00000;27196,84000;27.6.2020
401;27.6.2020;26;8;8;1;5;7;7;0;0,00000;0;500,00000;2;100,00000;36;10,00000;307;3,50000;3092;2,00000;16559,50000;28412,23000;30.6.2020
402;30.6.2020;27;6;1;1;8;2;4;0;0,00000;0;500,00000;2;100,00000;31;10,00000;271;3,50000;2450;2,00000;13744,50000;26982,21000;4.7.2020
403;4.7.2020;27;8;3;9;4;2;2;0;0,00000;0;500,00000;4;100,00000;31;10,00000;291;3,50000;2977;2,00000;16556,00000;28410,45000;7.7.2020
404;7.7.2020;28;0;1;3;2;1;1;0;0,00000;0;500,00000;2;100,00000;21;10,00000;292;3,50000;2413;2,00000;13641,00000;26929,63000;11.7.2020
405;11.7.2020;28;6;9;6;6;3;6;0;0,00000;2;500,00000;2;100,00000;31;10,00000;307;3,50000;2992;2,00000;16747,50000;28507,73000;14.7.2020
406;14.7.2020;29;6;9;2;6;2;7;0;0,00000;0;500,00000;2;100,00000;24;10,00000;270;3,50000;2666;2,00000;14379,50000;27304,79000;18.7.2020
407;18.7.2020;29;8;0;4;6;3;3;0;0,00000;3;500,00000;1;100,00000;27;10,00000;336;3,50000;3278;2,00000;17955,50000;29121,39000;21.7.2020
408;21.7.2020;30;4;5;0;7;9;9;0;0,00000;0;500,00000;2;100,00000;32;10,00000;248;3,50000;2484;2,00000;14331,00000;27280,15000;25.7.2020
409;25.7.2020;30;6;5;8;2;1;4;0;0,00000;0;500,00000;8;100,00000;36;10,00000;316;3,50000;3080;2,00000;16957,50000;28614,41000;28.7.2020
410;28.7.2020;31;8;1;7;9;1;0;0;0,00000;0;500,00000;0;100,00000;9;10,00000;391;3,50000;2585;2,00000;13779,50000;26999,99000;1.8.2020
411;1.8.2020;31;9;7;2;6;6;0;0;0,00000;1;500,00000;2;100,00000;22;10,00000;294;3,50000;3102;2,00000;16644,00000;28455,15000;4.8.2020
412;4.8.2020;32;1;2;9;9;2;5;0;0,00000;0;500,00000;3;100,00000;24;10,00000;246;3,50000;2536;2,00000;14085,00000;27155,18000;8.8.2020
413;8.8.2020;32;4;5;6;6;6;2;0;0,00000;0;500,00000;4;100,00000;42;10,00000;308;3,50000;3082;2,00000;17034,00000;28653,27000;11.8.2020
414;11.8.2020;33;2;8;8;1;0;5;0;0,00000;0;500,00000;4;100,00000;37;10,00000;268;3,50000;2617;2,00000;14408,00000;27319,26000;15.8.2020
415;15.8.2020;33;3;9;1;4;7;6;0;0,00000;0;500,00000;3;100,00000;32;10,00000;350;3,50000;3288;2,00000;18059,00000;29173,97000;18.8.2020
416;18.8.2020;34;4;2;7;3;9;8;0;0,00000;0;500,00000;2;100,00000;25;10,00000;250;3,50000;2627;2,00000;14840,50000;27538,97000;22.8.2020
417;22.8.2020;34;6;0;5;3;8;3;0;0,00000;0;500,00000;2;100,00000;28;10,00000;320;3,50000;3105;2,00000;17390,00000;28834,12000;25.8.2020
418;25.8.2020;35;1;7;8;9;9;3;0;0,00000;1;500,00000;2;100,00000;30;10,00000;252;3,50000;2539;2,00000;14383,00000;27306,56000;29.8.2020
419;29.8.2020;35;4;5;6;9;3;2;0;0,00000;0;500,00000;2;100,00000;22;10,00000;252;3,50000;2739;2,00000;15304,00000;27774,43000;1.9.2020
420;1.9.2020;36;0;8;1;7;4;0;0;0,00000;0;500,00000;1;100,00000;21;10,00000;212;3,50000;2047;2,00000;12011,50000;26101,84000;5.9.2020
421;5.9.2020;36;0;8;2;1;2;4;0;0,00000;0;500,00000;2;100,00000;26;10,00000;328;3,50000;3021;2,00000;16871,50000;28570,72000;8.9.2020
422;8.9.2020;37;7;6;2;7;2;9;0;0,00000;1;500,00000;3;100,00000;23;10,00000;235;3,50000;2516;2,00000;14200,50000;27213,85000;12.9.2020
423;12.9.2020;37;8;5;0;9;7;3;0;0,00000;0;500,00000;2;100,00000;20;10,00000;326;3,50000;3189;2,00000;17469,00000;28874,25000;15.9.2020
424;15.9.2020;38;4;3;9;3;3;7;0;0,00000;0;500,00000;0;100,00000;13;10,00000;75;3,50000;1801;2,00000;12368,00000;26282,94000;19.9.2020
425;19.9.2020;38;5;6;8;2;9;6;0;0,00000;1;500,00000;0;100,00000;33;10,00000;271;3,50000;3235;2,00000;17484,00000;28881,87000;22.9.2020
426;22.9.2020;39;5;2;2;9;7;2;0;0,00000;0;500,00000;5;100,00000;28;10,00000;227;3,50000;2612;2,00000;14396,50000;27313,42000;26.9.2020
427;26.9.2020;39;8;3;9;4;8;4;0;0,00000;0;500,00000;2;100,00000;32;10,00000;327;3,50000;3077;2,00000;16912,00000;28591,30000;29.9.2020
428;29.9.2020;40;5;0;6;7;8;5;0;0,00000;0;500,00000;2;100,00000;21;10,00000;249;3,50000;2452;2,00000;13741,50000;26980,68000;3.10.2020
429;3.10.2020;40;3;9;0;6;6;4;0;0,00000;0;500,00000;3;100,00000;25;10,00000;286;3,50000;3054;2,00000;16539,50000;28402,07000;6.10.2020
430;6.10.2020;41;1;1;6;8;9;5;0;0,00000;0;500,00000;6;100,00000;28;10,00000;241;3,50000;2555;2,00000;13922,50000;27072,63000;10.10.2020
431;10.10.2020;41;3;9;1;3;5;8;0;0,00000;0;500,00000;5;100,00000;31;10,00000;318;3,50000;3162;2,00000;17030,50000;28651,49000;13.10.2020
432;13.10.2020;42;7;6;0;1;7;4;0;0,00000;0;500,00000;2;100,00000;24;10,00000;237;3,50000;2519;2,00000;13819,50000;27020,31000;17.10.2020
433;17.10.2020;42;4;5;1;3;1;2;0;0,00000;0;500,00000;7;100,00000;29;10,00000;307;3,50000;3154;2,00000;17384,50000;28831,33000;20.10.2020
434;20.10.2020;43;9;7;3;8;6;8;0;0,00000;0;500,00000;2;100,00000;19;10,00000;302;3,50000;2674;2,00000;14737,50000;27486,65000;24.10.2020
435;24.10.2020;43;0;1;5;2;8;7;0;0,00000;0;500,00000;7;100,00000;29;10,00000;328;3,50000;3182;2,00000;17186,00000;28730,49000;27.10.2020
436;27.10.2020;44;8;4;2;5;3;9;0;0,00000;0;500,00000;1;100,00000;27;10,00000;258;3,50000;2369;2,00000;13674,00000;26946,39000;31.10.2020
437;31.10.2020;44;6;6;8;8;8;4;0;0,00000;0;500,00000;0;100,00000;34;10,00000;271;3,50000;3027;2,00000;16379,50000;28320,79000;3.11.2020
438;3.11.2020;45;3;5;5;7;5;3;0;0,00000;0;500,00000;3;100,00000;15;10,00000;224;3,50000;2428;2,00000;13402,50000;26808,47000;7.11.2020
439;7.11.2020;45;5;5;7;8;4;6;0;0,00000;0;500,00000;3;100,00000;25;10,00000;318;3,50000;2997;2,00000;16732,00000;28499,86000;10.11.2020
440;10.11.2020;46;2;7;9;9;5;2;0;0,00000;1;500,00000;2;100,00000;25;10,00000;264;3,50000;2528;2,00000;14341,50000;27285,48000;14.11.2020
441;14.11.2020;46;5;4;9;8;1;4;0;0,00000;0;500,00000;2;100,00000;40;10,00000;348;3,50000;3460;2,00000;18859,50000;29580,63000;17.11.2020
442;17.11.2020;47;9;2;1;1;0;0;0;0,00000;0;500,00000;7;100,00000;26;10,00000;207;3,50000;2193;2,00000;12747,00000;26475,48000;21.11.2020
443;21.11.2020;47;3;0;4;4;3;4;0;0,00000;0;500,00000;1;100,00000;29;10,00000;359;3,50000;3381;2,00000;18653,50000;29475,98000;24.11.2020
444;24.11.2020;48;2;0;9;6;6;0;0;0,00000;0;500,00000;4;100,00000;28;10,00000;292;3,50000;2621;2,00000;15180,50000;27711,69000;28.11.2020
445;28.11.2020;48;8;3;2;5;5;5;0;0,00000;0;500,00000;1;100,00000;39;10,00000;318;3,50000;3322;2,00000;18156,00000;29223,25000;1.12.2020
446;1.12.2020;49;4;1;3;3;4;4;0;0,00000;0;500,00000;4;100,00000;22;10,00000;273;3,50000;2754;2,00000;14923,00000;27580,88000;5.12.2020
447;5.12.2020;49;9;2;6;8;8;7;0;0,00000;0;500,00000;0;100,00000;29;10,00000;317;3,50000;3285;2,00000;18165,00000;29227,82000;8.12.2020
448;8.12.2020;50;5;6;9;6;4;6;0;0,00000;0;500,00000;2;100,00000;29;10,00000;297;3,50000;2768;2,00000;15375,00000;27810,50000;12.12.2020
449;12.12.2020;50;8;2;6;3;4;1;0;0,00000;1;500,00000;4;100,00000;45;10,00000;335;3,50000;3528;2,00000;19284,50000;29796,53000;15.12.2020
450;15.12.2020;51;7;9;1;1;9;7;0;0,00000;0;500,00000;2;100,00000;31;10,00000;272;3,50000;2910;2,00000;16071,00000;28164,07000;19.12.2020
451;19.12.2020;51;4;2;0;5;3;8;0;0,00000;0;500,00000;4;100,00000;44;10,00000;353;3,50000;3621;2,00000;19600,50000;29957,05000;22.12.2020
452;22.12.2020;52;7;4;4;4;5;1;0;0,00000;0;500,00000;2;100,00000;30;10,00000;306;3,50000;2935;2,00000;16483,50000;28373,62000;26.12.2020
453;26.12.2020;52;6;2;8;2;0;8;0;0,00000;0;500,00000;0;100,00000;17;10,00000;182;3,50000;2070;2,00000;11296,50000;25738,62000;29.12.2020
454;29.12.2020;53;8;8;0;1;5;7;0;0,00000;0;500,00000;3;100,00000;33;10,00000;331;3,50000;3061;2,00000;16411,00000;28336,79000;2.1.2021
455;2.1.2021;53;7;0;5;7;5;6;0;0,00000;0;500,00000;1;100,00000;37;10,00000;317;3,50000;3022;2,00000;17050,00000;28661,40000;5.1.2021
456;5.1.2021;1;0;6;3;6;2;0;0;0,00000;1;500,00000;3;100,00000;26;10,00000;280;3,50000;2767;2,00000;16043,00000;28149,84000;9.1.2021
457;9.1.2021;1;0;2;9;4;5;0;0;0,00000;0;500,00000;1;100,00000;35;10,00000;321;3,50000;3171;2,00000;17939,00000;29113,01000;12.1.2021
458;12.1.2021;2;4;4;2;9;8;6;0;0,00000;0;500,00000;1;100,00000;32;10,00000;293;3,50000;2829;2,00000;15704,50000;27977,89000;16.1.2021
459;16.1.2021;2;8;7;1;4;8;5;0;0,00000;0;500,00000;4;100,00000;32;10,00000;339;3,50000;3533;2,00000;19553,00000;29932,92000;19.1.2021
460;19.1.2021;3;6;6;2;8;0;9;0;0,00000;0;500,00000;2;100,00000;27;10,00000;269;3,50000;2758;2,00000;15938,50000;28096,76000;23.1.2021
461;23.1.2021;3;3;1;7;7;1;1;0;0,00000;0;500,00000;1;100,00000;29;10,00000;318;3,50000;3502;2,00000;19508,00000;29910,06000;26.1.2021
462;26.1.2021;4;9;1;4;9;8;7;0;0,00000;2;500,00000;1;100,00000;31;10,00000;331;3,50000;2765;2,00000;16007,50000;28131,81000;30.1.2021
463;30.1.2021;4;0;6;5;8;9;2;0;0,00000;0;500,00000;3;100,00000;33;10,00000;322;3,50000;3499;2,00000;19043,00000;29673,84000;2.2.2021
464;2.2.2021;5;4;2;2;6;6;4;0;0,00000;0;500,00000;5;100,00000;25;10,00000;299;3,50000;2939;2,00000;15809,50000;28031,23000;6.2.2021
465;6.2.2021;5;1;4;4;5;8;8;0;0,00000;0;500,00000;3;100,00000;31;10,00000;352;3,50000;3333;2,00000;19112,00000;29708,90000;9.2.2021
466;9.2.2021;6;9;7;4;7;2;4;0;0,00000;0;500,00000;2;100,00000;39;10,00000;283;3,50000;2858;2,00000;15697,00000;27974,08000;13.2.2021
467;13.2.2021;6;6;9;4;5;7;2;0;0,00000;0;500,00000;6;100,00000;25;10,00000;389;3,50000;3419;2,00000;19174,00000;29740,39000;16.2.2021
468;16.2.2021;7;8;7;8;2;2;2;0;0,00000;0;500,00000;3;100,00000;19;10,00000;300;3,50000;2819;2,00000;15936,50000;28095,74000;20.2.2021
469;20.2.2021;7;7;9;5;8;8;0;0;0,00000;0;500,00000;2;100,00000;30;10,00000;335;3,50000;3377;2,00000;19219,00000;29763,25000;23.2.2021
470;23.2.2021;8;5;1;9;9;8;0;0;0,00000;1;500,00000;3;100,00000;25;10,00000;281;3,50000;2650;2,00000;15788,00000;28020,30000;27.2.2021
471;27.2.2021;8;5;8;3;5;6;9;0;0,00000;0;500,00000;2;100,00000;37;10,00000;332;3,50000;3345;2,00000;19129,50000;29717,79000;2.3.2021
472;2.3.2021;9;5;7;4;0;5;7;0;0,00000;0;500,00000;1;100,00000;30;10,00000;272;3,50000;2749;2,00000;15088,00000;27664,70000;6.3.2021
473;6.3.2021;9;2;7;9;6;7;8;0;0,00000;0;500,00000;1;100,00000;30;10,00000;307;3,50000;3350;2,00000;18131,50000;29210,80000;9.3.2021
474;9.3.2021;10;4;6;4;5;3;1;0;0,00000;0;500,00000;3;100,00000;26;10,00000;272;3,50000;2744;2,00000;15208,00000;27725,66000;13.3.2021
475;13.3.2021;10;9;2;3;2;9;9;0;0,00000;0;500,00000;1;100,00000;27;10,00000;299;3,50000;3316;2,00000;18895,50000;29598,91000;16.3.2021
476;16.3.2021;11;1;1;3;3;2;1;0;0,00000;1;500,00000;0;100,00000;25;10,00000;276;3,50000;2831;2,00000;15570,00000;27909,56000;20.3.2021
477;20.3.2021;11;5;9;9;5;3;5;0;0,00000;0;500,00000;1;100,00000;31;10,00000;363;3,50000;3469;2,00000;19227,50000;29767,57000;23.3.2021
478;23.3.2021;12;9;0;9;2;8;0;0;0,00000;0;500,00000;4;100,00000;24;10,00000;269;3,50000;2823;2,00000;15681,00000;27965,95000;27.3.2021
479;27.3.2021;12;2;8;0;7;3;9;0;0,00000;0;500,00000;5;100,00000;32;10,00000;317;3,50000;3242;2,00000;18303,00000;29297,92000;30.3.2021
480;30.3.2021;13;3;2;4;4;7;7;0;0,00000;1;500,00000;4;100,00000;33;10,00000;295;3,50000;2684;2,00000;14877,50000;27557,77000;3.4.2021
481;3.4.2021;13;0;9;3;7;1;7;0;0,00000;0;500,00000;3;100,00000;30;10,00000;335;3,50000;3175;2,00000;17460,00000;28869,68000;6.4.2021
482;6.4.2021;14;7;8;7;9;0;4;0;0,00000;0;500,00000;3;100,00000;23;10,00000;212;3,50000;2293;2,00000;12675,00000;26438,90000;10.4.2021
