SANCAID;Datum;Tyzden;C_1;C_2;C_3;C_4;C_5;C_6;P_2;P_3;P_5;P_6;P_8;P_9;P_11;P_12;P_14;P_15;JACKPOT;VKLAD;NA_VYHRY;PREDP_SUMA_SPOLU;PREDP_SUMA_1;NASLED_ZREB
164;6.6.1999;23;5;5;1;1;7;2;0;0.00;100000;0.00;10000;4.00;1000;72.00;100;608.00;185530.00;716660.00;358330.00;0.00;0.00;
166;12.6.1999;24;1;2;3;4;5;6;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;0.00;
165;13.6.1999;24;1;5;6;7;7;7;0;0.00;100000;0.00;10000;5.00;1000;93.00;100;750.00;341345.00;747630.00;559345.00;700000.00;400000.00;
167;20.6.1999;25;7;1;8;8;7;1;0;0.00;100000;0.00;10000;5.00;1000;64.00;100;660.00;547395.00;772100.00;727395.00;900000.00;600000.00;
168;27.6.1999;26;0;3;0;6;8;5;0;0.00;100000;0.00;10000;10.00;1000;82.00;100;738.00;685445.00;787700.00;941245.00;1100000.00;800000.00;
169;4.7.1999;27;1;8;7;5;0;2;0;0.00;0;0.00;10000;6.00;1000;70.00;100;642.00;868615.00;754740.00;1062815.00;1300000.00;900000.00;
170;11.7.1999;28;2;7;8;2;2;8;0;0.00;100000;2.00;10000;9.00;1000;57.00;100;697.00;826300.00;748770.00;1243000.00;1200000.00;900000.00;
171;18.7.1999;29;2;6;0;6;8;2;0;0.00;100000;0.00;10000;7.00;1000;60.00;100;668.00;1019930.00;780860.00;1216730.00;1400000.00;1100000.00;
172;25.7.1999;30;2;6;9;8;9;9;0;0.00;100000;1.00;10000;6.00;1000;79.00;100;754.00;1107130.00;803200.00;1421530.00;1500000.00;1200000.00;
173;1.8.1999;31;6;9;0;0;0;0;0;0.00;100000;1.00;10000;12.00;1000;79.00;100;604.00;1131165.00;766870.00;1490565.00;1500000.00;1200000.00;
174;8.8.1999;32;1;1;3;6;7;7;0;0.00;100000;1.00;10000;8.00;1000;71.00;100;750.00;1168330.00;726330.00;1494330.00;1500000.00;1200000.00;
175;15.8.1999;33;8;0;9;1;5;6;0;0.00;0;0.00;10000;11.00;1000;62.00;100;674.00;1314445.00;771030.00;1553845.00;1700000.00;1400000.00;
177;22.8.1999;34;8;4;5;8;8;5;0;0.00;0;0.00;10000;11.00;1000;69.00;100;747.00;1446755.00;772020.00;1700455.00;1800000.00;1500000.00;
178;29.8.1999;35;5;1;7;3;3;5;0;0.00;0;0.00;10000;8.00;1000;73.00;100;666.00;1600405.00;746500.00;1820005.00;2000000.00;1700000.00;
179;5.9.1999;36;9;7;9;8;3;0;1798265;1.00;0;0.00;10000;4.00;1000;61.00;100;617.00;0.00;721120.00;1960965.00;350000.00;200000.00;
180;8.9.1999;37;6;1;6;6;7;4;200000;1.00;0;0.00;10000;5.00;1000;33.00;100;275.00;0.00;325840.00;162920.00;200000.00;200000.00;
181;12.9.1999;37;2;7;3;4;9;2;0;0.00;0;0.00;10000;7.00;1000;63.00;100;532.00;141315.00;655030.00;327515.00;300000.00;200000.00;
182;15.9.1999;38;7;1;0;2;6;0;0;0.00;0;0.00;10000;2.00;1000;27.00;100;250.00;230925.00;323220.00;302925.00;500000.00;530000.00;
183;19.9.1999;38;3;4;7;7;3;7;0;0.00;0;0.00;10000;6.00;1000;63.00;100;614.00;375920.00;658790.00;560320.00;600000.00;630000.00;
184;22.9.1999;39;1;9;3;7;4;8;0;0.00;0;0.00;10000;2.00;1000;44.00;100;371.00;466950.00;384260.00;568050.00;700000.00;720000.00;
185;26.9.1999;39;0;0;4;6;1;9;0;0.00;0;0.00;10000;4.00;1000;71.00;100;573.00;629075.00;660850.00;797375.00;800000.00;830000.00;
186;29.9.1999;40;6;8;7;0;2;3;0;0.00;100000;1.00;10000;2.00;1000;33.00;100;328.00;631925.00;377300.00;817725.00;900000.00;600000.00;
187;3.10.1999;40;1;4;4;9;8;9;0;0.00;0;0.00;10000;3.00;1000;61.00;100;615.00;800865.00;642880.00;953365.00;1000000.00;1000000.00;
188;6.10.1999;41;1;5;7;2;8;9;0;0.00;100000;1.00;10000;5.00;1000;31.00;100;379.00;770325.00;376720.00;989225.00;1100000.00;1070000.00;
189;10.10.1999;41;3;3;7;6;7;9;913635;1.00;0;0.00;10000;6.00;1000;61.00;100;578.00;0.00;644220.00;1092435.00;200000.00;200000.00;
190;13.10.1999;42;4;2;2;8;9;6;0;0.00;0;0.00;10000;4.00;1000;39.00;100;347.00;80235.00;387870.00;193935.00;400000.00;200000.00;
191;17.10.1999;42;4;9;5;5;8;0;0;0.00;100000;1.00;10000;5.00;1000;66.00;100;560.00;136045.00;655620.00;408045.00;300000.00;200000.00;
192;20.10.1999;43;8;3;4;6;1;6;0;0.00;0;0.00;10000;1.00;1000;41.00;100;353.00;249460.00;399430.00;335760.00;600000.00;600000.00;
193;24.10.1999;43;6;4;7;3;6;4;0;0.00;100000;1.00;10000;3.00;1000;55.00;100;569.00;325730.00;636340.00;567630.00;500000.00;370000.00;
194;27.10.1999;44;4;0;7;4;0;7;0;0.00;0;0.00;10000;7.00;1000;34.00;100;320.00;376590.00;373720.00;512590.00;700000.00;450000.00;
195;31.10.1999;44;4;3;1;0;0;2;0;0.00;0;0.00;10000;4.00;1000;51.00;100;524.00;532150.00;597920.00;675550.00;700000.00;570000.00;
196;3.11.1999;45;0;1;0;4;5;4;0;0.00;0;0.00;10000;4.00;1000;39.00;100;304.00;591925.00;338350.00;701325.00;900000.00;650000.00;
197;7.11.1999;45;3;1;1;2;8;7;0;0.00;100000;1.00;10000;4.00;1000;52.00;100;574.00;643910.00;602770.00;893310.00;800000.00;680000.00;
198;10.11.1999;46;1;8;3;7;6;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;0.00;
199;14.11.1999;46;2;0;0;4;4;8;0;0.00;0;0.00;10000;5.00;1000;61.00;100;637.00;862535.00;642870.00;1037235.00;1100000.00;1050000.00;
200;17.11.1999;47;8;9;5;9;3;8;0;0.00;0;0.00;10000;3.00;1000;38.00;100;339.00;955250.00;389230.00;1057150.00;1300000.00;1030000.00;
201;21.11.1999;47;3;6;1;2;6;5;0;0.00;100000;2.00;10000;5.00;1000;61.00;100;606.00;910000.00;652700.00;1281600.00;1100000.00;950000.00;
202;24.11.1999;48;2;6;3;3;4;1;0;0.00;0;0.00;10000;1.00;1000;41.00;100;350.00;1021950.00;395900.00;1107950.00;1400000.00;1090000.00;
203;28.11.1999;48;2;3;7;8;6;7;0;0.00;100000;1.00;10000;3.00;1000;63.00;100;616.00;1086110.00;637520.00;1340710.00;1300000.00;1130000.00;
204;1.12.1999;49;5;3;5;7;1;1;0;0.00;0;0.00;10000;3.00;1000;36.00;100;324.00;1184605.00;393790.00;1283005.00;1500000.00;1250000.00;
205;5.12.1999;49;8;5;8;0;2;9;0;0.00;100000;1.00;10000;1.00;1000;60.00;100;552.00;1278635.00;638460.00;1503835.00;1500000.00;1320000.00;
206;8.12.1999;50;3;1;8;9;6;0;1378345;1.00;0;0.00;10000;4.00;1000;30.00;100;374.00;0.00;414220.00;1485745.00;200000.00;200000.00;
207;12.12.1999;50;0;8;9;6;2;1;0;0.00;0;0.00;10000;8.00;1000;64.00;100;623.00;132460.00;677520.00;338760.00;300000.00;200000.00;
208;15.12.1999;51;4;1;5;6;7;1;0;0.00;100000;1.00;10000;5.00;1000;37.00;100;379.00;133505.00;451890.00;358405.00;500000.00;200000.00;
209;19.12.1999;51;7;8;5;8;7;2;0;0.00;0;0.00;10000;10.00;1000;46.00;100;599.00;275380.00;695550.00;481280.00;500000.00;330000.00;
210;22.12.1999;52;3;9;9;8;3;9;210877;2.00;0;0.00;10000;2.00;1000;37.00;100;489.00;1.00;504550.00;527655.00;200000.00;200000.00;
211;26.12.1999;52;1;1;6;6;3;2;0;0.00;0;0.00;10000;8.00;1000;44.00;100;448.00;99781.00;537160.00;268581.00;400000.00;200000.00;
212;29.12.1999;53;3;8;6;4;1;1;0;0.00;0;0.00;10000;5.00;1000;52.00;100;414.00;107656.00;502110.00;251056.00;400000.00;200000.00;
213;2.1.2000;53;9;9;5;7;6;6;0;0.00;100000;1.00;10000;9.00;1000;55.00;100;553.00;127326.00;639940.00;427626.00;500000.00;200000.00;
214;5.1.2000;2;2;6;3;8;9;2;0;0.00;0;0.00;10000;7.00;1000;40.00;100;397.00;206121.00;456990.00;355821.00;500000.00;270000.00;
215;9.1.2000;2;1;5;7;1;3;5;0;0.00;100000;1.00;10000;3.00;1000;45.00;100;602.00;289756.00;637670.00;524956.00;500000.00;340000.00;
216;12.1.2000;3;2;7;9;1;3;8;0;0.00;0;0.00;10000;5.00;1000;43.00;100;425.00;396951.00;485390.00;532451.00;700000.00;470000.00;
217;16.1.2000;3;5;2;2;4;0;8;0;0.00;0;0.00;10000;4.00;1000;64.00;100;652.00;605781.00;756060.00;774981.00;900000.00;860000.00;
218;19.1.2000;4;9;5;4;5;9;5;0;0.00;100000;1.00;10000;2.00;1000;50.00;100;465.00;653261.00;527960.00;869761.00;1100000.00;730000.00;
219;23.1.2000;4;6;2;4;7;0;2;0;0.00;0;0.00;10000;8.00;1000;65.00;100;643.00;832191.00;776460.00;1041491.00;1100000.00;890000.00;
220;26.1.2000;5;3;3;6;8;9;3;0;0.00;0;0.00;10000;3.00;1000;53.00;100;448.00;976866.00;544950.00;1104666.00;1400000.00;1060000.00;
221;30.1.2000;5;5;7;2;3;2;5;1209976;1.00;0;0.00;10000;3.00;1000;59.00;100;715.00;0.00;787220.00;1370476.00;300000.00;200000.00;
222;2.2.2000;6;9;2;9;1;6;8;0;0.00;100000;1.00;10000;5.00;1000;55.00;100;446.00;19660.00;538520.00;269260.00;400000.00;200000.00;
223;6.2.2000;6;4;9;6;6;3;1;0;0.00;100000;1.00;10000;7.00;1000;65.00;100;715.00;96415.00;766510.00;402915.00;400000.00;200000.00;
224;9.2.2000;7;3;6;1;9;1;1;0;0.00;100000;1.00;10000;3.00;1000;46.00;100;468.00;154470.00;561710.00;377270.00;600000.00;240000.00;
225;13.2.2000;7;8;0;9;4;8;7;0;0.00;0;0.00;10000;8.00;1000;86.00;100;806.00;327550.00;839360.00;574150.00;700000.00;410000.00;
226;16.2.2000;8;0;4;5;5;1;1;0;0.00;100000;1.00;10000;5.00;1000;56.00;100;486.00;365860.00;585820.00;620460.00;800000.00;460000.00;
227;20.2.2000;8;3;2;9;4;2;8;0;0.00;0;0.00;10000;6.00;1000;94.00;100;787.00;548225.00;830130.00;780925.00;800000.00;610000.00;
228;23.2.2000;9;8;7;5;2;3;9;0;0.00;100000;1.00;10000;5.00;1000;58.00;100;616.00;585210.00;613170.00;854810.00;1000000.00;680000.00;
229;27.2.2000;9;6;7;4;7;1;0;0;0.00;100000;1.00;10000;6.00;1000;72.00;100;725.00;712135.00;862850.00;1016635.00;1100000.00;1060000.00;
230;1.3.2000;10;0;7;0;3;2;1;0;0.00;0;0.00;10000;10.00;1000;61.00;100;564.00;803090.00;616710.00;1020490.00;1300000.00;890000.00;
231;5.3.2000;10;5;0;7;8;2;6;0;0.00;100000;1.00;10000;7.00;1000;63.00;100;811.00;933485.00;888990.00;1247585.00;1200000.00;980000.00;
232;8.3.2000;11;2;3;0;7;8;8;0;0.00;0;0.00;10000;6.00;1000;43.00;100;412.00;1044115.00;509660.00;1188315.00;1400000.00;1110000.00;
233;12.3.2000;11;8;9;3;4;0;2;0;0.00;0;0.00;10000;2.00;1000;62.00;100;655.00;1265125.00;737020.00;1412625.00;1500000.00;1320000.00;
234;15.3.2000;12;9;7;7;3;7;9;0;0.00;0;0.00;0;0.00;1000;46.00;100;459.00;1429950.00;513450.00;1521850.00;1800000.00;1510000.00;
235;19.3.2000;12;7;4;9;0;3;4;1617380;1.00;0;0.00;10000;6.00;1000;57.00;100;668.00;0.00;742460.00;1801180.00;300000.00;200000.00;
236;22.3.2000;13;5;5;3;2;3;0;0;0.00;0;0.00;10000;5.00;1000;40.00;100;394.00;118485.00;495770.00;247885.00;500000.00;200000.00;
237;26.3.2000;13;0;5;8;2;9;0;0;0.00;100000;1.00;10000;3.00;1000;49.00;100;600.00;225925.00;692880.00;464925.00;500000.00;280000.00;
238;29.3.2000;14;5;1;1;5;2;4;247395;1.00;100000;1.00;10000;3.00;1000;37.00;100;404.00;0.00;457740.00;454795.00;400000.00;200000.00;
239;2.4.2000;14;1;1;5;1;4;4;0;0.00;0;0.00;10000;3.00;1000;52.00;100;577.00;185395.00;650190.00;325095.00;400000.00;240000.00;
240;5.4.2000;15;8;2;2;7;0;7;0;0.00;0;0.00;10000;3.00;1000;35.00;100;382.00;300225.00;436060.00;403425.00;700000.00;370000.00;
241;9.4.2000;15;4;3;1;8;4;4;0;0.00;0;0.00;10000;7.00;1000;55.00;100;560.00;443940.00;649430.00;624940.00;700000.00;490000.00;
242;12.4.2000;16;3;0;4;9;8;1;0;0.00;0;0.00;10000;5.00;1000;34.00;100;411.00;548515.00;459350.00;673615.00;800000.00;610000.00;
243;16.4.2000;16;2;1;5;0;6;9;0;0.00;100000;1.00;10000;3.00;1000;68.00;100;577.00;621100.00;656570.00;876800.00;900000.00;670000.00;
244;19.4.2000;17;8;4;4;7;7;0;0;0.00;100000;1.00;10000;6.00;1000;45.00;100;366.00;611715.00;464430.00;853315.00;1000000.00;680000.00;
245;23.4.2000;17;2;4;6;4;7;2;0;0.00;100000;1.00;10000;7.00;1000;57.00;100;534.00;629800.00;596970.00;910200.00;900000.00;680000.00;
246;26.4.2000;18;5;0;1;5;5;9;647060;1.00;100000;1.00;10000;2.00;1000;33.00;100;379.00;0.00;416320.00;837960.00;200000.00;200000.00;
247;30.4.2000;18;8;6;6;5;1;7;0;0.00;0;0.00;10000;4.00;1000;45.00;100;553.00;164605.00;609810.00;304905.00;400000.00;200000.00;
248;3.5.2000;19;1;7;0;6;2;9;0;0.00;100000;2.00;10000;3.00;1000;29.00;100;424.00;65495.00;404580.00;366895.00;400000.00;200000.00;
249;7.5.2000;19;8;6;0;2;6;2;0;0.00;0;0.00;10000;6.00;1000;47.00;100;545.00;207595.00;607200.00;369095.00;400000.00;250000.00;
250;10.5.2000;20;0;3;2;6;5;2;0;0.00;0;0.00;10000;3.00;1000;31.00;100;340.00;311720.00;398250.00;406720.00;600000.00;380000.00;
251;14.5.2000;20;7;2;0;2;1;3;0;0.00;100000;1.00;10000;4.00;1000;80.00;100;624.00;340205.00;621770.00;622605.00;600000.00;390000.00;
252;17.5.2000;21;3;3;3;0;8;8;0;0.00;0;0.00;10000;3.00;1000;35.00;100;382.00;454865.00;435720.00;558065.00;800000.00;520000.00;
253;21.5.2000;21;5;1;1;2;4;2;0;0.00;100000;1.00;10000;7.00;1000;46.00;100;564.00;499315.00;633700.00;771715.00;700000.00;550000.00;
254;24.5.2000;22;3;4;1;5;2;8;0;0.00;100000;2.00;10000;3.00;1000;49.00;100;425.00;404910.00;454190.00;726410.00;800000.00;470000.00;
255;28.5.2000;22;1;1;5;3;3;9;0;0.00;0;0.00;10000;5.00;1000;66.00;100;592.00;542425.00;625430.00;717625.00;800000.00;590000.00;
256;31.5.2000;23;9;6;7;1;4;4;0;0.00;100000;1.00;10000;6.00;1000;39.00;100;390.00;527285.00;445720.00;765285.00;900000.00;610000.00;
257;4.6.2000;23;6;8;5;9;6;3;0;0.00;100000;1.00;10000;5.00;1000;64.00;100;573.00;566125.00;620280.00;837425.00;800000.00;620000.00;
258;7.6.2000;24;7;7;0;7;8;9;332917;2.00;0;0.00;10000;4.00;1000;36.00;100;411.00;1.00;433620.00;782935.00;300000.00;200000.00;
259;11.6.2000;24;6;4;9;1;0;9;0;0.00;0;0.00;10000;4.00;1000;42.00;100;541.00;176056.00;624310.00;312156.00;400000.00;220000.00;
260;14.6.2000;25;4;2;6;1;1;3;0;0.00;100000;1.00;10000;7.00;1000;34.00;100;437.00;149636.00;442560.00;397336.00;500000.00;210000.00;
261;18.6.2000;25;3;4;5;9;1;6;0;0.00;100000;3.00;10000;4.00;1000;54.00;100;580.00;17796.00;640320.00;469796.00;300000.00;200000.00;
262;21.6.2000;26;2;0;2;3;9;6;0;0.00;0;0.00;10000;7.00;1000;34.00;100;382.00;106161.00;461130.00;248361.00;400000.00;200000.00;
263;25.6.2000;26;7;9;4;9;2;6;0;0.00;0;0.00;10000;7.00;1000;65.00;100;591.00;232756.00;641390.00;426856.00;500000.00;280000.00;
264;28.6.2000;27;1;6;5;6;5;4;0;0.00;0;0.00;10000;7.00;1000;62.00;100;409.00;286816.00;453920.00;459716.00;600000.00;350000.00;
265;2.7.2000;27;7;4;2;0;6;0;0;0.00;0;0.00;10000;6.00;1000;43.00;100;496.00;413486.00;558540.00;566086.00;600000.00;450000.00;
266;5.7.2000;28;3;4;6;0;0;2;0;0.00;100000;1.00;10000;2.00;1000;30.00;100;277.00;396726.00;321880.00;574426.00;700000.00;460000.00;
267;9.7.2000;28;3;4;1;9;6;4;488976;1.00;0;0.00;10000;7.00;1000;57.00;100;488.00;0.00;536100.00;664776.00;200000.00;200000.00;
268;12.7.2000;29;0;4;9;4;4;7;0;0.00;0;0.00;10000;2.00;1000;34.00;100;375.00;106185.00;395370.00;197685.00;400000.00;200000.00;
269;16.7.2000;29;8;3;8;4;2;7;0;0.00;100000;1.00;10000;10.00;1000;51.00;100;505.00;89315.00;569260.00;390815.00;300000.00;200000.00;
270;19.7.2000;30;0;6;6;8;1;2;0;0.00;0;0.00;10000;5.00;1000;27.00;100;340.00;182390.00;408150.00;293390.00;500000.00;240000.00;
271;23.7.2000;30;9;2;2;6;1;4;0;0.00;100000;1.00;10000;2.00;1000;53.00;100;506.00;247760.00;577940.00;471360.00;500000.00;290000.00;
272;26.7.2000;31;9;1;7;0;1;7;0;0.00;0;0.00;10000;4.00;1000;34.00;100;360.00;330750.00;385980.00;440750.00;600000.00;390000.00;
273;30.7.2000;31;1;0;0;7;9;1;0;0.00;0;0.00;10000;6.00;1000;55.00;100;504.00;442350.00;554000.00;607750.00;600000.00;480000.00;
274;2.8.2000;32;8;1;7;8;3;2;0;0.00;0;0.00;10000;4.00;1000;26.00;100;327.00;533845.00;380390.00;632545.00;800000.00;590000.00;
275;6.8.2000;32;8;8;0;3;5;1;0;0.00;0;0.00;10000;2.00;1000;44.00;100;512.00;691280.00;545270.00;806480.00;900000.00;740000.00;
276;9.8.2000;33;6;0;4;3;7;9;0;0.00;100000;2.00;10000;3.00;1000;42.00;100;386.00;588965.00;416570.00;899565.00;900000.00;660000.00;
277;13.8.2000;33;1;4;6;9;5;8;0;0.00;0;0.00;10000;6.00;1000;53.00;100;500.00;707020.00;562110.00;870020.00;900000.00;750000.00;
278;16.8.2000;34;6;3;6;6;7;3;0;0.00;100000;1.00;10000;7.00;1000;33.00;100;411.00;677345.00;428850.00;921445.00;1000000.00;770000.00;
279;20.8.2000;34;9;0;8;0;3;6;0;0.00;0;0.00;10000;2.00;1000;54.00;100;497.00;831475.00;555660.00;955175.00;1100000.00;880000.00;
280;23.8.2000;35;1;8;2;7;2;9;0;0.00;0;0.00;10000;7.00;1000;48.00;100;394.00;891230.00;434310.00;1048630.00;1200000.00;950000.00;
281;27.8.2000;35;6;8;0;0;1;6;0;0.00;0;0.00;10000;1.00;1000;51.00;100;503.00;1062955.00;566050.00;1174255.00;1300000.00;1110000.00;
282;30.8.2000;36;7;9;2;7;2;7;0;0.00;0;0.00;10000;3.00;1000;31.00;100;399.00;1170175.00;416240.00;1271075.00;1500000.00;1230000.00;
283;3.9.2000;36;3;7;1;5;0;2;0;0.00;0;0.00;10000;2.00;1000;52.00;100;463.00;1314745.00;525740.00;1433045.00;1600000.00;1360000.00;
284;6.9.2000;37;9;3;2;8;7;2;0;0.00;0;0.00;10000;2.00;1000;38.00;100;377.00;1437520.00;436950.00;1533220.00;1700000.00;1500000.00;
285;10.9.2000;37;9;8;9;1;3;9;0;0.00;100000;3.00;10000;1.00;1000;52.00;100;562.00;1309840.00;581040.00;1728040.00;1500000.00;1350000.00;
286;13.9.2000;38;5;5;8;4;3;7;0;0.00;0;0.00;10000;4.00;1000;43.00;100;450.00;1419875.00;476070.00;1547875.00;1700000.00;1480000.00;
287;17.9.2000;38;0;1;3;9;3;4;0;0.00;0;0.00;10000;7.00;1000;47.00;100;490.00;1531665.00;555580.00;1697665.00;1700000.00;1570000.00;
288;20.9.2000;39;8;0;8;4;8;5;0;0.00;100000;1.00;10000;4.00;1000;29.00;100;389.00;1542255.00;436980.00;1750155.00;1800000.00;1590000.00;
289;24.9.2000;39;1;4;1;9;1;9;0;0.00;100000;1.00;10000;12.00;1000;49.00;100;527.00;1496935.00;552760.00;1818635.00;1700000.00;1550000.00;
290;27.9.2000;40;1;2;6;9;5;1;0;0.00;0;0.00;10000;3.00;1000;46.00;100;352.00;1590425.00;409380.00;1701625.00;1900000.00;1650000.00;
291;1.10.2000;40;2;6;7;8;9;2;0;0.00;0;0.00;10000;1.00;1000;50.00;100;483.00;1753665.00;543080.00;1861965.00;2000000.00;1790000.00;
292;4.10.2000;41;5;2;1;4;2;1;0;0.00;0;0.00;10000;2.00;1000;37.00;100;353.00;1857520.00;392310.00;1949820.00;2100000.00;1910000.00;
293;8.10.2000;41;2;0;2;5;7;9;0;0.00;0;0.00;10000;3.00;1000;42.00;100;505.00;1990405.00;510770.00;2112905.00;2200000.00;2030000.00;
294;11.10.2000;42;1;3;3;2;7;2;0;0.00;0;0.00;10000;5.00;1000;35.00;100;339.00;2071510.00;400010.00;2190410.00;2300000.00;2130000.00;
295;15.10.2000;42;1;4;9;3;7;4;0;0.00;100000;1.00;10000;4.00;1000;54.00;100;505.00;2099980.00;545940.00;2344480.00;2300000.00;2140000.00;
296;18.10.2000;43;1;7;2;8;8;1;0;0.00;0;0.00;10000;4.00;1000;29.00;100;380.00;2201290.00;416620.00;2308290.00;2500000.00;2260000.00;
297;22.10.2000;43;2;4;0;4;6;1;0;0.00;0;0.00;10000;3.00;1000;52.00;100;482.00;2342530.00;542880.00;2472730.00;2600000.00;2390000.00;
298;25.10.2000;44;6;9;7;2;0;8;0;0.00;0;0.00;10000;2.00;1000;37.00;100;367.00;2457305.00;416950.00;2551005.00;2800000.00;2520000.00;
299;29.10.2000;44;5;3;6;4;4;9;0;0.00;0;0.00;10000;8.00;1000;57.00;100;480.00;2535585.00;526560.00;2720585.00;2800000.00;2590000.00;
300;1.11.2000;45;2;8;4;1;6;4;0;0.00;100000;1.00;10000;2.00;1000;29.00;100;330.00;2532620.00;358070.00;2714620.00;2800000.00;2590000.00;
301;5.11.2000;45;6;8;6;6;1;4;0;0.00;0;0.00;10000;10.00;1000;35.00;100;475.00;2617000.00;533760.00;2799500.00;2800000.00;2650000.00;
302;8.11.2000;46;2;6;4;5;3;9;0;0.00;0;0.00;10000;6.00;1000;42.00;100;437.00;2683430.00;424260.00;2829130.00;3000000.00;2740000.00;
303;12.11.2000;46;2;8;1;2;5;9;0;0.00;0;0.00;10000;5.00;1000;56.00;100;524.00;2807455.00;564850.00;2965855.00;3100000.00;2860000.00;
304;15.11.2000;47;0;3;2;9;3;1;0;0.00;0;0.00;10000;6.00;1000;46.00;100;424.00;2885090.00;452070.00;3033490.00;3200000.00;2950000.00;
305;19.11.2000;47;8;6;2;0;4;3;0;0.00;100000;1.00;10000;5.00;1000;65.00;100;546.00;2909490.00;588000.00;3179090.00;3200000.00;2960000.00;
306;22.11.2000;48;6;3;7;5;2;1;0;0.00;0;0.00;10000;2.00;1000;49.00;100;439.00;3033780.00;474380.00;3146680.00;3300000.00;3090000.00;
307;26.11.2000;48;8;0;4;4;1;8;0;0.00;100000;1.00;10000;3.00;1000;45.00;100;518.00;3105220.00;596480.00;3332020.00;3400000.00;3160000.00;
308;29.11.2000;49;9;7;4;3;7;5;0;0.00;0;0.00;10000;4.00;1000;29.00;100;435.00;3229955.00;474470.00;3342455.00;3600000.00;3290000.00;
309;3.12.2000;49;9;3;3;9;5;8;0;0.00;0;0.00;10000;9.00;1000;58.00;100;564.00;3325040.00;598970.00;3529440.00;3600000.00;3380000.00;
310;6.12.2000;50;4;7;7;6;0;4;0;0.00;0;0.00;10000;5.00;1000;29.00;100;379.00;3452850.00;489420.00;3569750.00;3800000.00;3510000.00;
311;10.12.2000;50;3;6;0;1;2;6;0;0.00;100000;1.00;10000;5.00;1000;60.00;100;569.00;3502225.00;632550.00;3769125.00;3800000.00;3550000.00;
312;13.12.2000;51;4;8;6;0;5;8;0;0.00;100000;1.00;10000;2.00;1000;58.00;100;519.00;3550870.00;557090.00;3780770.00;3900000.00;3620000.00;
313;17.12.2000;51;1;7;3;8;1;0;0;0.00;100000;1.00;10000;5.00;1000;64.00;100;616.00;3627480.00;704420.00;3903080.00;4000000.00;3690000.00;
314;20.12.2000;52;5;3;4;0;5;5;0;0.00;0;0.00;10000;5.00;1000;42.00;100;548.00;3783325.00;605290.00;3930125.00;4200000.00;3860000.00;
315;23.12.2000;52;3;1;6;6;5;7;0;0.00;0;0.00;10000;5.00;1000;62.00;100;671.00;3961565.00;714680.00;4140665.00;4300000.00;4030000.00;
316;27.12.2000;53;0;8;6;0;4;1;0;0.00;0;0.00;10000;8.00;1000;43.00;100;412.00;4044900.00;495070.00;4209100.00;4300000.00;4020000.00;
317;30.12.2000;53;3;6;1;2;9;6;0;0.00;100000;2.00;10000;8.00;1000;50.00;100;610.00;3925855.00;710580.00;4316855.00;4300000.00;4000000.00;
318;3.1.2001;1;1;1;2;6;7;5;0;0.00;0;0.00;10000;7.00;1000;41.00;100;436.00;4025750.00;508990.00;4180350.00;4400000.00;4100000.00;
319;7.1.2001;1;7;2;8;5;2;0;0;0.00;0;0.00;10000;3.00;1000;42.00;100;534.00;4213600.00;626500.00;4339000.00;4500000.00;4270000.00;
320;10.1.2001;2;3;1;8;7;3;6;0;0.00;0;0.00;10000;6.00;1000;54.00;100;512.00;4325370.00;553940.00;4490570.00;4600000.00;4390000.00;
321;14.1.2001;2;4;9;6;4;2;8;0;0.00;100000;1.00;10000;6.00;1000;78.00;100;566.00;4351630.00;641720.00;4646230.00;4700000.00;4410000.00;
322;17.1.2001;3;5;6;5;6;4;7;0;0.00;100000;1.00;10000;6.00;1000;30.00;100;494.00;4362650.00;500840.00;4602050.00;4700000.00;4420000.00;
323;21.1.2001;3;3;1;3;2;4;1;0;0.00;0;0.00;10000;5.00;1000;55.00;100;527.00;4517305.00;624710.00;4675005.00;4800000.00;4570000.00;
324;24.1.2001;4;7;3;9;4;3;5;0;0.00;100000;1.00;10000;4.00;1000;52.00;100;428.00;4527625.00;490240.00;4762425.00;4900000.00;4590000.00;
325;28.1.2001;4;5;3;8;6;2;1;0;0.00;100000;2.00;10000;10.00;1000;57.00;100;576.00;4410970.00;595890.00;4825570.00;4700000.00;4460000.00;
326;31.1.2001;5;1;3;1;1;2;8;0;0.00;0;0.00;10000;3.00;1000;40.00;100;415.00;4533415.00;467890.00;4644915.00;4800000.00;4590000.00;
327;4.2.2001;5;6;1;1;3;4;9;0;0.00;0;0.00;10000;7.00;1000;50.00;100;542.00;4647670.00;576910.00;4821870.00;4900000.00;4700000.00;
328;7.2.2001;6;8;2;9;0;1;0;0;0.00;0;0.00;10000;4.00;1000;37.00;100;382.00;4763585.00;462230.00;4878785.00;5100000.00;4820000.00;
329;11.2.2001;6;9;7;9;0;2;6;0;0.00;100000;1.00;10000;4.00;1000;43.00;100;506.00;4829490.00;599010.00;5063090.00;5100000.00;4880000.00;
330;14.2.2001;7;8;9;9;9;5;8;0;0.00;0;0.00;10000;8.00;1000;58.00;100;446.00;4887980.00;482180.00;5070580.00;5200000.00;4950000.00;
