SPORTKA2ID;DATUM;TYZDEN;C_1;C_2;C_3;C_4;C_5;C_6;DODAT;E_1;E_2;E_3;E_4;E_5;E_6;E_7;E_8;E_9;E_10;E_11;E_12;E_13;E_14;JACKPOT2;VKLAD1;NA_VYHRY2;PREDP_SUMA2;SUMA_VYHRY2
871;3.2.1974;5;34;10;22;27;13;28;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
872;10.2.1974;6;22;23;11;27;24;37;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
873;17.2.1974;7;13;41;17;22;21;16;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
874;24.2.1974;8;23;12;48;1;29;10;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
875;3.3.1974;9;4;30;26;2;34;23;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
876;10.3.1974;10;44;27;34;24;7;2;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
877;17.3.1974;11;22;46;23;25;7;47;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
878;24.3.1974;12;28;42;1;7;35;36;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
879;31.3.1974;13;10;23;48;27;49;16;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
880;7.4.1974;14;7;44;48;41;40;1;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
881;14.4.1974;15;45;10;30;37;38;28;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
882;21.4.1974;16;48;44;49;1;41;14;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
883;28.4.1974;17;12;11;27;5;10;21;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
884;5.5.1974;18;12;35;48;31;14;21;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
885;12.5.1974;19;45;22;44;6;29;36;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
886;19.5.1974;20;12;44;7;45;16;29;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
887;26.5.1974;21;18;10;17;39;34;6;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
888;2.6.1974;22;44;30;11;26;12;25;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
889;9.6.1974;23;19;46;22;49;18;28;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
890;16.6.1974;24;16;41;21;6;34;9;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
891;23.6.1974;25;47;8;10;43;48;25;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
892;30.6.1974;26;45;15;7;18;21;41;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
893;7.7.1974;27;20;38;30;11;32;36;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
894;14.7.1974;28;28;15;41;46;11;25;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
895;21.7.1974;29;6;49;18;3;16;35;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
896;28.7.1974;30;19;49;27;37;40;44;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
897;4.8.1974;31;3;30;45;48;28;8;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
898;11.8.1974;32;28;5;25;38;49;13;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
899;18.8.1974;33;30;29;20;46;36;41;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
900;25.8.1974;34;15;41;2;20;9;12;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
901;1.9.1974;35;42;45;49;4;30;22;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
902;8.9.1974;36;47;16;30;13;12;14;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
903;15.9.1974;37;35;9;7;13;6;26;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
904;22.9.1974;38;46;39;31;18;11;27;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
905;29.9.1974;39;9;30;39;11;49;17;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
906;6.10.1974;40;27;11;13;36;33;12;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
907;13.10.1974;41;10;11;45;46;18;8;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
908;20.10.1974;42;33;18;42;49;41;47;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
909;27.10.1974;43;22;43;47;15;23;18;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
910;3.11.1974;44;45;29;16;6;14;46;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
911;10.11.1974;45;24;38;23;20;18;2;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
912;17.11.1974;46;37;32;27;25;49;23;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
913;24.11.1974;47;10;18;4;38;43;37;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
914;1.12.1974;48;11;29;42;19;1;38;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
915;8.12.1974;49;9;13;17;49;8;22;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
916;15.12.1974;50;42;36;46;47;1;35;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
917;22.12.1974;51;12;20;28;45;3;9;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
918;29.12.1974;52;32;46;25;36;6;31;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
919;5.1.1975;1;26;9;25;21;44;3;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
920;12.1.1975;2;31;9;16;25;35;11;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
921;19.1.1975;3;19;39;35;6;8;44;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
922;26.1.1975;4;19;15;34;13;23;22;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
923;2.2.1975;5;13;20;21;35;8;36;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
924;9.2.1975;6;30;34;16;45;5;22;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
925;16.2.1975;7;43;29;46;26;24;31;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
926;23.2.1975;8;41;24;36;23;6;8;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
927;2.3.1975;9;12;47;42;22;39;15;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
928;9.3.1975;10;40;19;33;6;49;48;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
929;16.3.1975;11;36;37;23;20;15;24;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
930;23.3.1975;12;12;3;32;30;37;49;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
931;30.3.1975;13;8;14;32;27;5;45;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
932;6.4.1975;14;13;19;31;45;32;25;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
933;13.4.1975;15;24;35;36;20;41;18;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
934;20.4.1975;16;39;14;47;35;26;34;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
935;27.4.1975;17;38;41;9;24;32;14;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
936;4.5.1975;18;26;46;43;42;49;34;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
937;11.5.1975;19;32;22;3;45;15;48;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
938;18.5.1975;20;25;30;18;29;28;13;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
939;25.5.1975;21;35;17;13;22;7;46;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
940;1.6.1975;22;38;2;24;11;20;21;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
941;8.6.1975;23;15;1;42;46;4;35;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
942;15.6.1975;24;48;43;11;23;46;15;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
943;22.6.1975;25;35;21;10;16;22;7;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
944;29.6.1975;26;1;13;9;25;22;12;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
945;6.7.1975;27;49;24;44;22;17;34;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
946;13.7.1975;28;13;49;37;8;39;33;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
947;20.7.1975;29;35;36;39;49;14;2;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
948;27.7.1975;30;26;8;32;16;48;47;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
949;3.8.1975;31;49;4;23;3;28;21;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
950;10.8.1975;32;36;49;20;14;42;17;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
951;17.8.1975;33;45;30;12;44;41;28;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
952;24.8.1975;34;17;20;42;36;8;3;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
953;31.8.1975;35;16;49;46;14;11;32;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
954;7.9.1975;36;35;48;32;40;8;44;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
955;14.9.1975;37;3;15;43;49;35;31;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
956;21.9.1975;38;13;48;23;16;26;14;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
957;28.9.1975;39;25;16;1;23;45;22;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
958;5.10.1975;40;34;49;24;38;1;43;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
959;12.10.1975;41;46;42;7;48;6;23;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
960;19.10.1975;42;23;48;45;9;49;37;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
961;26.10.1975;43;21;34;8;36;26;9;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
962;2.11.1975;44;42;23;33;12;47;20;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
963;9.11.1975;45;2;39;26;25;32;15;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
964;16.11.1975;46;25;36;9;10;30;34;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
965;23.11.1975;47;46;37;48;18;13;15;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
966;30.11.1975;48;2;20;49;8;32;27;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
967;7.12.1975;49;17;26;13;49;11;14;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
968;14.12.1975;50;45;32;17;21;38;48;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
969;21.12.1975;51;33;36;2;29;7;11;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
970;28.12.1975;52;27;44;46;2;20;42;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
971;4.1.1976;53;18;31;11;26;30;28;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
972;11.1.1976;2;29;16;1;21;15;13;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
973;18.1.1976;3;21;43;45;27;30;28;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
974;25.1.1976;4;24;30;25;4;44;38;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
975;1.2.1976;5;28;24;29;33;4;23;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
976;8.2.1976;6;8;20;10;17;2;46;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
977;15.2.1976;7;27;6;28;46;25;34;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
978;22.2.1976;8;4;19;24;34;22;43;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
979;29.2.1976;9;7;39;37;33;30;28;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
980;7.3.1976;10;23;40;36;2;47;31;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
981;14.3.1976;11;23;46;34;21;37;9;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
982;21.3.1976;12;46;17;26;9;38;33;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
983;28.3.1976;13;13;3;36;29;17;42;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
984;4.4.1976;14;35;20;42;5;37;15;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
985;11.4.1976;15;12;31;16;27;39;9;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
986;18.4.1976;16;16;44;39;25;5;17;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
987;25.4.1976;17;13;24;16;38;4;1;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
988;2.5.1976;18;23;6;43;20;5;42;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
989;9.5.1976;19;19;6;38;23;47;45;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
990;16.5.1976;20;28;17;29;39;3;20;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
991;23.5.1976;21;19;10;27;14;20;36;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
992;30.5.1976;22;38;32;15;23;5;7;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
993;6.6.1976;23;43;16;22;12;14;40;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
994;13.6.1976;24;40;36;28;8;4;25;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
995;20.6.1976;25;30;18;10;26;46;40;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
996;27.6.1976;26;5;30;24;25;47;10;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
997;4.7.1976;27;40;17;41;18;49;13;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
998;11.7.1976;28;27;37;28;18;30;16;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
999;18.7.1976;29;12;26;10;15;30;41;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1000;25.7.1976;30;6;49;11;35;47;48;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1001;1.8.1976;31;32;46;31;22;21;42;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1002;8.8.1976;32;33;20;22;19;5;2;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1003;15.8.1976;33;46;33;39;42;3;31;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1004;22.8.1976;34;49;17;6;44;8;19;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1005;29.8.1976;35;19;34;22;47;44;37;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1006;5.9.1976;36;45;29;32;28;38;20;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1007;12.9.1976;37;28;35;10;31;20;23;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1008;19.9.1976;38;34;11;47;42;8;31;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1009;26.9.1976;39;27;18;46;48;25;37;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1010;3.10.1976;40;20;33;2;5;14;28;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1011;10.10.1976;41;25;18;37;29;4;16;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1012;17.10.1976;42;6;45;24;10;39;2;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1013;24.10.1976;43;49;5;37;21;36;48;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1014;31.10.1976;44;48;10;38;14;3;27;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1015;7.11.1976;45;27;3;26;10;15;35;0;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
