SPORTKA2ID;DATUM;TYZDEN;C_1;C_2;C_3;C_4;C_5;C_6;DODAT;E_1;E_2;E_3;E_4;E_5;E_6;E_7;E_8;E_9;E_10;E_11;E_12;E_13;E_14;JACKPOT2;VKLAD1;NA_VYHRY2;PREDP_SUMA2;SUMA_VYHRY2
1567;27.6.1987;26;15;35;3;28;41;48;18;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1568;4.7.1987;27;6;47;35;40;48;33;14;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1569;11.7.1987;28;37;2;9;14;15;23;3;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1570;18.7.1987;29;42;26;28;34;38;3;43;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1571;25.7.1987;30;47;22;44;17;1;11;12;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1572;1.8.1987;31;28;14;22;42;36;38;13;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1573;8.8.1987;32;43;23;31;3;45;14;8;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1574;15.8.1987;33;23;5;44;26;33;10;18;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1575;22.8.1987;34;34;35;44;49;46;37;38;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1576;29.8.1987;35;10;1;35;15;44;13;49;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1577;5.9.1987;36;29;8;38;45;2;47;18;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1578;12.9.1987;37;34;25;3;27;4;6;33;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1579;19.9.1987;38;28;41;4;1;2;40;21;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1580;26.9.1987;39;18;36;41;46;22;23;20;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1581;3.10.1987;40;10;40;33;8;1;18;20;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1582;10.10.1987;41;46;26;10;43;5;16;12;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1583;17.10.1987;42;5;28;47;21;43;17;49;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1584;24.10.1987;43;47;37;6;3;1;4;49;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1585;31.10.1987;44;31;37;27;32;11;12;4;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1586;7.11.1987;45;1;2;31;3;49;21;9;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1587;14.11.1987;46;44;19;6;46;42;28;9;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1588;21.11.1987;47;37;18;39;12;40;32;6;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1589;28.11.1987;48;25;3;31;7;34;27;42;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1590;5.12.1987;49;43;45;49;46;8;48;36;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1591;12.12.1987;50;49;32;10;24;29;37;8;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1592;19.12.1987;51;9;5;21;25;48;33;12;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1593;3.1.1988;52;24;7;49;36;27;11;48;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1594;10.1.1988;2;10;45;40;46;15;5;41;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1595;17.1.1988;3;5;25;6;21;48;9;45;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1596;24.1.1988;4;48;40;5;3;19;38;14;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1597;31.1.1988;5;42;46;30;16;21;39;11;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1598;7.2.1988;6;1;7;46;4;43;13;44;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1599;14.2.1988;7;39;6;30;25;29;3;12;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1600;21.2.1988;8;14;33;25;15;23;9;26;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1601;28.2.1988;9;48;3;20;47;16;41;32;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1602;6.3.1988;10;25;4;30;35;32;31;9;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1603;13.3.1988;11;28;10;12;4;5;47;30;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1604;20.3.1988;12;33;10;22;43;46;31;19;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1605;27.3.1988;13;7;28;38;32;43;10;39;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1606;3.4.1988;14;8;14;34;24;26;40;38;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1607;10.4.1988;15;31;47;28;22;40;35;45;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1608;17.4.1988;16;21;45;19;18;7;14;2;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1609;24.4.1988;17;8;29;5;2;34;18;39;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1610;1.5.1988;18;23;15;29;43;28;40;5;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1611;8.5.1988;19;40;39;6;14;11;42;47;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1612;15.5.1988;20;34;28;25;16;8;43;20;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1613;22.5.1988;21;32;28;29;8;36;3;15;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1614;29.5.1988;22;8;17;3;42;48;33;11;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1615;5.6.1988;23;18;47;48;28;33;44;9;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1616;12.6.1988;24;13;6;46;11;34;14;48;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1617;19.6.1988;25;12;4;39;34;35;2;40;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1618;26.6.1988;26;27;16;42;8;40;45;2;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1619;3.7.1988;27;12;21;35;14;48;5;31;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1620;10.7.1988;28;25;44;28;3;4;48;26;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1621;17.7.1988;29;36;1;6;3;19;13;44;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1622;24.7.1988;30;12;21;13;46;23;18;19;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1623;31.7.1988;31;18;41;17;9;31;28;25;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1624;7.8.1988;32;4;39;6;35;13;27;40;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1625;14.8.1988;33;41;31;19;27;42;6;48;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1626;21.8.1988;34;1;18;8;4;16;39;32;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1627;28.8.1988;35;16;3;34;49;37;32;41;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1628;4.9.1988;36;7;45;5;6;41;40;27;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1629;11.9.1988;37;46;12;15;9;20;29;1;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1630;18.9.1988;38;16;45;38;29;8;35;20;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1631;25.9.1988;39;18;45;32;26;28;15;49;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1632;2.10.1988;40;2;10;15;44;29;11;21;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1633;9.10.1988;41;2;38;12;49;4;40;8;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1634;16.10.1988;42;29;43;41;42;36;11;16;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1635;23.10.1988;43;37;47;44;19;20;27;31;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1636;30.10.1988;44;46;41;13;16;4;12;3;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1637;6.11.1988;45;27;28;4;49;26;14;34;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1638;13.11.1988;46;21;1;48;9;13;12;44;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1639;20.11.1988;47;16;44;43;40;24;12;15;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1640;27.11.1988;48;45;23;14;47;22;38;1;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1641;4.12.1988;49;36;16;46;32;19;39;18;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1642;11.12.1988;50;39;20;35;29;11;3;28;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1643;18.12.1988;51;34;37;47;13;26;48;3;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1644;25.12.1988;52;22;42;27;14;18;11;28;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1645;1.1.1989;53;45;43;11;14;4;38;19;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1646;8.1.1989;2;30;48;25;26;47;18;45;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1647;15.1.1989;3;29;32;19;14;41;16;42;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1648;22.1.1989;4;25;18;7;46;10;12;28;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1649;29.1.1989;5;28;23;18;48;1;33;21;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1650;5.2.1989;6;19;16;36;29;40;3;33;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1651;12.2.1989;7;24;46;22;18;6;26;31;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1652;19.2.1989;8;17;49;30;47;46;11;42;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1653;26.2.1989;9;5;49;42;41;26;15;12;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1654;5.3.1989;10;46;22;35;39;32;27;15;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1655;12.3.1989;11;11;19;7;32;48;8;29;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1656;19.3.1989;12;46;33;28;4;1;41;48;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1657;26.3.1989;13;26;30;2;28;12;36;22;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1658;2.4.1989;14;5;43;41;21;32;22;2;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1659;9.4.1989;15;29;40;24;39;2;21;13;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1660;16.4.1989;16;34;24;15;22;7;48;23;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1661;23.4.1989;17;48;20;28;14;45;34;16;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1662;30.4.1989;18;3;36;9;16;47;25;26;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1663;7.5.1989;19;19;25;34;5;27;40;47;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1664;14.5.1989;20;42;16;17;36;43;3;23;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1665;21.5.1989;21;36;11;37;47;26;14;23;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1666;28.5.1989;22;22;45;10;43;27;24;14;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1667;4.6.1989;23;32;9;44;35;36;19;10;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1668;11.6.1989;24;30;23;45;39;6;34;17;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1669;18.6.1989;25;42;2;34;12;43;29;18;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1670;25.6.1989;26;6;28;39;20;47;43;9;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1671;2.7.1989;27;2;44;45;13;7;26;35;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1672;9.7.1989;28;14;5;17;22;13;25;31;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1673;16.7.1989;29;47;15;18;14;6;30;36;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1674;23.7.1989;30;14;5;19;45;10;48;9;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1675;30.7.1989;31;6;15;12;24;11;37;49;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1676;6.8.1989;32;21;35;25;38;24;37;10;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1677;13.8.1989;33;28;34;14;3;8;32;44;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1678;20.8.1989;34;30;21;5;20;35;14;33;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1679;27.8.1989;35;37;30;15;9;1;43;29;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1680;3.9.1989;36;40;25;29;20;35;47;49;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1681;10.9.1989;37;29;19;37;5;41;9;3;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1682;17.9.1989;38;36;12;42;11;16;27;19;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1683;24.9.1989;39;25;27;8;39;30;47;49;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1684;1.10.1989;40;2;20;33;19;34;42;8;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1685;8.10.1989;41;18;15;6;49;40;21;45;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1686;15.10.1989;42;22;37;6;47;25;44;23;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1687;22.10.1989;43;36;41;40;2;35;14;45;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1688;29.10.1989;44;27;16;30;40;42;43;26;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1689;5.11.1989;45;15;1;28;12;49;26;35;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1690;12.11.1989;46;9;47;12;20;33;30;3;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1691;19.11.1989;47;43;24;8;13;37;22;30;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1692;26.11.1989;48;49;24;25;40;13;22;31;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1693;3.12.1989;49;5;4;11;49;15;36;13;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1694;10.12.1989;50;9;30;18;40;15;4;23;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1695;17.12.1989;51;45;16;39;5;31;10;43;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1696;24.12.1989;52;4;46;22;31;24;7;9;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1697;31.12.1989;53;10;9;8;16;42;6;37;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1698;7.1.1990;1;42;40;49;14;35;32;38;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1699;14.1.1990;2;38;40;37;26;8;45;17;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1700;21.1.1990;3;36;34;45;30;48;44;19;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1701;28.1.1990;4;6;10;3;7;1;40;37;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1702;4.2.1990;5;31;26;42;47;41;9;3;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1703;11.2.1990;6;6;35;23;25;26;32;11;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1704;18.2.1990;7;24;12;4;15;36;14;17;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1705;25.2.1990;8;16;13;5;11;14;7;31;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1706;4.3.1990;9;43;40;25;42;31;47;37;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1707;11.3.1990;10;18;11;44;29;34;24;2;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1708;18.3.1990;11;42;1;40;31;33;38;6;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1709;25.3.1990;12;29;25;37;26;39;45;47;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
1710;1.4.1990;13;31;39;42;41;16;6;2;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;-1.00;0;0.00;0;0.00;-1.00;-1.00;-1.00;0.00;0.00
