ID;Datum;Tyzden;C_1;C_2;C_3;C_4;C_5;C_6;P_1;P_2;P_3;P_4;P_5;P_6;P_7;P_8;P_9;P_10;P_11;P_12;JACKPOT;VKLAD;NA_VYHRY
1007;21.6.2017;25;9;5;3;8;3;4;0;0,00000;0;1200,00000;3;150,00000;10;30,00000;103;2,50000;891;0,50000;3388,15000;2963,70000;4841,15000
1008;22.6.2017;25;0;7;1;3;0;5;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;84;2,50000;938;0,50000;4032,45000;3066,60000;4921,45000
1009;23.6.2017;25;0;4;5;0;6;1;0;0,00000;0;1200,00000;2;150,00000;11;30,00000;91;2,50000;967;0,50000;4242,15000;3101,40000;5583,15000
1010;24.6.2017;25;0;0;4;4;2;9;0;0,00000;0;1200,00000;0;150,00000;13;30,00000;88;2,50000;865;0,50000;4605,30000;2811,30000;5647,80000
1011;25.6.2017;25;9;5;9;1;7;3;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;66;2,50000;827;0,50000;5160,20000;2626,80000;5918,70000
1012;26.6.2017;26;1;8;1;2;3;2;0;0,00000;0;1200,00000;1;150,00000;6;30,00000;97;2,50000;866;0,50000;5561,25000;2813,10000;6566,75000
1013;27.6.2017;26;8;2;6;4;3;3;0;0,00000;1;1200,00000;1;150,00000;11;30,00000;82;2,50000;834;0,50000;4654,55000;2790,60000;6956,55000
1014;28.6.2017;26;9;4;0;5;3;2;0;0,00000;0;1200,00000;3;150,00000;15;30,00000;72;2,50000;808;0,50000;4554,15000;2767,20000;6038,15000
1015;29.6.2017;26;6;5;4;1;2;9;0;0,00000;0;1200,00000;2;150,00000;7;30,00000;105;2,50000;873;0,50000;4816,65000;2943,00000;6025,65000
1016;30.6.2017;26;3;2;9;0;2;2;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;95;2,50000;882;0,50000;5441,95000;2967,60000;6300,45000
1017;1.7.2017;26;3;6;6;0;2;0;0;0,00000;0;1200,00000;2;150,00000;5;30,00000;76;2,50000;803;0,50000;5759,15000;2717,40000;6800,65000
1018;2.7.2017;26;7;7;9;0;9;7;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;78;2,50000;812;0,50000;5994,70000;2573,10000;7045,70000
1019;3.7.2017;27;3;3;6;8;5;7;0;0,00000;0;1200,00000;2;150,00000;6;30,00000;88;2,50000;871;0,50000;6239,20000;2760,00000;7374,70000
1020;4.7.2017;27;1;4;7;0;0;9;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;81;2,50000;880;0,50000;6656,75000;2960,10000;7719,25000
1021;5.7.2017;27;6;6;5;5;6;3;0;0,00000;0;1200,00000;2;150,00000;7;30,00000;72;2,50000;593;0,50000;6697,45000;2054,40000;7683,95000
1022;6.7.2017;27;3;5;8;0;8;0;0;0,00000;0;1200,00000;2;150,00000;8;30,00000;76;2,50000;897;0,50000;6952,05000;2866,20000;8130,55000
1023;7.7.2017;27;2;5;2;7;5;2;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;84;2,50000;926;0,50000;7417,55000;3117,00000;8510,55000
1024;8.7.2017;27;8;7;8;1;8;9;0;0,00000;0;1200,00000;2;150,00000;11;30,00000;99;2,50000;843;0,50000;7533,20000;2829,30000;8832,20000
1025;9.7.2017;27;7;1;3;3;9;9;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;78;2,50000;804;0,50000;7902,95000;2653,50000;8859,95000
1026;10.7.2017;28;3;8;1;9;9;1;0;0,00000;0;1200,00000;0;150,00000;10;30,00000;70;2,50000;861;0,50000;8429,65000;2864,40000;9335,15000
1027;11.7.2017;28;8;1;7;5;0;5;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;84;2,50000;896;0,50000;8824,80000;2886,30000;9872,80000
1028;12.7.2017;28;8;6;5;6;3;7;0;0,00000;0;1200,00000;2;150,00000;10;30,00000;92;2,50000;873;0,50000;9006,70000;2896,80000;10273,20000
1029;13.7.2017;28;1;5;4;5;4;9;0;0,00000;0;1200,00000;2;150,00000;15;30,00000;87;2,50000;921;0,50000;9135,25000;3113,10000;10563,25000
1030;14.7.2017;28;9;0;2;3;6;6;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;88;2,50000;967;0,50000;9576,70000;3189,90000;10730,20000
1031;15.7.2017;28;3;2;4;2;3;8;0;0,00000;0;1200,00000;1;150,00000;5;30,00000;92;2,50000;871;0,50000;10069,50000;2916,60000;11035,00000
1032;16.7.2017;28;7;8;5;7;3;5;0;0,00000;0;1200,00000;2;150,00000;5;30,00000;110;2,50000;824;0,50000;10315,35000;2765,70000;11452,35000
1033;17.7.2017;29;4;4;5;0;1;9;0;0,00000;0;1200,00000;2;150,00000;9;30,00000;73;2,50000;885;0,50000;10610,60000;2980,50000;11805,60000
1034;18.7.2017;29;7;2;3;4;8;7;0;0,00000;0;1200,00000;0;150,00000;14;30,00000;73;2,50000;881;0,50000;11047,95000;2960,70000;12090,95000
1035;19.7.2017;29;9;6;1;5;0;5;0;0,00000;1;1200,00000;3;150,00000;10;30,00000;108;2,50000;885;0,50000;9865,50000;2960,10000;12528,00000
1036;20.7.2017;29;2;7;1;9;0;4;0;0,00000;0;1200,00000;3;150,00000;13;30,00000;88;2,50000;932;0,50000;9874,60000;3070,20000;11400,60000
1037;21.7.2017;29;1;3;4;5;8;5;0;0,00000;1;1200,00000;0;150,00000;10;30,00000;75;2,50000;955;0,50000;9268,25000;3117,30000;11433,25000
1038;22.7.2017;29;5;2;7;9;9;1;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;71;2,50000;814;0,50000;9697,60000;2807,70000;10672,10000
1039;23.7.2017;29;0;0;7;8;8;7;0;0,00000;1;1200,00000;0;150,00000;8;30,00000;91;2,50000;845;0,50000;8938,40000;2661,60000;11028,40000
1040;24.7.2017;30;5;2;1;6;4;5;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;105;2,50000;886;0,50000;9481,05000;2916,30000;10396,55000
1041;25.7.2017;30;0;7;3;2;0;1;0;0,00000;0;1200,00000;2;150,00000;8;30,00000;80;2,50000;866;0,50000;9760,35000;2904,60000;10933,35000
1042;26.7.2017;30;0;8;1;1;2;7;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;88;2,50000;907;0,50000;10034,55000;2855,40000;11188,05000
1043;27.7.2017;30;2;9;5;3;4;0;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;85;2,50000;844;0,50000;10714,20000;3048,30000;11558,70000
1044;28.7.2017;30;4;8;4;6;2;2;0;0,00000;0;1200,00000;1;150,00000;16;30,00000;98;2,50000;880;0,50000;10887,20000;2976,00000;12202,20000
1045;29.7.2017;30;2;6;0;9;2;3;0;0,00000;0;1200,00000;2;150,00000;6;30,00000;98;2,50000;854;0,50000;11076,65000;2682,90000;12228,65000
1046;30.7.2017;30;2;8;0;6;7;7;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;83;2,50000;783;0,50000;11484,45000;2553,60000;12353,45000
1047;31.7.2017;31;2;6;1;9;2;4;0;0,00000;0;1200,00000;0;150,00000;12;30,00000;78;2,50000;831;0,50000;11860,65000;2693,40000;12831,15000
1048;1.8.2017;31;6;7;6;5;4;8;0;0,00000;0;1200,00000;1;150,00000;5;30,00000;85;2,50000;797;0,50000;12294,55000;2689,80000;13205,55000
1049;2.8.2017;31;0;7;7;0;5;8;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;88;2,50000;741;0,50000;12613,35000;2718,60000;13653,85000
1050;3.8.2017;31;4;6;4;3;1;3;0;0,00000;0;1200,00000;2;150,00000;9;30,00000;84;2,50000;907;0,50000;12796,75000;2833,80000;14030,25000
1051;4.8.2017;31;0;6;8;0;2;6;0;0,00000;1;1200,00000;0;150,00000;8;30,00000;83;2,50000;871;0,50000;12166,05000;2904,60000;14249,05000
1052;5.8.2017;31;9;8;9;2;8;9;0;0,00000;0;1200,00000;2;150,00000;5;30,00000;85;2,50000;739;0,50000;12470,40000;2672,70000;13502,40000
1053;6.8.2017;31;1;7;0;6;9;3;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;85;2,50000;762;0,50000;12772,10000;2570,40000;13755,60000
1054;7.8.2017;32;9;9;7;0;0;4;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;81;2,50000;873;0,50000;13316,45000;2846,70000;14195,45000
1055;8.8.2017;32;6;6;6;5;9;6;0;0,00000;0;1200,00000;1;150,00000;14;30,00000;87;2,50000;886;0,50000;13521,60000;2871,30000;14752,10000
1056;9.8.2017;32;1;3;9;8;7;9;0;0,00000;0;1200,00000;0;150,00000;5;30,00000;70;2,50000;790;0,50000;14207,40000;2811,60000;14927,40000
1057;10.8.2017;32;3;1;5;2;7;8;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;83;2,50000;972;0,50000;14572,30000;3016,80000;15715,80000
1058;11.8.2017;32;4;5;0;4;3;6;0;0,00000;0;1200,00000;2;150,00000;16;30,00000;96;2,50000;965;0,50000;14620,80000;3102,00000;16123,30000
1059;12.8.2017;32;7;2;1;2;9;8;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;76;2,50000;917;0,50000;15003,85000;2903,10000;16072,35000
1060;13.8.2017;32;6;0;7;2;2;4;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;77;2,50000;809;0,50000;15594,40000;2735,10000;16371,40000
1061;14.8.2017;33;7;2;9;2;3;2;0;0,00000;0;1200,00000;3;150,00000;8;30,00000;96;2,50000;880;0,50000;15719,30000;2989,80000;17089,30000
1062;15.8.2017;33;6;1;7;9;2;7;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;95;2,50000;857;0,50000;16289,30000;2952,00000;17195,30000
1063;16.8.2017;33;3;9;9;5;8;1;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;75;2,50000;883;0,50000;16912,95000;2985,30000;17781,95000
1064;17.8.2017;33;9;6;6;7;3;6;0;0,00000;0;1200,00000;2;150,00000;5;30,00000;84;2,50000;925;0,50000;17333,35000;3085,80000;18455,85000
1065;18.8.2017;33;2;3;6;5;1;9;0;0,00000;0;1200,00000;0;150,00000;4;30,00000;104;2,50000;933;0,50000;18074,60000;3175,50000;18921,10000
1066;19.8.2017;33;3;4;6;6;7;3;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;83;2,50000;931;0,50000;18386,50000;2929,80000;19539,50000
1067;20.8.2017;33;1;3;9;3;3;7;0;0,00000;0;1200,00000;3;150,00000;11;30,00000;90;2,50000;811;0,50000;18380,75000;2809,50000;19791,25000
1068;21.8.2017;34;4;7;3;2;9;8;1;18761,20000;0;1200,00000;1;150,00000;10;30,00000;92;2,50000;946;0,50000;0,00000;3066,90000;19914,20000
1069;22.8.2017;34;1;6;2;0;1;1;0;0,00000;0;1200,00000;0;150,00000;4;30,00000;102;2,50000;902;0,50000;638,75000;2929,50000;1464,75000
1070;23.8.2017;34;1;2;4;5;4;9;1;6600,00000;0;1200,00000;2;150,00000;11;30,00000;77;2,50000;829;0,50000;0,00000;2896,80000;2087,15000
1071;24.8.2017;34;4;7;6;3;6;9;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;95;2,50000;926;0,50000;593,25000;3007,50000;1503,75000
1072;25.8.2017;34;5;2;2;2;4;7;0;0,00000;1;1200,00000;1;150,00000;3;30,00000;85;2,50000;899;0,50000;0,00000;3002,10000;2094,30000
1073;26.8.2017;34;1;4;6;5;5;8;0;0,00000;0;1200,00000;0;150,00000;5;30,00000;78;2,50000;874;0,50000;613,75000;2791,50000;1395,75000
1074;27.8.2017;34;6;3;1;2;2;5;0;0,00000;0;1200,00000;1;150,00000;6;30,00000;71;2,50000;790;0,50000;1012,95000;2603,40000;1915,45000
1075;28.8.2017;35;6;8;4;9;5;0;0;0,00000;1;1200,00000;0;150,00000;9;30,00000;75;2,50000;797;0,50000;403,85000;2893,80000;2459,85000
1076;29.8.2017;35;7;7;1;9;1;4;0;0,00000;0;1200,00000;1;150,00000;2;30,00000;65;2,50000;603;0,50000;741,90000;2024,10000;1415,90000
1077;30.8.2017;35;7;5;9;6;7;3;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;73;2,50000;800;0,50000;1240,45000;2642,10000;2062,95000
1078;31.8.2017;35;6;9;5;3;5;3;0;0,00000;0;1200,00000;1;150,00000;12;30,00000;95;2,50000;845;0,50000;1564,30000;2987,70000;2734,30000
1079;1.9.2017;35;5;3;0;7;6;9;0;0,00000;0;1200,00000;0;150,00000;5;30,00000;72;2,50000;649;0,50000;2001,35000;2183,10000;2655,85000
1080;2.9.2017;35;5;8;8;4;6;9;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;84;2,50000;762;0,50000;2516,15000;2571,60000;3287,15000
1081;3.9.2017;35;6;5;2;8;4;9;0;0,00000;0;1200,00000;1;150,00000;4;30,00000;66;2,50000;730;0,50000;2949,15000;2466,00000;3749,15000
1082;4.9.2017;36;1;8;3;5;8;9;0;0,00000;1;1200,00000;1;150,00000;4;30,00000;92;2,50000;787;0,50000;2248,55000;2785,80000;4342,05000
1083;5.9.2017;36;5;2;0;7;1;7;0;0,00000;0;1200,00000;2;150,00000;12;30,00000;86;2,50000;825;0,50000;2320,20000;2718,30000;3607,70000
1084;6.9.2017;36;9;8;5;1;1;3;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;85;2,50000;815;0,50000;2713,90000;2747,40000;3693,90000
1085;7.9.2017;36;9;0;6;8;5;1;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;89;2,50000;846;0,50000;3307,85000;2898,90000;4163,35000
1086;8.9.2017;36;0;7;1;5;1;3;0;0,00000;0;1200,00000;2;150,00000;10;30,00000;93;2,50000;926;0,50000;3541,30000;3057,90000;4836,80000
1087;9.9.2017;36;9;9;3;2;7;6;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;81;2,50000;857;0,50000;4107,60000;2754,60000;4918,60000
1088;10.9.2017;36;9;3;1;6;9;9;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;84;2,50000;760;0,50000;4634,95000;2654,70000;5434,95000
1089;11.9.2017;37;7;2;4;6;9;5;0;0,00000;1;1200,00000;0;150,00000;11;30,00000;89;2,50000;856;0,50000;3885,75000;2862,60000;6066,25000
1090;12.9.2017;37;0;1;6;8;1;5;0;0,00000;0;1200,00000;2;150,00000;15;30,00000;96;2,50000;890;0,50000;3889,85000;2878,20000;5324,85000
1091;13.9.2017;37;9;2;3;9;4;1;0;0,00000;0;1200,00000;0;150,00000;5;30,00000;95;2,50000;878;0,50000;4538,75000;2950,80000;5365,25000
1092;14.9.2017;37;2;4;6;4;2;0;0;0,00000;0;1200,00000;2;150,00000;11;30,00000;79;2,50000;978;0,50000;4909,15000;3373,80000;6225,65000
1093;15.9.2017;37;4;7;9;3;7;1;0;0,00000;0;1200,00000;2;150,00000;4;30,00000;85;2,50000;745;0,50000;5095,60000;2382,90000;6100,60000
1094;16.9.2017;37;9;6;4;8;7;9;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;75;2,50000;811;0,50000;5466,80000;2828,40000;6509,80000
1095;17.9.2017;37;8;8;4;0;0;2;0;0,00000;0;1200,00000;2;150,00000;8;30,00000;88;2,50000;855;0,50000;5609,50000;2660,40000;6797,00000
1096;18.9.2017;38;0;0;6;8;5;3;0;0,00000;0;1200,00000;2;150,00000;8;30,00000;90;2,50000;941;0,50000;5897,85000;3047,70000;7133,35000
1097;19.9.2017;38;8;1;2;9;7;5;0;0,00000;1;1200,00000;2;150,00000;4;30,00000;79;2,50000;897;0,50000;5117,45000;2971,20000;7383,45000
1098;20.9.2017;38;6;7;0;5;5;7;0;0,00000;0;1200,00000;3;150,00000;6;30,00000;89;2,50000;880;0,50000;5303,80000;2957,70000;6596,30000
1099;21.9.2017;38;4;3;7;1;2;2;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;103;2,50000;986;0,50000;5680,85000;3155,10000;6881,35000
1100;22.9.2017;38;7;7;5;7;4;0;0;0,00000;0;1200,00000;3;150,00000;11;30,00000;90;2,50000;957;0,50000;5816,00000;3237,30000;7299,50000
1101;23.9.2017;38;4;5;0;8;9;0;0;0,00000;0;1200,00000;2;150,00000;8;30,00000;99;2,50000;840;0,50000;6061,70000;2906,40000;7269,20000
1102;24.9.2017;38;2;2;6;3;4;1;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;82;2,50000;767;0,50000;6598,50000;2730,60000;7427,00000
1103;25.9.2017;39;6;3;7;7;9;8;0;0,00000;0;1200,00000;3;150,00000;5;30,00000;77;2,50000;857;0,50000;6835,50000;2916,00000;8056,50000
1104;26.9.2017;39;7;8;3;7;4;5;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;81;2,50000;838;0,50000;7472,80000;2877,60000;8274,30000
1105;27.9.2017;39;7;8;4;8;2;3;0;0,00000;0;1200,00000;2;150,00000;5;30,00000;96;2,50000;862;0,50000;7774,70000;2845,80000;8895,70000
1106;28.9.2017;39;7;8;2;9;2;8;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;82;2,50000;841;0,50000;8401,70000;2925,00000;9237,20000
1107;29.9.2017;39;6;0;9;5;7;3;0;0,00000;0;1200,00000;0;150,00000;14;30,00000;80;2,50000;919;0,50000;8825,80000;3007,20000;9905,30000
1108;30.9.2017;39;6;1;3;8;9;3;0;0,00000;1;1200,00000;0;150,00000;7;30,00000;80;2,50000;856;0,50000;8171,40000;2767,20000;10209,40000
1109;1.10.2017;39;4;9;6;4;2;6;0;0,00000;0;1200,00000;1;150,00000;3;30,00000;74;2,50000;773;0,50000;8654,85000;2589,90000;9466,35000
1110;2.10.2017;40;6;3;7;8;6;2;0;0,00000;0;1200,00000;2;150,00000;8;30,00000;77;2,50000;808;0,50000;8900,30000;2763,90000;10036,80000
1111;3.10.2017;40;9;3;3;4;3;1;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;87;2,50000;863;0,50000;9397,75000;2832,90000;10316,75000
1112;4.10.2017;40;9;8;9;4;7;2;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;92;2,50000;935;0,50000;9917,50000;2854,50000;10825,00000
1113;5.10.2017;40;7;1;7;8;7;7;0;0,00000;0;1200,00000;1;150,00000;6;30,00000;93;2,50000;871;0,50000;10403,75000;2968,50000;11401,75000
1114;6.10.2017;40;3;0;3;4;8;1;0;0,00000;0;1200,00000;0;150,00000;10;30,00000;95;2,50000;916;0,50000;10959,40000;3102,30000;11954,90000
1115;7.10.2017;40;7;3;4;5;6;3;0;0,00000;0;1200,00000;2;150,00000;7;30,00000;89;2,50000;827;0,50000;11225,80000;2824,80000;12371,80000
1116;8.10.2017;40;7;8;9;2;2;3;0;0,00000;1;1200,00000;1;150,00000;6;30,00000;80;2,50000;808;0,50000;10452,90000;2722,20000;12586,90000
1117;9.10.2017;41;1;1;6;7;7;2;0;0,00000;0;1200,00000;0;150,00000;4;30,00000;89;2,50000;912;0,50000;11087,05000;2865,30000;11885,55000
1118;10.10.2017;41;1;1;8;0;3;5;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;79;2,50000;876;0,50000;11514,90000;2906,70000;12540,40000
1119;11.10.2017;41;7;5;5;4;9;6;0;0,00000;0;1200,00000;3;150,00000;6;30,00000;106;2,50000;912;0,50000;11625,65000;2923,50000;12976,65000
1120;12.10.2017;41;0;2;2;8;2;6;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;93;2,50000;924;0,50000;12218,75000;3115,20000;13183,25000
1121;13.10.2017;41;2;2;9;3;6;1;0;0,00000;0;1200,00000;3;150,00000;8;30,00000;106;2,50000;972;0,50000;12461,95000;3368,40000;13902,95000
1122;14.10.2017;41;1;5;9;1;3;3;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;91;2,50000;871;0,50000;12878,35000;2938,80000;13931,35000
1123;15.10.2017;41;8;0;4;4;0;3;0;0,00000;0;1200,00000;2;150,00000;9;30,00000;72;2,50000;832;0,50000;13119,50000;2814,30000;14285,50000
1124;16.10.2017;42;7;3;3;8;5;0;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;84;2,50000;886;0,50000;13726,50000;3000,00000;14619,50000
1125;17.10.2017;42;7;8;0;9;7;1;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;82;2,50000;914;0,50000;14136,10000;2983,20000;15218,10000
1126;18.10.2017;42;6;1;2;3;2;3;0;0,00000;0;1200,00000;2;150,00000;6;30,00000;85;2,50000;846;0,50000;14517,75000;2994,30000;15633,25000
1127;19.10.2017;42;2;4;4;6;7;5;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;106;2,50000;993;0,50000;14911,85000;3151,20000;16093,35000
1128;20.10.2017;42;1;8;7;0;4;3;0;0,00000;1;1200,00000;0;150,00000;4;30,00000;104;2,50000;982;0,50000;14444,80000;3207,90000;16515,80000
1129;21.10.2017;42;2;4;5;5;1;2;1;13814,70000;1;1200,00000;0;150,00000;8;30,00000;79;2,50000;927;0,50000;0,00000;2941,80000;15915,70000
1130;22.10.2017;42;2;2;2;2;2;7;0;0,00000;1;1200,00000;0;150,00000;14;30,00000;96;2,50000;839;0,50000;0,00000;2744,10000;1372,05000
1131;23.10.2017;43;7;8;3;6;2;6;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;68;2,50000;873;0,50000;365,20000;2903,40000;1451,70000
1132;24.10.2017;43;7;1;2;2;8;9;0;0,00000;0;1200,00000;2;150,00000;11;30,00000;93;2,50000;871;0,50000;531,80000;2929,20000;1829,80000
1133;25.10.2017;43;1;0;3;0;2;6;0;0,00000;1;1200,00000;1;150,00000;10;30,00000;88;2,50000;934;0,50000;0,00000;2887,50000;1975,55000
1134;26.10.2017;43;2;6;4;6;3;8;0;0,00000;0;1200,00000;0;150,00000;4;30,00000;84;2,50000;871;0,50000;731,05000;2993,10000;1496,55000
1135;27.10.2017;43;5;9;0;7;4;5;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;88;2,50000;910;0,50000;1329,85000;3027,60000;2244,85000
1136;28.10.2017;43;8;5;9;6;9;9;0;0,00000;0;1200,00000;0;150,00000;5;30,00000;71;2,50000;757;0,50000;2016,15000;2784,60000;2722,15000
1137;29.10.2017;43;8;1;0;5;4;3;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;61;2,50000;782;0,50000;2281,00000;2576,70000;3304,50000
1138;30.10.2017;44;7;6;1;6;0;9;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;77;2,50000;814;0,50000;2736,75000;2770,50000;3666,25000
1139;31.10.2017;44;4;9;5;0;9;3;0;0,00000;0;1200,00000;0;150,00000;2;30,00000;99;2,50000;892;0,50000;3441,55000;2916,60000;4195,05000
1140;1.11.2017;44;7;2;9;5;3;4;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;54;2,50000;660;0,50000;3586,15000;2059,20000;4471,15000
1141;2.11.2017;44;3;8;6;4;0;5;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;81;2,50000;874;0,50000;4136,90000;2860,50000;5016,40000
1142;3.11.2017;44;2;5;4;1;8;7;0;0,00000;0;1200,00000;2;150,00000;9;30,00000;83;2,50000;941;0,50000;4390,85000;3003,90000;5638,85000
1143;4.11.2017;44;0;1;3;8;1;7;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;82;2,50000;837;0,50000;4675,90000;2777,10000;5779,40000
1144;5.11.2017;44;2;2;3;8;8;3;0;0,00000;0;1200,00000;1;150,00000;6;30,00000;99;2,50000;840;0,50000;4982,05000;2607,30000;5979,55000
1145;6.11.2017;45;7;5;1;4;2;6;0;0,00000;0;1200,00000;1;150,00000;16;30,00000;91;2,50000;890;0,50000;5106,05000;2853,00000;6408,55000
1146;7.11.2017;45;8;0;3;9;7;9;0;0,00000;0;1200,00000;1;150,00000;13;30,00000;85;2,50000;845;0,50000;5353,65000;2845,20000;6528,65000
1147;8.11.2017;45;1;9;7;4;8;2;0;0,00000;0;1200,00000;3;150,00000;5;30,00000;89;2,50000;843;0,50000;5529,40000;2839,50000;6773,40000
1148;9.11.2017;45;7;9;4;3;4;9;0;0,00000;0;1200,00000;2;150,00000;5;30,00000;95;2,50000;932;0,50000;5893,00000;3034,20000;7046,50000
1149;10.11.2017;45;9;8;5;8;2;1;0;0,00000;0;1200,00000;3;150,00000;7;30,00000;100;2,50000;912;0,50000;6099,90000;3145,80000;7465,90000
1150;11.11.2017;45;3;6;6;2;5;1;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;91;2,50000;821;0,50000;6502,00000;2920,20000;7560,00000
1151;12.11.2017;45;6;7;1;1;0;4;0;0,00000;0;1200,00000;1;150,00000;13;30,00000;88;2,50000;835;0,50000;6704,80000;2760,60000;7882,30000
1152;13.11.2017;46;5;7;0;4;2;7;0;0,00000;0;1200,00000;2;150,00000;15;30,00000;100;2,50000;896;0,50000;6745,10000;2976,60000;8193,10000
1153;14.11.2017;46;4;7;7;9;8;7;0;0,00000;0;1200,00000;2;150,00000;8;30,00000;105;2,50000;889;0,50000;7003,95000;3011,70000;8250,95000
1154;15.11.2017;46;2;3;9;6;9;9;0;0,00000;0;1200,00000;2;150,00000;10;30,00000;93;2,50000;884;0,50000;7221,50000;2984,10000;8496,00000
1155;16.11.2017;46;4;6;7;0;7;2;0;0,00000;0;1200,00000;1;150,00000;4;30,00000;101;2,50000;1015;0,50000;7901,95000;3420,90000;8931,95000
1156;17.11.2017;46;5;8;7;0;8;8;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;75;2,50000;754;0,50000;8186,00000;2417,10000;9110,50000
1157;18.11.2017;46;1;2;1;3;4;6;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;77;2,50000;882;0,50000;8565,15000;2925,30000;9648,65000
1158;19.11.2017;46;8;1;3;2;9;0;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;79;2,50000;813;0,50000;9167,45000;2772,60000;9951,45000
1159;20.11.2017;47;5;0;5;7;8;7;0;0,00000;1;1200,00000;2;150,00000;6;30,00000;96;2,50000;940;0,50000;8316,30000;3077,70000;10706,30000
1160;21.11.2017;47;6;9;6;6;9;2;0;0,00000;0;1200,00000;0;150,00000;12;30,00000;71;2,50000;970;0,50000;8800,70000;3013,80000;9823,20000
1161;22.11.2017;47;8;7;4;7;1;6;0;0,00000;0;1200,00000;2;150,00000;7;30,00000;85;2,50000;936;0,50000;9115,45000;3010,50000;10305,95000
1162;23.11.2017;47;0;2;8;8;1;6;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;89;2,50000;933;0,50000;9742,25000;3111,60000;10671,25000
1163;24.11.2017;47;5;0;5;1;4;1;0;0,00000;2;1200,00000;0;150,00000;8;30,00000;106;2,50000;907;0,50000;7961,60000;3155,70000;11320,10000
1164;25.11.2017;47;9;7;2;2;0;8;0;0,00000;0;1200,00000;2;150,00000;14;30,00000;78;2,50000;874;0,50000;8060,10000;2901,00000;9412,10000
1165;26.11.2017;47;1;9;2;3;8;1;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;68;2,50000;773;0,50000;8431,80000;2756,40000;9438,30000
1166;27.11.2017;48;7;5;3;1;4;0;0;0,00000;0;1200,00000;4;150,00000;11;30,00000;94;2,50000;826;0,50000;8315,25000;2922,90000;9893,25000
1167;28.11.2017;48;6;6;0;2;4;0;0;0,00000;0;1200,00000;0;150,00000;3;30,00000;96;2,50000;790;0,50000;9002,50000;2824,50000;9727,50000
1168;29.11.2017;48;6;7;7;3;4;9;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;88;2,50000;815;0,50000;9355,70000;2801,40000;10403,20000
1169;30.11.2017;48;3;0;8;7;2;1;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;86;2,50000;859;0,50000;9815,05000;2867,70000;10789,55000
