ID;Datum;Tyzden;C_1;C_2;C_3;C_4;C_5;C_6;P_1;P_2;P_3;P_4;P_5;P_6;P_7;P_8;P_9;P_10;P_11;P_12;JACKPOT;VKLAD;NA_VYHRY
3023;17.1.2023;3;3;2;7;3;7;4;0;0,00000;0;1200,00000;0;150,00000;4;30,00000;99;2,50000;996;0,50000;4087,15000;3155,70000;4952,65000
3024;18.1.2023;3;1;8;3;3;4;8;0;0,00000;1;1200,00000;0;150,00000;8;30,00000;91;2,50000;1005;0,50000;3553,05000;3271,80000;5723,05000
3025;19.1.2023;3;2;7;5;0;2;6;0;0,00000;0;1200,00000;0;150,00000;14;30,00000;104;2,50000;1002;0,50000;4086,70000;3429,30000;5267,70000
3026;20.1.2023;3;4;8;5;4;6;2;0;0,00000;0;1200,00000;3;150,00000;8;30,00000;111;2,50000;1123;0,50000;4313,15000;3510,90000;5842,15000
3027;21.1.2023;3;6;6;1;5;3;1;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;105;2,50000;977;0,50000;4887,40000;3190,50000;5908,40000
3028;22.1.2023;3;9;0;3;2;8;1;0;0,00000;0;1200,00000;2;150,00000;7;30,00000;93;2,50000;880;0,50000;5156,15000;2902,50000;6338,65000
3029;23.1.2023;4;1;6;4;7;1;8;0;0,00000;1;1200,00000;0;150,00000;4;30,00000;102;2,50000;981;0,50000;4727,60000;3273,90000;6793,10000
3030;24.1.2023;4;6;3;5;1;8;0;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;114;2,50000;923;0,50000;5368,60000;3135,00000;6295,10000
3031;25.1.2023;4;4;8;3;2;7;0;0;0,00000;1;1200,00000;0;150,00000;13;30,00000;63;2,50000;914;0,50000;4733,10000;3138,00000;6937,60000
3032;26.1.2023;4;5;4;8;4;5;0;0;0,00000;0;1200,00000;1;150,00000;12;30,00000;123;2,50000;942;0,50000;5115,75000;3342,30000;6404,25000
3033;27.1.2023;4;5;5;5;5;8;2;0;0,00000;0;1200,00000;0;150,00000;15;30,00000;92;2,50000;955;0,50000;5652,65000;3388,80000;6810,15000
3034;28.1.2023;4;8;0;3;9;1;0;0;0,00000;0;1200,00000;1;150,00000;6;30,00000;90;2,50000;867;0,50000;6175,55000;3022,80000;7164,05000
3035;29.1.2023;4;0;3;4;8;9;8;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;81;2,50000;813;0,50000;6626,60000;2780,10000;7565,60000
3036;30.1.2023;5;2;9;5;9;8;0;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;78;2,50000;916;0,50000;7242,30000;3017,40000;8135,30000
3037;31.1.2023;5;1;1;7;4;2;3;0;0,00000;0;1200,00000;3;150,00000;9;30,00000;81;2,50000;838;0,50000;7370,20000;2938,80000;8711,70000
3038;1.2.2023;5;2;8;6;6;0;9;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;98;2,50000;872;0,50000;7741,90000;3005,40000;8872,90000
3039;2.2.2023;5;0;5;1;9;9;6;0;0,00000;0;1200,00000;1;150,00000;3;30,00000;95;2,50000;996;0,50000;8374,55000;3216,30000;9350,05000
3040;3.2.2023;5;3;1;9;3;2;1;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;104;2,50000;931;0,50000;9014,05000;3270,00000;10009,55000
3041;4.2.2023;5;7;1;3;9;7;4;0;0,00000;1;1200,00000;0;150,00000;5;30,00000;87;2,50000;910;0,50000;8459,75000;2936,40000;10482,25000
3042;5.2.2023;5;3;8;3;0;2;4;0;0,00000;0;1200,00000;1;150,00000;6;30,00000;82;2,50000;843;0,50000;8861,65000;2716,80000;9818,15000
3043;6.2.2023;6;0;5;3;3;7;7;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;101;2,50000;910;0,50000;9218,25000;3088,20000;10405,75000
3044;7.2.2023;6;6;3;8;5;1;5;0;0,00000;0;1200,00000;0;150,00000;10;30,00000;89;2,50000;906;0,50000;9742,30000;2999,10000;10717,80000
3045;8.2.2023;6;4;0;7;1;3;5;0;0,00000;1;1200,00000;0;150,00000;10;30,00000;97;2,50000;942;0,50000;9059,25000;3060,90000;11272,75000
3046;9.2.2023;6;3;6;9;1;2;9;0;0,00000;0;1200,00000;1;150,00000;16;30,00000;98;2,50000;958;0,50000;9347,90000;3285,30000;10701,90000
3047;10.2.2023;6;9;8;4;5;9;2;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;105;2,50000;1034;0,50000;9800,65000;3424,50000;11060,15000
3048;11.2.2023;6;7;2;9;2;8;9;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;82;2,50000;918;0,50000;10335,00000;3176,70000;11389,00000
3049;12.2.2023;6;7;5;1;4;1;9;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;82;2,50000;849;0,50000;10897,85000;2924,70000;11797,35000
3050;13.2.2023;7;5;4;8;4;3;8;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;93;2,50000;942;0,50000;11467,10000;3265,50000;12530,60000
3051;14.2.2023;7;7;2;7;3;0;5;0;0,00000;0;1200,00000;2;150,00000;11;30,00000;77;2,50000;986;0,50000;11751,95000;3200,70000;13067,45000
3052;15.2.2023;7;6;7;8;7;2;7;0;0,00000;0;1200,00000;0;150,00000;14;30,00000;121;2,50000;976;0,50000;12139,85000;3196,80000;13350,35000
3053;16.2.2023;7;0;8;2;5;6;0;0;0,00000;0;1200,00000;1;150,00000;12;30,00000;98;2,50000;976;0,50000;12597,70000;3401,70000;13840,70000
3054;17.2.2023;7;1;3;8;7;5;8;0;0,00000;1;1200,00000;1;150,00000;14;30,00000;98;2,50000;1050;0,50000;11815,10000;3514,80000;14355,10000
3055;18.2.2023;7;1;4;3;1;1;2;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;91;2,50000;956;0,50000;12242,40000;3165,60000;13397,90000
3056;19.2.2023;7;3;8;2;7;7;0;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;95;2,50000;846;0,50000;12782,20000;2940,60000;13712,70000
3057;20.2.2023;8;0;2;2;1;8;7;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;87;2,50000;999;0,50000;13515,55000;3320,70000;14442,55000
3058;21.2.2023;8;5;6;4;4;5;4;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;91;2,50000;961;0,50000;14020,00000;3204,90000;15118,00000
3059;22.2.2023;8;3;1;7;3;7;8;0;0,00000;0;1200,00000;3;150,00000;12;30,00000;100;2,50000;946;0,50000;14092,30000;3210,60000;15625,30000
3060;23.2.2023;8;4;6;1;1;9;8;0;0,00000;0;1200,00000;2;150,00000;7;30,00000;102;2,50000;1007;0,50000;14521,80000;3396,00000;15790,30000
3061;24.2.2023;8;7;2;4;2;7;3;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;120;2,50000;1026;0,50000;15171,15000;3404,70000;16224,15000
3062;25.2.2023;8;7;4;4;7;6;4;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;91;2,50000;902;0,50000;15674,65000;3084,00000;16713,15000
3063;26.2.2023;8;8;9;7;6;2;8;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;88;2,50000;831;0,50000;16277,40000;2836,50000;17092,90000
3064;27.2.2023;9;9;5;4;0;2;3;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;73;2,50000;956;0,50000;16851,10000;3128,40000;17841,60000
3065;28.2.2023;9;5;4;1;7;6;1;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;85;2,50000;886;0,50000;17364,40000;3057,60000;18379,90000
3066;1.3.2023;9;5;7;8;6;6;5;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;86;2,50000;890;0,50000;17849,80000;3010,80000;18869,80000
3067;2.3.2023;9;8;4;7;1;4;0;0;0,00000;0;1200,00000;3;150,00000;5;30,00000;97;2,50000;1011;0,50000;18108,75000;3213,90000;19456,75000
3068;3.3.2023;9;7;5;1;2;9;8;0;0,00000;0;1200,00000;0;150,00000;5;30,00000;106;2,50000;998;0,50000;18876,10000;3362,70000;19790,10000
3069;4.3.2023;9;1;7;9;3;9;4;0;0,00000;0;1200,00000;0;150,00000;10;30,00000;93;2,50000;905;0,50000;19399,35000;3016,50000;20384,35000
3070;5.3.2023;9;3;7;1;5;2;6;0;0,00000;0;1200,00000;0;150,00000;14;30,00000;84;2,50000;907;0,50000;19708,75000;2785,80000;20792,25000
3071;6.3.2023;10;4;8;6;3;3;7;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;93;2,50000;906;0,50000;20214,85000;3043,20000;21230,35000
3072;7.3.2023;10;4;2;2;3;5;3;0;0,00000;0;1200,00000;0;150,00000;4;30,00000;87;2,50000;954;0,50000;20932,45000;3064,20000;21746,95000
3073;8.3.2023;10;1;0;5;4;3;7;0;0,00000;1;1200,00000;0;150,00000;10;30,00000;86;2,50000;963;0,50000;20282,30000;3092,70000;22478,80000
3074;9.3.2023;10;9;7;2;5;6;7;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;106;2,50000;1029;0,50000;20651,95000;3258,30000;21911,45000
3075;10.3.2023;10;5;5;9;8;9;2;0;0,00000;1;1200,00000;2;150,00000;12;30,00000;108;2,50000;1033;0,50000;19713,35000;3415,80000;22359,85000
3076;11.3.2023;10;0;2;2;5;5;8;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;103;2,50000;865;0,50000;20288,60000;3070,50000;21248,60000
3077;12.3.2023;10;8;0;5;2;0;0;0;0,00000;0;1200,00000;0;150,00000;13;30,00000;87;2,50000;840;0,50000;20715,95000;2909,70000;21743,45000
3078;13.3.2023;11;7;2;2;7;1;0;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;106;2,50000;895;0,50000;21187,10000;3207,30000;22319,60000
3079;14.3.2023;11;6;9;1;1;2;9;0;0,00000;0;1200,00000;1;150,00000;6;30,00000;94;2,50000;940;0,50000;21735,95000;3167,70000;22770,95000
3080;15.3.2023;11;3;5;3;8;6;0;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;94;2,50000;900;0,50000;22143,85000;3145,80000;23308,85000
3081;16.3.2023;11;1;3;0;2;1;7;0;0,00000;0;1200,00000;1;150,00000;16;30,00000;102;2,50000;1035;0,50000;22422,25000;3361,80000;23824,75000
3082;17.3.2023;11;1;0;1;7;1;7;0;0,00000;0;1200,00000;0;150,00000;4;30,00000;116;2,50000;1027;0,50000;23220,15000;3442,80000;24143,65000
3083;18.3.2023;11;9;7;3;5;1;9;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;83;2,50000;955;0,50000;23670,80000;3111,30000;24775,80000
3084;19.3.2023;11;6;8;0;3;5;3;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;88;2,50000;904;0,50000;24029,30000;2901,00000;25121,30000
3085;20.3.2023;12;9;6;3;7;5;0;0;0,00000;0;1200,00000;0;150,00000;12;30,00000;101;2,50000;974;0,50000;24527,60000;3195,60000;25627,10000
3086;21.3.2023;12;4;3;6;4;3;5;0;0,00000;0;1200,00000;3;150,00000;10;30,00000;93;2,50000;1000;0,50000;24619,35000;3148,50000;26101,85000
3087;22.3.2023;12;3;0;6;8;0;4;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;84;2,50000;1018;0,50000;24991,45000;3142,20000;26190,45000
3088;23.3.2023;12;1;2;0;0;2;3;0;0,00000;0;1200,00000;2;150,00000;9;30,00000;124;2,50000;1052;0,50000;25247,90000;3324,90000;26653,90000
3089;24.3.2023;12;9;8;1;4;4;7;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;98;2,50000;1018;0,50000;25692,85000;3357,90000;26926,85000
3090;25.3.2023;12;0;4;9;8;0;7;0;0,00000;0;1200,00000;1;150,00000;15;30,00000;90;2,50000;922;0,50000;25917,05000;3020,40000;27203,05000
3091;26.3.2023;12;1;4;3;9;2;6;0;0,00000;0;1200,00000;1;150,00000;5;30,00000;83;2,50000;780;0,50000;26407,80000;2776,50000;27305,30000
3092;27.3.2023;13;2;1;4;2;3;7;0;0,00000;0;1200,00000;0;150,00000;3;30,00000;128;2,50000;930;0,50000;27030,25000;2994,90000;27905,25000
3093;28.3.2023;13;2;1;4;4;3;2;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;80;2,50000;938;0,50000;27576,10000;2969,70000;28515,10000
3094;29.3.2023;13;2;6;5;0;5;9;0;0,00000;0;1200,00000;0;150,00000;3;30,00000;72;2,50000;901;0,50000;28344,50000;2977,80000;29065,00000
3095;30.3.2023;13;3;7;7;5;2;7;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;87;2,50000;924;0,50000;28869,80000;3129,60000;29909,30000
3096;31.3.2023;13;1;7;0;3;8;1;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;106;2,50000;975;0,50000;29261,95000;3189,30000;30464,45000
3097;1.4.2023;13;1;9;3;8;8;1;0;0,00000;0;1200,00000;3;150,00000;8;30,00000;96;2,50000;885;0,50000;29337,25000;2895,60000;30709,75000
3098;2.4.2023;13;1;2;6;9;1;7;0;0,00000;0;1200,00000;1;150,00000;15;30,00000;86;2,50000;809;0,50000;29469,85000;2704,20000;30689,35000
3099;3.4.2023;14;2;3;8;7;3;0;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;77;2,50000;926;0,50000;30132,70000;3056,70000;30998,20000
3100;4.4.2023;14;2;8;1;4;0;0;0;0,00000;1;1200,00000;1;150,00000;8;30,00000;78;2,50000;862;0,50000;29411,30000;2989,20000;31627,30000
3101;5.4.2023;14;7;7;0;9;0;0;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;88;2,50000;887;0,50000;30064,20000;3052,80000;30937,70000
3102;6.4.2023;14;6;2;8;8;0;6;0;0,00000;0;1200,00000;1;150,00000;14;30,00000;111;2,50000;1092;0,50000;30454,65000;3567,90000;31848,15000
3103;8.4.2023;14;7;4;4;2;3;9;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;100;2,50000;1039;0,50000;31164,75000;3439,20000;32174,25000
3104;9.4.2023;14;7;5;9;5;4;7;0;0,00000;0;1200,00000;2;150,00000;5;30,00000;72;2,50000;733;0,50000;31378,30000;2420,10000;32374,80000
3105;10.4.2023;15;0;5;4;6;5;9;0;0,00000;0;1200,00000;1;150,00000;5;30,00000;49;2,50000;598;0,50000;31612,15000;1910,70000;32333,65000
3106;11.4.2023;15;4;2;0;8;3;4;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;94;2,50000;887;0,50000;32238,35000;2969,40000;33096,85000
3107;12.4.2023;15;7;8;2;8;1;4;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;98;2,50000;974;0,50000;32665,55000;3098,40000;33787,55000
3108;13.4.2023;15;4;3;4;3;0;2;0;0,00000;0;1200,00000;2;150,00000;8;30,00000;89;2,50000;1055;0,50000;33047,90000;3344,70000;34337,90000
3109;14.4.2023;15;0;9;9;7;1;7;0;0,00000;0;1200,00000;1;150,00000;5;30,00000;81;2,50000;1022;0,50000;33730,45000;3392,10000;34743,95000
3110;15.4.2023;15;5;2;2;1;1;1;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;94;2,50000;913;0,50000;34388,95000;3120,00000;35290,45000
3111;16.4.2023;15;7;7;7;5;5;0;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;87;2,50000;855;0,50000;34939,00000;2930,10000;35854,00000
3112;17.4.2023;16;7;6;4;2;3;7;0;0,00000;1;1200,00000;1;150,00000;5;30,00000;99;2,50000;946;0,50000;34326,95000;3216,90000;36547,45000
3113;18.4.2023;16;1;4;7;4;8;5;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;86;2,50000;928;0,50000;34979,50000;3143,10000;35898,50000
3114;19.4.2023;16;1;1;5;8;1;1;0;0,00000;0;1200,00000;1;150,00000;5;30,00000;81;2,50000;950;0,50000;35597,25000;3190,50000;36574,75000
3115;20.4.2023;16;8;8;0;4;2;7;0;0,00000;0;1200,00000;3;150,00000;6;30,00000;96;2,50000;1044;0,50000;35869,05000;3327,60000;37261,05000
3116;21.4.2023;16;5;9;4;2;2;2;0;0,00000;0;1200,00000;0;150,00000;10;30,00000;116;2,50000;974;0,50000;36478,05000;3372,00000;37555,05000
3117;22.4.2023;16;3;8;2;6;7;7;0;0,00000;0;1200,00000;2;150,00000;8;30,00000;103;2,50000;951;0,50000;36745,10000;3080,10000;38018,10000
3118;23.4.2023;16;2;1;7;2;7;2;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;84;2,50000;817;0,50000;37271,55000;2829,90000;38160,05000
3119;24.4.2023;17;0;3;3;1;8;5;0;0,00000;0;1200,00000;2;150,00000;8;30,00000;98;2,50000;957;0,50000;37569,25000;3122,40000;38832,75000
3120;25.4.2023;17;3;4;2;7;9;6;0;0,00000;0;1200,00000;2;150,00000;14;30,00000;101;2,50000;913;0,50000;37645,65000;3010,80000;39074,65000
3121;26.4.2023;17;7;3;5;2;7;9;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;88;2,50000;922;0,50000;38316,15000;3063,00000;39177,15000
3122;27.4.2023;17;4;7;4;2;0;3;1;38865,95000;0;1200,00000;0;150,00000;11;30,00000;107;2,50000;970;0,50000;0,00000;3264,60000;39948,45000
3123;28.4.2023;17;8;8;6;7;2;4;0;0,00000;0;1200,00000;3;150,00000;17;30,00000;100;2,50000;1047;0,50000;0,00000;3246,60000;1623,30000
3124;29.4.2023;17;0;0;3;3;5;2;0;0,00000;0;1200,00000;4;150,00000;8;30,00000;94;2,50000;882;0,50000;0,00000;2987,10000;1493,55000
3125;30.4.2023;17;6;5;6;2;3;4;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;103;2,50000;884;0,50000;263,35000;2825,70000;1412,85000
3126;1.5.2023;18;1;4;5;0;5;3;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;55;2,50000;602;0,50000;663,05000;2036,40000;1281,55000
3127;2.5.2023;18;4;2;1;1;3;4;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;95;2,50000;831;0,50000;1066,05000;2772,00000;2049,05000
3128;3.5.2023;18;8;1;1;0;5;8;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;77;2,50000;870;0,50000;1420,90000;2864,70000;2498,40000
3129;4.5.2023;18;7;6;5;6;7;4;0;0,00000;0;1200,00000;3;150,00000;12;30,00000;83;2,50000;939;0,50000;1466,90000;3066,00000;2953,90000
3130;5.5.2023;18;0;2;9;5;4;5;0;0,00000;0;1200,00000;2;150,00000;9;30,00000;100;2,50000;945;0,50000;1750,75000;3152,70000;3043,25000
3131;6.5.2023;18;5;8;5;3;7;3;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;70;2,50000;864;0,50000;2318,10000;2888,70000;3195,10000
3132;7.5.2023;18;5;7;1;7;1;0;0;0,00000;0;1200,00000;1;150,00000;14;30,00000;79;2,50000;834;0,50000;2547,95000;2828,70000;3732,45000
3133;8.5.2023;19;7;1;3;9;5;3;0;0,00000;0;1200,00000;2;150,00000;6;30,00000;58;2,50000;631;0,50000;2661,35000;2107,80000;3601,85000
3134;9.5.2023;19;0;5;9;8;8;6;0;0,00000;1;1200,00000;0;150,00000;9;30,00000;83;2,50000;894;0,50000;1969,35000;2865,00000;4093,85000
3135;10.5.2023;19;1;4;0;8;8;8;1;6600,00000;0;1200,00000;0;150,00000;9;30,00000;104;2,50000;883;0,50000;0,00000;2952,00000;3445,35000
3136;11.5.2023;19;2;0;2;9;9;6;0;0,00000;0;1200,00000;3;150,00000;17;30,00000;86;2,50000;957;0,50000;0,00000;3168,30000;1584,15000
3137;12.5.2023;19;9;5;8;1;6;8;0;0,00000;0;1200,00000;0;150,00000;13;30,00000;83;2,50000;975;0,50000;533,35000;3236,70000;1618,35000
3138;13.5.2023;19;9;9;6;6;3;2;0;0,00000;0;1200,00000;1;150,00000;12;30,00000;103;2,50000;941;0,50000;792,05000;2993,40000;2030,05000
3139;14.5.2023;19;5;2;0;2;5;0;0;0,00000;0;1200,00000;1;150,00000;4;30,00000;81;2,50000;834;0,50000;1278,80000;2752,50000;2168,30000
3140;15.5.2023;20;3;5;3;9;0;6;0;0,00000;0;1200,00000;2;150,00000;8;30,00000;96;2,50000;948;0,50000;1553,90000;3058,20000;2807,90000
3141;16.5.2023;20;1;2;2;0;6;6;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;111;2,50000;920;0,50000;2133,25000;3053,70000;3080,75000
3142;17.5.2023;20;3;0;0;7;1;5;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;113;2,50000;915;0,50000;2721,80000;3017,10000;3641,80000
3143;18.5.2023;20;5;4;6;5;2;9;0;0,00000;0;1200,00000;2;150,00000;5;30,00000;103;2,50000;983;0,50000;3170,10000;3294,60000;4369,10000
3144;19.5.2023;20;8;2;2;6;8;8;0;0,00000;0;1200,00000;2;150,00000;8;30,00000;102;2,50000;986;0,50000;3561,65000;3359,10000;4849,65000
3145;20.5.2023;20;4;5;0;1;5;2;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;92;2,50000;908;0,50000;4177,40000;3019,50000;5071,40000
3146;21.5.2023;20;4;4;1;2;2;0;0;0,00000;0;1200,00000;0;150,00000;5;30,00000;80;2,50000;821;0,50000;4805,00000;2776,20000;5565,50000
3147;22.5.2023;21;6;7;7;9;0;4;0;0,00000;0;1200,00000;2;150,00000;13;30,00000;99;2,50000;922;0,50000;4930,95000;3048,90000;6329,45000
3148;23.5.2023;21;4;0;2;7;6;5;0;0,00000;0;1200,00000;2;150,00000;14;30,00000;85;2,50000;925;0,50000;5010,45000;2949,00000;6405,45000
3149;24.5.2023;21;0;8;0;5;7;3;0;0,00000;1;1200,00000;0;150,00000;9;30,00000;90;2,50000;894;0,50000;4348,80000;2960,70000;6490,80000
3150;25.5.2023;21;9;6;5;6;3;0;0;0,00000;0;1200,00000;1;150,00000;16;30,00000;98;2,50000;883;0,50000;4581,65000;3098,70000;5898,15000
3151;26.5.2023;21;6;5;6;2;6;9;0;0,00000;0;1200,00000;2;150,00000;5;30,00000;97;2,50000;897;0,50000;5005,60000;3129,90000;6146,60000
3152;27.5.2023;21;8;9;0;7;3;4;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;84;2,50000;801;0,50000;5351,95000;2813,70000;6412,45000
3153;28.5.2023;21;7;0;0;1;3;1;0;0,00000;0;1200,00000;1;150,00000;4;30,00000;67;2,50000;779;0,50000;5841,35000;2632,80000;6668,35000
3154;29.5.2023;22;8;2;3;3;5;6;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;81;2,50000;886;0,50000;6382,50000;2853,30000;7268,00000
3155;30.5.2023;22;5;7;6;0;6;8;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;87;2,50000;867;0,50000;6739,95000;2796,90000;7780,95000
3156;31.5.2023;22;9;4;5;5;3;3;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;86;2,50000;863;0,50000;7249,20000;2791,50000;8135,70000
3157;1.6.2023;22;6;2;9;9;9;6;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;86;2,50000;913;0,50000;7597,25000;2999,10000;8748,75000
3158;2.6.2023;22;9;1;3;1;9;5;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;90;2,50000;943;0,50000;8070,45000;3059,40000;9126,95000
3159;3.6.2023;22;8;4;8;5;0;8;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;88;2,50000;802;0,50000;8448,30000;2777,70000;9459,30000
3160;4.6.2023;22;8;9;2;0;4;3;0;0,00000;0;1200,00000;1;150,00000;6;30,00000;77;2,50000;785;0,50000;8841,60000;2616,60000;9756,60000
3161;5.6.2023;23;2;3;5;6;5;1;0;0,00000;0;1200,00000;2;150,00000;5;30,00000;94;2,50000;833;0,50000;9172,15000;2864,10000;10273,65000
3162;6.6.2023;23;4;1;6;3;9;2;0;0,00000;0;1200,00000;0;150,00000;2;30,00000;93;2,50000;950;0,50000;9858,30000;2907,30000;10625,80000
3163;7.6.2023;23;3;8;1;7;6;0;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;76;2,50000;850;0,50000;10471,80000;2877,00000;11296,80000
3164;8.6.2023;23;7;5;4;3;2;0;0;0,00000;0;1200,00000;0;150,00000;5;30,00000;95;2,50000;891;0,50000;11175,25000;3072,90000;12008,25000
3165;9.6.2023;23;1;3;4;5;6;2;0;0,00000;0;1200,00000;1;150,00000;5;30,00000;98;2,50000;1043;0,50000;11712,25000;3207,00000;12778,75000
3166;10.6.2023;23;7;3;9;5;1;6;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;85;2,50000;906;0,50000;12237,60000;2921,70000;13173,10000
3167;11.6.2023;23;3;7;0;0;9;0;0;0,00000;1;1200,00000;0;150,00000;8;30,00000;72;2,50000;772;0,50000;11600,95000;2738,70000;13606,95000
3168;12.6.2023;24;4;7;8;3;5;2;0;0,00000;0;1200,00000;2;150,00000;16;30,00000;82;2,50000;882;0,50000;11688,15000;3026,40000;13114,15000
3169;13.6.2023;24;6;7;3;2;3;3;0;0,00000;1;1200,00000;3;150,00000;6;30,00000;94;2,50000;878;0,50000;10657,30000;2946,30000;13161,30000
3170;14.6.2023;24;9;6;1;4;1;8;0;0,00000;1;1200,00000;1;150,00000;10;30,00000;91;2,50000;890;0,50000;9826,85000;2984,10000;12149,35000
3171;15.6.2023;24;9;7;7;0;8;7;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;79;2,50000;989;0,50000;10299,30000;3168,90000;11411,30000
3172;16.6.2023;24;0;6;2;5;6;8;0;0,00000;0;1200,00000;2;150,00000;10;30,00000;97;2,50000;942;0,50000;10608,65000;3245,70000;11922,15000
3173;17.6.2023;24;5;7;4;9;2;8;0;0,00000;0;1200,00000;0;150,00000;12;30,00000;87;2,50000;876;0,50000;11054,90000;2923,50000;12070,40000
3174;18.6.2023;24;7;0;4;8;5;6;0;0,00000;0;1200,00000;2;150,00000;10;30,00000;82;2,50000;833;0,50000;11202,90000;2739,00000;12424,40000
3175;19.6.2023;25;9;5;9;8;6;5;0;0,00000;0;1200,00000;2;150,00000;12;30,00000;102;2,50000;870;0,50000;11377,20000;3048,60000;12727,20000
3176;20.6.2023;25;8;2;6;0;0;2;0;0,00000;1;1200,00000;2;150,00000;11;30,00000;105;2,50000;842;0,50000;10332,05000;2936,70000;12845,55000
3177;21.6.2023;25;5;6;2;8;0;0;0;0,00000;0;1200,00000;2;150,00000;8;30,00000;74;2,50000;916;0,50000;10629,25000;2960,40000;11812,25000
3178;22.6.2023;25;2;3;9;8;8;0;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;68;2,50000;907;0,50000;11390,25000;3129,00000;12193,75000
3179;23.6.2023;25;1;9;6;5;9;1;0;0,00000;1;1200,00000;1;150,00000;10;30,00000;88;2,50000;921;0,50000;10630,70000;3141,90000;12961,20000
3180;24.6.2023;25;6;5;3;6;5;9;0;0,00000;0;1200,00000;2;150,00000;10;30,00000;88;2,50000;775;0,50000;10849,70000;2853,00000;12057,20000
3181;25.6.2023;25;7;6;5;9;2;1;0;0,00000;0;1200,00000;0;150,00000;10;30,00000;90;2,50000;801;0,50000;11242,40000;2636,40000;12167,90000
3182;26.6.2023;26;6;4;6;6;9;9;0;0,00000;1;1200,00000;1;150,00000;6;30,00000;87;2,50000;877;0,50000;10498,65000;2884,50000;12684,65000
3183;27.6.2023;26;7;5;0;6;2;4;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;92;2,50000;817;0,50000;10861,70000;2843,10000;11920,20000
3184;28.6.2023;26;9;3;3;1;7;5;0;0,00000;0;1200,00000;0;150,00000;13;30,00000;81;2,50000;869;0,50000;11251,60000;2833,80000;12278,60000
3185;29.6.2023;26;3;9;9;2;6;2;0;0,00000;0;1200,00000;2;150,00000;10;30,00000;85;2,50000;895;0,50000;11483,65000;2984,10000;12743,65000
