ID;Datum;Tyzden;SumaVklady;SumaVyhry;SumaJackpot;Cislo1;Cislo2;Cislo3;Cislo4;Cislo5;Cislo6;Cislo7;DoplnkoveCislo;Pocet1;Vyhra1;Pocet2;Vyhra2;Pocet3;Vyhra3;Pocet4;Vyhra4;Pocet5;Vyhra5;Pocet6;Vyhra6;Pocet7;Vyhra7;Pocet8;Vyhra8;Pocet9;Vyhra9;Pocet10;Vyhra10;DatumNasled;SumaVyhryNasled;Suma1CenaNasled
1;7.5.2004;19;50138,75058;25069,37529;6572,26316;7;1;10;20;35;32;23;5;0;0,00000;0;0,00000;0;0,00000;1;1253,46876;14;89,52400;56;22,37270;125;14,00783;645;5,17825;766;5,17825;1098;5,17825;14.5.2004;66387,83775;331939,18874
2;14.5.2004;20;103093,67324;51546,83662;18052,31362;4;13;14;18;22;32;35;5;0;0,00000;0;0,00000;1;2061,87346;4;644,32716;13;198,23408;70;36,81206;177;20,38107;1068;6,73837;1140;6,73837;2290;5,14506;21.5.2004;66387,83775;361813,71573
3;21.5.2004;21;136721,76857;68360,88429;35917,81186;34;8;22;6;1;12;15;1;0;0,00000;0;0,00000;0;0,00000;2;1709,02211;17;201,05557;85;40,19784;201;23,80004;1146;7,73418;1531;7,13669;2896;5,41061;28.5.2004;406625,50621;345216,75629
4;28.5.2004;22;149395,20680;406636,79214;59281,58401;17;4;33;2;34;32;18;4;0;0,00000;0;0,00000;0;0,00000;0;0,00000;22;169,75370;67;55,73259;375;13,94145;1266;7,66780;2935;4,44799;3569;4,44799;4.6.2004;408285,20215;345216,75629
5;4.6.2004;23;134102,10449;398990,24099;76828,88535;33;24;13;28;9;22;16;2;0;0,00000;0;0,00000;0;0,00000;5;670,48397;26;128,92518;121;27,68373;415;11,28593;1551;5,60977;2326;4,58076;3714;4,14924;11.6.2004;66387,83775;404965,81026
6;11.6.2004;24;133877,71360;398878,04554;91716,39116;6;24;14;9;31;18;1;5;0;0,00000;0;0,00000;1;2677,55427;4;836,71911;24;139,44765;90;37,17719;269;17,39361;1349;6,47281;1636;6,47281;3208;4,77992;18.6.2004;66387,83775;414923,98593
7;18.6.2004;25;133679,87785;398779,12766;112596,42833;33;22;20;18;1;17;34;4;0;0,00000;0;0,00000;0;0,00000;0;0,00000;11;303,79075;62;53,87373;290;16,13224;1046;8,29848;2075;5,14506;3925;3,88369;25.6.2004;404965,81026;345083,98061
8;25.6.2004;26;123149,43902;393513,90825;126254,03306;29;10;28;20;24;32;12;2;0;0,00000;0;0,00000;2;1385,41459;2;1385,41459;22;139,91237;76;40,49658;278;15,50156;1081;7,40224;1784;5,51019;3688;3,81730;2.7.2004;395007,63460;342694,01846
9;2.7.2004;27;112337,51577;388107,94662;140941,04760;9;1;33;8;31;35;29;5;0;0,00000;0;0,00000;0;0,00000;1;2808,43789;13;216,02602;54;51,98168;228;17,22764;1077;6,77156;1584;5,64297;2313;5,57658;9.7.2004;398327,02649;345216,75629
10;9.7.2004;28;108848,17102;386363,27425;155696,67397;33;19;32;18;10;25;15;5;0;0,00000;0;0,00000;1;2176,95678;0;0,00000;6;453,52851;58;46,90301;212;17,95791;1057;6,67198;1425;6,10768;2162;5,77574;16.7.2004;398327,02649;345216,75629
11;16.7.2004;29;112968,20023;388423,28885;168272,58846;25;13;29;8;7;32;33;4;0;0,00000;0;0,00000;3;1270,86238;1;1270,86238;16;176,49207;90;31,36825;334;11,81704;1244;5,87532;2058;4,48118;2834;4,48118;23.7.2004;390028,54677;355174,93195
12;23.7.2004;30;103928,83224;383903,60486;181901,28129;15;22;31;23;32;24;17;1;0;0,00000;0;0,00000;0;0,00000;2;1299,11040;7;371,17440;41;63,36719;150;24,23156;754;8,92916;1081;7,66780;2144;5,54338;30.7.2004;385049,45894;348536,14818
13;30.7.2004;31;97478,58992;380678,48370;194636,72575;8;15;10;33;14;13;24;3;0;0,00000;0;0,00000;0;0,00000;1;2436,96475;22;110,76811;67;36,34734;354;9,62624;853;7,40224;2170;3,58494;4557;2,45635;6.8.2004;431520,94536;349863,90493
14;6.8.2004;32;91718,78112;377798,57930;204749,28633;26;13;2;12;27;34;3;5;0;0,00000;0;0,00000;1;2063,66594;1;2063,66594;12;191,06420;45;50,95267;194;16,53057;1075;5,54338;1364;5,37741;2219;4,74673;13.8.2004;378410,67516;338577,97252
15;13.8.2004;33;102751,11200;383314,74474;220761,30253;5;12;8;2;34;11;29;5;0;0,00000;0;0,00000;0;0,00000;0;0,00000;12;214,03439;75;34,22293;264;13,60951;1071;6,20726;1453;5,64297;2262;5,21145;20.8.2004;398327,02649;345216,75629
16;20.8.2004;34;91811,72409;377845,05079;232736,80542;3;19;4;15;32;28;13;5;0;0,00000;0;0,00000;0;0,00000;7;327,88953;12;191,26336;89;25,75848;180;17,82513;1093;5,54338;1308;5,54338;1995;5,27783;27.8.2004;381730,06705;341897,36440
17;27.8.2004;35;88589,25845;376233,81796;246608,14579;29;35;27;4;15;33;30;3;0;0,00000;0;0,00000;0;0,00000;0;0,00000;8;276,83728;45;49,19339;252;12,28175;747;7,70099;1944;3,61814;3109;3,25300;3.9.2004;378410,67516;340304,05630
18;3.9.2004;36;79460,93076;371669,65412;259043,71639;31;19;23;11;22;34;30;2;0;0,00000;0;0,00000;0;0,00000;0;0,00000;13;152,79161;50;39,69993;209;13,27757;729;7,07030;1350;4,68034;2170;4,18243;10.9.2004;375091,28328;340237,66846
19;10.9.2004;37;80783,37649;372330,87698;269599,68134;8;26;6;14;2;25;34;2;0;0,00000;0;0,00000;0;0,00000;1;2019,58441;19;106,28693;49;41,19365;221;12,77966;764;6,87114;1209;5,34422;1989;4,64715;17.9.2004;373431,58733;339407,82049
20;17.9.2004;38;83996,54783;373937,46266;280591,31647;29;26;33;27;19;16;31;2;0;0,00000;0;0,00000;0;0,00000;1;2099,91370;13;161,52161;58;36,18137;173;16,96209;807;6,73837;1246;5,37741;1885;5,11186;24.9.2004;375091,28328;340237,66846
21;24.9.2004;39;79733,12089;371805,74919;290993,99190;5;35;22;20;19;11;24;2;0;0,00000;0;0,00000;0;0,00000;3;664,44267;14;142,36872;71;28,04886;181;15,40198;910;5,67616;1155;5,51019;1879;4,87951;1.10.2004;375091,28328;340237,66846
22;1.10.2004;40;74430,06041;369154,21895;300763,99124;3;28;23;13;25;5;30;1;0;0,00000;0;0,00000;0;0,00000;5;372,13702;5;372,13702;69;26,95346;178;14,60532;819;6,10768;940;6,10768;1635;5,21145;8.10.2004;408285,20215;368452,49950
23;8.10.2004;41;72904,46790;368391,42269;310298,21417;1;4;8;18;35;17;15;4;0;0,00000;0;0,00000;0;0,00000;1;1822,61170;13;140,17792;57;31,96574;191;13,34396;727;6,50601;1393;4,18243;2061;4,04966;15.10.2004;368452,49950;345216,75629
24;15.10.2004;42;74568,14712;369223,26230;320065,55799;29;14;5;33;30;10;3;1;0;0,00000;0;0,00000;0;0,00000;2;932,08524;10;186,41705;57;32,69601;106;24,59669;762;6,57240;880;6,57240;1502;5,67616;22.10.2004;370112,19545;338577,97252
25;22.10.2004;43;72268,47242;368073,42495;331350,22904;1;6;14;7;13;8;27;4;0;0,00000;0;0,00000;0;0,00000;0;0,00000;11;164,24351;42;42,98612;148;17,06167;660;7,10350;1150;5,01228;1857;4,44799;29.10.2004;373431,58733;339407,82049
26;29.10.2004;44;65455,75251;364667,06499;341552,94430;30;4;31;6;13;21;17;4;0;0,00000;0;0,00000;0;0,00000;0;0,00000;12;136,36062;32;51,11864;168;13,60951;634;6,70517;996;5,24464;1697;4,41479;5.11.2004;381730,06705;348536,14818
27;5.11.2004;45;65178,25134;374142,06997;348776,00744;7;16;5;25;15;30;35;4;0;0,00000;0;0,00000;1;1303,55839;4;407,35577;13;125,34024;102;15,96627;163;13,97464;694;6,07449;926;5,60977;1735;4,31521;12.11.2004;381730,06705;351855,54007
28;12.11.2004;46;68994,22426;383273,11956;359522,50548;12;5;8;16;15;20;29;1;0;0,00000;0;0,00000;0;0,00000;0;0,00000;9;191,62849;25;68,97696;121;19,94955;584;7,73418;705;7,73418;1549;5,11186;19.11.2004;395007,63460;365133,10761
29;19.11.2004;47;65631,01640;392338,01368;368140,44347;34;30;6;25;23;10;14;4;0;0,00000;0;0,00000;0;0,00000;1;1640,77541;15;109,37396;34;48,23076;180;12,74646;671;6,34004;990;5,27783;1868;4,01646;26.11.2004;414923,98593;374095,46571
30;26.11.2004;48;67176,52526;401728,70610;375575,98088;27;26;29;30;28;17;31;1;0;0,00000;0;0,00000;1;1343,52387;5;335,85607;6;279,89112;26;64,56217;89;26,38917;513;8,49764;671;7,99973;1348;5,70935;3.12.2004;408285,20215;381730,06705
31;3.12.2004;49;66594,96780;408873,46478;385940,71566;17;24;35;33;5;18;34;4;0;0,00000;0;0,00000;0;0,00000;0;0,00000;9;184,95652;57;29,17745;201;11,58468;707;6,10768;1223;4,77992;1488;4,77992;10.12.2004;418243,37781;391688,24271
32;10.12.2004;50;69923,65399;420902,54265;395064,96050;18;28;32;30;7;35;21;5;0;0,00000;0;0,00000;0;0,00000;1;1748,09135;18;97,09221;68;25,69209;192;12,74646;758;5,97491;1051;5,31103;1705;4,71354;17.12.2004;431520,94536;401646,41838
33;17.12.2004;51;70846,44493;430488,18296;406148,74195;21;24;18;28;25;7;33;3;0;0,00000;0;0,00000;0;0,00000;0;0,00000;10;177,08956;40;44,24749;286;8,66361;677;6,77156;1638;3,45217;2387;3,38578;24.12.2004;434840,33725;408285,20215
34;24.12.2004;52;59661,42203;435979,45296;413951,80243;4;30;24;25;22;20;2;2;0;0,00000;0;0,00000;0;0,00000;1;1491,53555;11;135,56396;33;45,17692;185;11,28593;470;8,23209;976;4,87951;1674;4,08285;31.12.2004;447122,08723;419903,07376
35;31.12.2004;53;67727,54431;447815,57459;421501,29456;3;19;33;16;31;30;9;3;0;0,00000;0;0,00000;1;1523,86643;1;1523,86643;31;54,60400;60;28,21483;331;7,13669;814;5,37741;1833;3,55175;1867;3,55175;7.1.2005;487950,60745;428201,55348
36;7.1.2005;1;64993,69316;453998,14114;429980,48198;19;26;28;8;1;25;7;4;0;0,00000;0;0,00000;0;0,00000;1;1624,84233;6;270,79599;48;33,82460;171;13,27757;603;7,00392;1141;4,54757;1716;4,34840;14.1.2005;463055,16829;436500,03319
37;14.1.2005;2;69521,34369;464741,15382;439086,13822;31;24;14;33;20;16;29;2;0;0,00000;0;0,00000;0;0,00000;1;1738,03359;11;158,00305;31;56,06453;164;14,80449;569;7,93335;1051;5,27783;2120;3,75091;21.1.2005;494589,39122;436500,03319
38;21.1.2005;3;66840,60280;472506,43962;449511,28593;14;15;26;30;12;6;4;5;0;0,00000;0;0,00000;0;0,00000;0;0,00000;9;185,65359;49;34,09015;118;19,81677;573;7,56821;903;5,90852;1857;4,11605;28.1.2005;481311,82367;454756,68857
39;28.1.2005;4;62881,23216;480951,90201;457727,51112;5;34;25;8;17;6;19;4;0;0,00000;0;0,00000;0;0,00000;2;785,99881;13;120,92545;58;27,08624;213;10,32331;795;5,11186;1271;4,31521;1567;4,31521;4.2.2005;491269,99934;464714,86424
40;4.2.2005;5;60278,82892;487866,92558;467103,73100;33;19;21;35;31;9;4;1;0;0,00000;0;0,00000;0;0,00000;0;0,00000;20;75,31700;64;23,53449;158;13,34396;1052;5,11186;909;5,11186;1099;5,11186;11.2.2005;497908,78311;471353,64801
41;11.2.2005;6;62444,40019;498325,93109;475273,84983;34;15;27;2;26;31;4;1;0;0,00000;0;0,00000;0;0,00000;1;1561,11000;5;312,22200;55;28,38080;78;28,01567;621;7,36905;604;7,36905;1400;5,11186;18.2.2005;507866,95877;481311,82367
42;18.2.2005;7;62322,24656;506434,97311;483385,84611;19;1;12;33;3;16;22;5;0;0,00000;0;0,00000;0;0,00000;1;1558,05616;4;389,49744;50;31,13590;135;16,13224;762;5,60977;848;5,60977;1384;5,17825;25.2.2005;511186,35066;488614,48583
43;25.2.2005;8;60532,43046;513652,06134;491306,84459;22;4;31;23;32;11;21;1;0;0,00000;0;0,00000;0;0,00000;1;1513,31076;8;189,13895;44;34,38890;81;26,12361;576;7,33586;619;7,33586;1337;5,17825;4.3.2005;524463,91821;497908,78311
44;4.3.2005;9;59179,44633;520896,56775;499005,17825;8;28;3;2;26;12;13;1;0;0,00000;0;0,00000;0;0,00000;1;1479,48616;10;147,94530;46;32,13171;95;21,77521;638;6,60559;661;6,60559;1079;6,30684;11.3.2005;531102,70198;504547,56689
45;11.3.2005;10;61572,06400;529791,21025;507060,67848;6;31;29;1;10;30;4;5;0;0,00000;0;0,00000;0;0,00000;1;1539,30160;10;153,92020;38;40,49658;139;15,50156;567;7,03711;766;6,40643;1457;4,84631;18.3.2005;537741,48576;511186,35066
46;18.3.2005;11;59790,21443;536955,78570;514852,08790;2;23;26;17;7;16;20;2;0;0,00000;0;0,00000;0;0,00000;2;747,36108;10;149,47222;36;41,49240;176;11,88342;578;6,70517;1052;4,58076;1492;4,58076;25.3.2005;544380,26953;521144,52632
47;25.3.2005;12;49595,69807;539649,93693;521343,68984;32;5;33;35;25;34;15;2;0;0,00000;0;0,00000;0;0,00000;4;309,96481;9;137,75476;52;23,83323;121;14,33977;653;5,21145;723;5,21145;1126;5,04548;1.4.2005;547699,66142;527783,31010
48;1.4.2005;13;53379,80482;548033,59225;528354,44467;3;27;32;28;12;10;2;4;0;0,00000;0;0,00000;0;0,00000;1;1334,49512;8;166,79944;38;35,08597;131;14,24019;521;6,63878;963;4,41479;1571;3,88369;8.4.2005;555998,14114;537741,48576
49;8.4.2005;14;53438,22612;555073,55772;535620,19518;6;14;30;13;12;7;33;5;0;0,00000;0;0,00000;1;1068,74461;0;0,00000;3;445,29642;28;47,69966;132;14,14061;509;6,80475;798;5,41061;1121;5,41061;15.4.2005;564296,62086;542720,57359
50;15.4.2005;15;56638,11990;563939,25513;541880,70106;10;34;6;26;23;12;13;2;0;0,00000;0;0,00000;1;1132,74248;2;707,95990;13;108,90925;48;29,47620;150;13,21118;589;6,24046;947;4,77992;1553;4,18243;22.4.2005;569275,70869;546039,96548
51;22.4.2005;16;56684,59138;570222,99675;549274,74607;24;25;21;18;14;3;8;1;0;0,00000;0;0,00000;0;0,00000;1;1417,11478;7;202,41652;28;50,58753;96;20,64662;621;6,34004;674;6,34004;1195;5,44380;29.4.2005;577574,18841;554338,44520
52;29.4.2005;17;53938,79041;576244,14127;556609,87187;14;23;35;34;12;1;33;4;0;0,00000;0;0,00000;1;1078,76917;0;0,00000;9;149,80416;26;51,84890;114;16,53057;441;7,93335;908;4,74673;1561;3,95008;6.5.2005;584212,97218;560977,22897
53;6.5.2005;18;54420,76612;583820,25493;565080,06373;4;14;21;12;13;24;18;5;0;0,00000;0;0,00000;0;0,00000;0;0,00000;5;272,09055;36;37,77468;110;17,29403;575;6,14087;744;5,84213;1435;4,34840;13.5.2005;592511,45190;570935,40463
54;13.5.2005;19;59202,01819;594681,07283;572809,20135;33;6;11;16;34;24;7;1;0;0,00000;0;0,00000;0;0,00000;2;740,02523;7;211,41207;65;22,73783;128;16,16544;756;5,84213;794;5,84213;1080;5,84213;20.5.2005;602469,62756;580893,58030
55;20.5.2005;20;57656,50933;601637,45602;581801,73272;32;22;29;33;31;1;16;4;0;0,00000;0;0,00000;0;0,00000;0;0,00000;6;240,22439;20;72,06400;134;15,03685;495;7,56821;765;6,00810;1743;3,78411;27.5.2005;609772,28972;585872,66813
56;27.5.2005;21;53836,55314;608720,00929;590226,64808;25;15;21;20;4;23;24;3;0;0,00000;0;0,00000;0;0,00000;0;0,00000;6;224,29131;28;48,06479;140;13,44354;361;9,69262;1001;4,28202;1966;3,12023;3.6.2005;620726,28294;594171,14785
57;3.6.2005;22;55623,71374;618038,50495;598910,74155;16;30;4;28;27;10;9;4;0;0,00000;0;0,00000;0;0,00000;0;0,00000;11;126,40244;29;47,93202;134;14,50574;545;6,60559;957;4,64715;1429;4,44799;10.6.2005;627365,06672;605789,01945
58;10.6.2005;23;62206,73173;630014,10742;607372,80090;11;20;16;1;22;17;24;5;0;0,00000;0;0,00000;1;1244,10808;0;0,00000;5;311,02702;34;45,70803;100;21,74202;493;8,19890;815;6,07449;1676;4,24882;17.6.2005;637323,24238;612826,13025
59;17.6.2005;24;64706,89770;639726,24975;617430,15999;28;35;17;31;34;33;14;1;0;0,00000;0;0,00000;0;0,00000;0;0,00000;20;80,86039;56;28,87871;185;12,21536;816;5,84213;787;5,84213;1418;5,24464;24.6.2005;649936,93155;623381,79645
60;24.6.2005;25;61992,96289;648426,64144;625843,62345;5;33;15;17;31;6;10;2;0;0,00000;0;0,00000;1;1239,85926;0;0,00000;11;140,87499;31;49,99004;176;12,31494;614;6,53920;1062;4,64715;1789;3,98327;1.7.2005;657239,59371;634003,85049
61;1.7.2005;26;56160,12746;653923,68718;633191,92724;28;7;29;17;27;23;19;4;0;0,00000;0;0,00000;0;0,00000;2;701,98500;17;82,58647;38;36,94483;189;10,38970;738;4,94589;1177;3,98327;1561;3,98327;8.7.2005;663878,37748;637323,24238
62;8.7.2005;27;57390,95798;661887,40623;640750,54770;5;2;10;34;31;17;19;1;0;0,00000;0;0,00000;0;0,00000;1;1434,77395;16;89,65677;89;16,09905;167;12,01620;923;5,14506;817;5,14506;1142;5,14506;15.7.2005;668857,46531;645621,72210
63;15.7.2005;28;65284,47188;673392,78364;649293,53382;7;20;8;30;35;23;3;1;0;0,00000;0;0,00000;0;0,00000;3;544,01514;7;233,15409;38;42,91974;105;21,74202;728;6,30684;803;6,30684;1152;6,30684;22.7.2005;683794,72881;657239,59371
64;22.7.2005;29;64061,60791;681324,33778;659250,28215;22;29;4;24;12;20;10;5;0;0,00000;0;0,00000;0;0,00000;0;0,00000;7;228,77249;46;34,78723;117;19,15289;614;6,77156;811;6,30684;1732;4,24882;29.7.2005;712009,55985;664874,19505
65;29.7.2005;30;59448,98095;688974,77262;668549,42575;27;19;18;33;5;16;24;4;0;0,00000;0;0,00000;0;0,00000;0;0,00000;14;106,15415;59;25,16099;200;10,38970;755;5,11186;1233;4,31521;1436;4,31521;5.8.2005;697072,29636;673836,55314
66;5.8.2005;31;63206,53256;700152,69203;676808,86942;7;32;4;3;17;21;35;1;0;0,00000;0;0,00000;0;0,00000;3;526,72110;22;71,79845;67;23,56768;168;13,14479;907;5,44380;916;5,44380;1189;5,44380;12.8.2005;710349,86390;683794,72881
67;12.8.2005;32;66572,39594;710095,06738;687154,48450;9;8;24;32;27;31;11;1;0;0,00000;0;0,00000;0;0,00000;0;0,00000;5;332,83542;57;29,17745;140;16,63015;837;5,74255;882;5,74255;1291;5,74255;19.8.2005;720308,03957;693089,02609
68;19.8.2005;33;67123,41499;720716,19199;695949,61163;18;14;10;24;12;5;22;2;0;0,00000;0;0,00000;0;0,00000;1;1678,08537;14;119,86324;43;39,00285;157;14,93726;697;6,24046;1129;4,74673;1912;4,01646;26.8.2005;730266,21523;700391,68824
69;26.8.2005;34;64216,95545;728058,08936;706002,95426;11;15;20;28;25;26;22;5;0;0,00000;0;0,00000;0;0,00000;0;0,00000;5;321,08478;26;61,74069;116;19,35205;524;7,93335;778;6,57240;1725;4,24882;2.9.2005;738564,69495;712009,55985
70;2.9.2005;35;57525,06141;734765,48496;714935,10589;14;30;29;33;11;2;15;1;0;0,00000;0;0,00000;0;0,00000;0;0,00000;5;287,62531;43;33,42628;84;23,96601;554;7,10350;620;7,10350;1300;5,07867;9.9.2005;743543,78278;720308,03957
71;9.9.2005;36;63238,39873;746554,30525;723226,08378;3;30;10;22;2;32;8;4;0;0,00000;0;0,00000;0;0,00000;1;1580,95997;6;263,49333;30;52,67875;146;15,13643;496;8,26529;919;5,47700;1865;3,88369;16.9.2005;756821,35033;730266,21523
72;16.9.2005;37;62112,46100;754282,31428;731384,58474;3;31;18;16;20;26;30;3;0;0,00000;0;0,00000;0;0,00000;1;1552,81152;8;194,08484;31;50,08962;199;10,92080;511;7,90015;1211;4,08285;2668;2,65551;23.9.2005;763460,13410;736904,99900
73;23.9.2005;38;64158,53416;763463,85182;739742,74713;14;25;6;19;32;21;27;5;0;0,00000;0;0,00000;0;0,00000;1;1603,96335;8;200,49127;47;34,12335;130;17,26084;674;6,17407;893;5,74255;1522;4,84631;30.9.2005;793334,66109;745867,35710
74;30.9.2005;39;64738,76386;772112,12906;748187,04773;18;29;1;13;32;6;26;1;0;0,00000;0;0,00000;0;0,00000;1;1618,46910;7;231,19564;23;70,33791;105;21,57605;528;7,96654;791;6,53920;1645;4,51437;7.10.2005;780057,09354;753501,95844
75;7.10.2005;40;65162,31826;780768,20686;756732,62298;13;30;25;10;28;23;2;2;0;0,00000;0;0,00000;0;0,00000;1;1629,05796;17;95,79765;54;30,14008;181;12,58050;666;6,34004;1081;4,81312;1795;4,14924;14.10.2005;796654,05298;763460,13410
76;14.10.2005;41;69930,29277;791697,76937;764543,08571;28;15;30;23;5;10;32;4;0;0,00000;0;0,00000;1;1398,59258;2;874,12866;9;194,25081;44;39,73312;183;13,34396;692;6,53920;1068;5,21145;2557;3,12023;21.10.2005;801633,14081;773418,30977
77;21.10.2005;42;72004,24882;800545,21012;774313,88170;1;12;27;4;22;30;29;5;0;0,00000;0;0,00000;2;720,04249;0;0,00000;11;163,64602;35;51,41738;135;18,65498;645;7,23627;928;6,20726;1800;4,58076;28.10.2005;809931,62053;780057,09354
78;28.10.2005;43;68728,67291;808678,21815;783620,19518;5;2;29;24;10;3;12;1;0;0,00000;0;0,00000;1;1374,56018;0;0,00000;7;245,43584;63;27,25221;172;13,97464;767;5,80894;1016;5,41061;1554;5,07867;4.11.2005;829847,97185;796654,05298
79;4.11.2005;44;69646,15282;818443,27159;792724,22492;24;2;9;25;10;29;4;5;0;0,00000;0;0,00000;0;0,00000;2;870,57691;11;158,26861;50;34,82042;146;16,66335;736;6,14087;938;5,90852;1516;5,27783;11.11.2005;829847,97185;799973,44486
80;11.11.2005;45;76970,05909;831209,25446;802836,22120;33;35;16;17;18;11;26;1;0;0,00000;0;0,00000;0;0,00000;2;962,12574;16;120,26157;84;22,90380;188;14,30658;1049;5,41061;1077;5,41061;1554;5,41061;18.11.2005;839806,14751;809931,62053
81;18.11.2005;46;75828,18828;840750,31534;811220,17526;22;7;27;32;16;14;35;2;0;0,00000;0;0,00000;1;1516,56377;3;631,87944;14;135,39800;47;40,33061;183;14,47255;724;6,80475;1249;4,84631;2148;4,04966;25.11.2005;851424,01912;819889,79619
82;25.11.2005;47;76879,77163;849660,06108;821291,70816;32;34;24;33;22;27;20;5;0;0,00000;0;0,00000;0;0,00000;1;1921,99429;7;274,54690;48;40,03187;142;18,92053;720;6,93753;1085;5,64297;1791;4,91270;2.12.2005;859722,49884;828188,27591
83;2.12.2005;48;75128,46047;858855,93839;831111,49837;8;14;33;7;26;34;32;1;0;0,00000;0;0,00000;0;0,00000;1;1878,21151;9;208,69017;42;44,71221;129;20,38107;641;7,60141;927;6,47281;1631;5,27783;9.12.2005;869680,67450;838146,45157
84;9.12.2005;49;78516,89570;870369,94623;839835,39136;17;9;25;30;20;26;35;2;0;0,00000;0;0,00000;1;1766,61356;1;1766,61356;10;196,27564;60;32,69601;251;10,92080;890;5,70935;1254;4,97909;2041;4,41479;16.12.2005;879638,85016;849764,32318
85;16.12.2005;50;79320,18854;879495,48563;852221,23747;3;26;9;6;8;30;16;3;0;0,00000;0;0,00000;0;0,00000;0;0,00000;27;73,42495;48;41,29324;269;10,29011;703;7,30266;1609;3,91688;2828;3,21981;23.12.2005;892916,41771;859722,49884
86;23.12.2005;51;87382,32756;895912,40125;864066,28826;7;14;17;20;28;22;35;2;0;0,00000;0;0,00000;1;1747,62663;0;0,00000;17;128,49366;66;33,09434;179;17,06167;842;6,73837;1226;5,67616;2480;4,04966;30.12.2005;912832,76904;892916,41771
87;30.12.2005;52;81163,11492;904647,84571;876731,59397;29;24;15;9;35;21;31;5;0;0,00000;0;0,00000;0;0,00000;0;0,00000;16;126,80077;38;53,37582;188;15,10323;796;6,60559;1159;5,57658;2075;4,48118;6.1.2006;919471,55281;886277,63394
88;6.1.2006;1;66028,01567;909745,60181;885695,54538;4;28;26;17;10;27;12;2;0;0,00000;0;0,00000;1;1320,55367;0;0,00000;8;206,33340;37;44,61263;189;12,21536;729;5,87532;1036;5,07867;1630;4,64715;13.1.2006;929429,72847;912832,76904
89;13.1.2006;2;87455,35418;929423,22247;897144,02841;33;22;29;11;25;10;26;1;0;0,00000;0;0,00000;0;0,00000;1;2186,38385;7;312,32158;47;46,50468;175;17,46000;811;7,00392;1229;5,67616;2094;4,77992;20.1.2006;939387,90414;904866,22851
90;20.1.2006;3;88736,63945;941512,34814;908751,31116;27;28;6;21;22;17;23;1;0;0,00000;0;0,00000;0;0,00000;1;2218,41599;6;369,71387;36;61,60791;151;20,54704;755;7,63460;984;7,20308;1948;5,21145;27.1.2006;946026,68791;916152,16092
91;27.1.2006;4;88246,69721;952874,65976;918552,41320;31;5;7;22;16;26;11;1;0;0,00000;1;1764,92067;0;0,00000;2;1103,06712;14;157,57153;88;25,06141;164;18,82095;955;6,17407;1107;6,17407;1837;5,51019;3.2.2006;962623,64735;929429,72847
92;3.2.2006;5;99463,58627;968284,20633;931607,11678;35;25;22;33;5;34;29;4;0;0,00000;0;0,00000;0;0,00000;1;2486,58966;14;177,58747;59;42,12308;252;13,80867;916;7,03711;1560;5,07867;2953;3,85049;10.2.2006;979220,60678;942707,29602
93;10.2.2006;6;101730,06705;982472,15030;942885,68014;3;24;7;28;5;14;21;5;0;0,00000;0;0,00000;1;2034,58806;6;423,85315;21;121,09142;113;22,50548;264;13,47673;1076;6,14087;1577;5,14506;2323;5,01228;17.2.2006;992498,17433;951669,65412
94;17.2.2006;7;102116,44427;993943,90228;956270,36447;13;6;22;30;25;11;8;5;0;0,00000;0;0,00000;0;0,00000;2;1276,43896;18;141,80442;102;25,02821;201;17,75875;1247;5,80894;1293;5,80894;2302;5,07867;24.2.2006;1005775,74188;965943,03924
95;24.2.2006;8;103015,33559;1007778,03226;969716,55713;1;26;9;14;8;10;3;5;0;0,00000;0;0,00000;0;0,00000;1;2575,38339;11;234,11671;79;32,59643;187;19,25247;1004;6,63878;1247;6,60559;2228;5,31103;3.3.2006;1022372,70132;982539,99867
96;3.3.2006;9;102607,71427;1021020,41426;983645,35617;18;14;33;34;12;21;25;2;0;0,00000;0;0,00000;1;2052,14765;0;0,00000;14;183,19724;54;47,50050;245;14,63852;947;7,03711;1706;4,77992;2841;4,14924;10.3.2006;1032330,87698;992498,17433
97;10.3.2006;10;104980,41559;1036135,56396;995305,25128;15;3;28;35;24;5;27;4;0;0,00000;0;0,00000;1;2099,58176;3;874,82573;25;104,95917;78;33,62544;239;15,36878;1170;5,80894;1658;5,04548;2875;4,18243;17.3.2006;1048927,83642;1005775,74188
98;17.3.2006;11;112188,80701;1051399,65478;1010021,11133;16;24;21;12;3;22;34;3;0;0,00000;0;0,00000;0;0,00000;4;701,15515;22;127,46465;65;43,11890;363;10,78802;954;7,63460;2111;4,24882;4284;2,98745;24.3.2006;1065524,79586;1019053,30943
99;24.3.2006;12;103048,52951;1061545,37609;1021453,16338;16;18;7;30;5;13;27;3;0;0,00000;0;0,00000;1;2060,94404;3;858,72668;28;91,98035;75;34,32251;398;9,06194;1107;6,04129;2085;3,95008;2981;3,95008;31.3.2006;1075482,97152;1035650,26887
100;31.3.2006;13;97608,71008;1070257,51842;1034220,34123;27;14;26;1;29;28;31;1;0;0,00000;0;0,00000;0;0,00000;1;2440,21775;14;174,30127;50;48,79506;193;17,69236;793;7,99973;1283;6,07449;2529;4,41479;7.4.2006;1070503,88369;1045608,44453
