ID;Datum;Tyzden;SumaVklady;SumaVyhry;SumaJackpot;Cislo1;Cislo2;Cislo3;Cislo4;Cislo5;Cislo6;Cislo7;DoplnkoveCislo;Pocet1;Vyhra1;Pocet2;Vyhra2;Pocet3;Vyhra3;Pocet4;Vyhra4;Pocet5;Vyhra5;Pocet6;Vyhra6;Pocet7;Vyhra7;Pocet8;Vyhra8;Pocet9;Vyhra9;Pocet10;Vyhra10;DatumNasled;SumaVyhryNasled;Suma1CenaNasled
386;23.9.2011;38;266105,40000;1133052,70000;1028433,36000;18;16;15;12;11;10;29;1;0;0,00000;0;0,00000;1;5322,10000;3;2217,50000;37;179,80000;142;46,80000;551;16,90000;2574;6,70000;4162;5,10000;7248;4,20000;30.9.2011;0,00000;0,00000
387;30.9.2011;39;260860,60000;1130430,30000;1039201,51000;18;3;12;33;23;9;32;3;0;0,00000;0;0,00000;5;1043,40000;10;652,10000;131;49,70000;334;19,50000;1610;5,60000;3795;4,40000;7901;2,90000;9210;2,90000;7.10.2011;0,00000;0,00000
388;7.10.2011;40;253762,30000;1126881,15000;1048730,29000;14;8;10;6;27;35;1;4;0;0,00000;0;0,00000;2;2537,60000;5;1268,80000;49;129,40000;225;28,10000;734;12,10000;2958;5,50000;4510;4,50000;8725;3,30000;14.10.2011;0,00000;0,00000
389;14.10.2011;41;254277,10000;1127138,55000;1058782,46000;9;29;7;10;28;25;22;1;0;0,00000;0;0,00000;1;5085,50000;7;908,10000;57;111,50000;201;31,60000;705;12,60000;3209;5,10000;4261;4,70000;6649;4,30000;21.10.2011;0,00000;0,00000
390;21.10.2011;42;253161,70000;1126580,85000;1068584,08000;20;22;30;2;34;10;6;4;0;0,00000;0;0,00000;1;5063,20000;7;904,10000;53;119,40000;242;26,10000;684;12,90000;2782;5,90000;4352;4,60000;8906;3,20000;28.10.2011;0,00000;0,00000
391;28.10.2011;43;241901,00000;1120950,50000;1078188,70000;5;18;26;17;11;35;33;3;0;0,00000;0;0,00000;4;1209,50000;9;671,90000;88;68,70000;270;22,30000;1103;7,60000;3238;4,80000;6631;3,10000;8313;3,10000;4.11.2011;0,00000;0,00000
392;4.11.2011;44;238277,60000;1119138,80000;1091920,98000;28;8;18;19;22;25;23;4;0;0,00000;0;0,00000;0;0,00000;3;1985,60000;39;152,70000;134;44,40000;694;12,00000;2668;5,80000;4438;4,20000;7360;3,70000;11.11.2011;0,00000;0,00000
393;11.11.2011;45;284491,90000;1142245,95000;1102700,24000;8;16;22;17;10;32;1;5;0;0,00000;0;0,00000;1;5689,80000;5;1422,40000;42;169,30000;163;43,60000;709;14,00000;3027;6,10000;4801;4,70000;8932;3,60000;18.11.2011;0,00000;0,00000
394;18.11.2011;46;278155,90000;1139077,95000;1113606,70000;25;6;11;31;7;19;34;4;0;0,00000;0;0,00000;3;1854,30000;13;534,90000;77;90,30000;349;19,90000;1042;9,30000;4222;4,20000;5557;4,00000;7811;4,00000;25.11.2011;0,00000;0,00000
395;25.11.2011;47;284856,00000;1142428,00000;1130480,40000;12;33;16;3;5;14;6;3;0;0,00000;0;0,00000;0;0,00000;3;2373,80000;77;92,40000;182;39,10000;1119;8,90000;3253;5,60000;7104;3,20000;10643;3,00000;2.12.2011;0,00000;0,00000
396;2.12.2011;48;282040,00000;1141020,00000;1141088,80000;13;8;32;18;22;20;27;1;0;0,00000;0;0,00000;1;5640,80000;13;542,30000;56;125,90000;265;26,60000;732;13,40000;3470;5,20000;4555;4,90000;8499;3,80000;9.12.2011;0,00000;0,00000
397;9.12.2011;49;296084,80000;1148042,40000;1152289,74000;7;35;10;34;31;17;14;3;0;0,00000;0;0,00000;1;5921,60000;6;1233,60000;49;151,00000;224;33,00000;1040;9,90000;3429;5,60000;6705;3,50000;11185;3,00000;16.12.2011;0,00000;0,00000
398;16.12.2011;50;315744,00000;1157872,00000;1164092,04000;15;22;31;30;20;28;10;2;0;0,00000;0;0,00000;2;3157,40000;6;1315,60000;54;146,10000;193;40,80000;896;12,30000;3264;6,20000;5591;4,50000;12857;2,80000;23.12.2011;0,00000;0,00000
399;23.12.2011;51;255367,20000;1127683,60000;1174171,50000;30;33;16;26;32;25;13;5;0;0,00000;0;0,00000;3;2298,30000;2;2298,30000;58;110,00000;203;31,40000;802;11,10000;3044;5,40000;4546;4,40000;7801;3,70000;30.12.2011;0,00000;0,00000
400;30.12.2011;52;344754,30000;1172377,15000;1186699,88000;13;3;32;6;28;2;20;2;0;0,00000;0;0,00000;2;3878,40000;2;3878,40000;78;110,40000;264;32,60000;1006;11,90000;3771;5,90000;6535;4,20000;10701;3,70000;6.1.2012;0,00000;0,00000
401;6.1.2012;1;269023,70000;1134511,85000;1197196,45000;30;29;22;1;9;2;7;3;0;0,00000;0;0,00000;4;1345,10000;9;747,20000;59;113,90000;218;30,80000;873;10,70000;2996;5,80000;6003;3,50000;10918;2,80000;13.1.2012;0,00000;0,00000
402;13.1.2012;2;332574,00000;1166287,00000;1209878,80000;34;18;15;5;22;20;13;1;0;0,00000;0;0,00000;1;6651,40000;7;1187,70000;57;145,80000;264;31,40000;811;14,30000;3796;5,60000;5444;4,80000;10300;3,70000;20.1.2012;0,00000;0,00000
403;20.1.2012;3;311575,00000;1155787,50000;1227595,47000;11;3;21;12;30;17;6;5;0;0,00000;0;0,00000;0;0,00000;6;1298,20000;62;125,60000;342;22,70000;1038;10,50000;4770;4,20000;6078;4,10000;8661;4,10000;27.1.2012;0,00000;0,00000
404;27.1.2012;4;298567,50000;1149283,75000;1239146,66000;15;29;2;20;16;8;1;3;0;0,00000;0;0,00000;4;1679,40000;4;1679,40000;38;196,40000;205;36,40000;810;12,90000;2806;6,90000;5511;4,30000;14553;2,30000;3.2.2012;0,00000;0,00000
405;3.2.2012;5;280531,90000;1140265,95000;1250481,92000;35;8;28;1;2;19;13;4;0;0,00000;0;0,00000;1;5610,60000;3;2337,70000;43;163,00000;221;31,70000;858;11,40000;3430;5,30000;5360;4,10000;10102;3,10000;10.2.2012;0,00000;0,00000
406;10.2.2012;6;313442,80000;1156721,40000;1263057,31000;5;28;10;12;21;25;1;3;0;0,00000;0;0,00000;3;2089,60000;6;1306,00000;74;105,80000;259;30,20000;1131;9,60000;3619;5,60000;6899;3,60000;12472;2,80000;17.2.2012;0,00000;0,00000
407;17.2.2012;7;316824,20000;1158412,10000;1274899,69000;12;18;19;33;32;2;3;4;0;0,00000;0;0,00000;3;2112,10000;8;990,00000;77;102,80000;285;27,70000;1018;10,80000;4367;4,70000;6544;3,90000;9154;3,90000;24.2.2012;0,00000;0,00000
408;24.2.2012;8;325938,80000;1162969,40000;1287341,18000;12;6;14;31;4;20;21;5;0;0,00000;0;0,00000;1;6518,70000;5;1629,60000;51;159,70000;237;34,30000;826;13,80000;3503;6,00000;5348;4,80000;10293;3,60000;2.3.2012;0,00000;0,00000
409;2.3.2012;9;313459,30000;1156729,65000;1306550,18000;26;18;28;22;17;27;1;3;0;0,00000;0;0,00000;0;0,00000;5;1567,20000;66;118,70000;184;42,50000;971;11,20000;3352;6,00000;6608;3,70000;12098;2,90000;9.3.2012;0,00000;0,00000
410;9.3.2012;10;307469,80000;1153734,90000;1324308,04000;27;28;4;17;9;15;8;1;0;0,00000;0;0,00000;0;0,00000;5;1537,30000;64;120,10000;262;29,30000;818;13,10000;3745;5,30000;5392;4,50000;9470;3,70000;16.3.2012;0,00000;0,00000
411;16.3.2012;11;293610,90000;1146805,45000;1335640,87000;28;24;17;15;8;18;26;2;0;0,00000;0;0,00000;1;5872,20000;4;1835,00000;66;111,20000;211;34,70000;932;11,00000;3439;5,50000;5628;4,10000;10754;3,10000;23.3.2012;0,00000;0,00000
412;23.3.2012;12;282496,50000;1141248,25000;1352257,68000;9;27;15;10;34;7;22;2;0;0,00000;0;0,00000;0;0,00000;4;1765,60000;44;160,50000;205;34,40000;826;11,90000;3497;5,20000;5407;4,10000;8227;3,90000;30.3.2012;0,00000;0,00000
413;30.3.2012;13;269476,90000;1134738,45000;1362856,46000;11;13;15;24;1;28;20;4;0;0,00000;0;0,00000;2;2694,70000;5;1347,30000;48;140,30000;213;31,60000;766;12,30000;2956;5,90000;4802;4,40000;9196;3,30000;5.4.2012;0,00000;0,00000
414;5.4.2012;14;224484,70000;1112242,35000;1375537,16000;32;14;2;3;23;25;16;1;0;0,00000;0;0,00000;0;0,00000;6;935,30000;34;165,00000;220;25,50000;607;12,90000;3041;4,80000;3698;4,80000;6429;4,00000;13.4.2012;0,00000;0,00000
415;13.4.2012;15;287721,50000;1143860,75000;1396381,45000;2;32;18;11;12;20;35;2;0;0,00000;0;0,00000;3;1918,10000;5;1438,60000;66;108,90000;237;30,30000;911;11,00000;3613;5,10000;5668;4,00000;9005;3,60000;20.4.2012;0,00000;0,00000
416;20.4.2012;16;273270,80000;1533016,85000;1432279,95000;10;23;19;12;11;27;21;4;0;0,00000;0;0,00000;0;0,00000;7;975,90000;52;131,30000;249;27,40000;945;10,10000;3653;4,80000;5677;3,90000;7958;3,90000;27.4.2012;0,00000;0,00000
417;27.4.2012;17;259975,10000;1562267,50000;1461807,50000;30;5;15;32;27;12;4;1;0;0,00000;0;0,00000;2;2599,70000;3;2166,40000;36;180,50000;221;29,40000;643;14,10000;3108;5,40000;4286;4,80000;7157;4,10000;4.5.2012;0,00000;0,00000
418;4.5.2012;18;244528,90000;1584071,95000;1490015,85000;15;35;4;30;18;22;27;4;0;0,00000;0;0,00000;2;2445,20000;4;1528,30000;52;117,50000;169;36,10000;675;12,60000;2674;5,90000;4366;4,40000;8044;3,40000;11.5.2012;0,00000;0,00000
419;11.5.2012;19;250323,70000;1615177,70000;1517720,00000;33;4;10;1;2;32;7;2;0;0,00000;0;0,00000;1;5632,20000;1;5632,20000;47;133,10000;195;32,00000;839;10,40000;3248;5,00000;5032;4,00000;7151;4,00000;18.5.2012;0,00000;0,00000
420;18.5.2012;20;257746,50000;1646593,25000;1547170,15000;21;17;12;5;28;26;4;3;0;0,00000;0;0,00000;6;859,10000;8;805,40000;126;51,10000;284;22,60000;1156;7,80000;3247;5,10000;6626;3,10000;10304;2,80000;25.5.2012;0,00000;0,00000
421;25.5.2012;21;250917,70000;1672629,00000;1575900,80000;11;26;13;1;3;2;8;1;0;0,00000;0;0,00000;2;2509,10000;7;896,10000;66;95,00000;232;27,00000;801;10,90000;3395;4,80000;4743;4,40000;6138;4,40000;1.6.2012;0,00000;0,00000
422;1.6.2012;22;244146,10000;1697973,85000;1603049,65000;25;34;24;30;26;3;29;5;0;0,00000;0;0,00000;2;2441,40000;5;1220,70000;48;127,10000;147;41,50000;713;11,90000;2594;6,10000;4610;4,20000;8019;3,50000;8.6.2012;0,00000;0,00000
423;8.6.2012;23;242848,10000;1724473,70000;1631073,50000;28;13;5;21;19;32;23;3;0;0,00000;0;0,00000;2;2428,40000;8;758,90000;88;68,90000;237;25,60000;1063;7,90000;3109;5,00000;6158;3,10000;9417;2,90000;15.6.2012;0,00000;0,00000
424;15.6.2012;24;248228,20000;1755187,60000;1664659,10000;3;6;24;14;20;11;30;3;0;0,00000;0;0,00000;0;0,00000;10;620,50000;67;92,60000;201;30,80000;958;9,00000;2933;5,50000;5697;3,40000;9588;2,90000;22.6.2012;0,00000;0,00000
425;22.6.2012;25;240281,80000;1784800,00000;1691627,60000;34;25;21;35;6;1;29;2;0;0,00000;0;0,00000;1;4805,60000;2;3003,50000;39;154,00000;152;39,50000;573;14,60000;2560;6,10000;4254;4,50000;9075;3,00000;29.6.2012;0,00000;0,00000
426;29.6.2012;26;231930,60000;1807592,90000;1722753,90000;3;29;21;33;16;24;2;2;0;0,00000;0;0,00000;0;0,00000;4;1449,50000;43;134,80000;186;31,10000;686;11,80000;2706;5,50000;4340;4,20000;6909;3,80000;6.7.2012;0,00000;0,00000
427;6.7.2012;27;219168,40000;1832338,10000;1748081,20000;10;19;32;1;3;35;28;3;0;0,00000;0;0,00000;1;4383,30000;3;1826,40000;63;86,90000;204;26,80000;873;8,70000;2693;5,20000;5434;3,20000;8155;3,00000;13.7.2012;0,00000;0,00000
428;13.7.2012;28;250350,10000;1873256,25000;1776322,15000;12;26;16;34;17;4;25;4;0;0,00000;0;0,00000;2;2503,50000;3;2086,20000;88;71,10000;271;23,00000;997;8,70000;3369;4,80000;5547;3,60000;7879;3,60000;20.7.2012;0,00000;0,00000
429;20.7.2012;29;244091,10000;1898367,70000;1804033,30000;22;24;9;18;30;25;4;5;0;0,00000;0;0,00000;1;5492,00000;1;5492,00000;61;100,00000;213;28,60000;729;11,70000;3003;5,20000;4628;4,20000;7453;3,70000;27.7.2012;0,00000;0,00000
430;27.7.2012;30;234119,60000;1921093,10000;1830399,40000;5;2;15;4;19;7;33;1;0;0,00000;1;4682,30000;0;0,00000;9;650,30000;73;80,10000;237;24,60000;953;8,50000;3586;4,10000;4901;4,10000;6240;4,10000;3.8.2012;0,00000;0,00000
431;3.8.2012;31;229929,70000;1945364,25000;1856763,55000;19;10;16;1;24;8;27;4;0;0,00000;0;0,00000;2;2299,20000;6;958,00000;56;102,60000;196;29,30000;733;10,90000;3043;4,90000;4494;4,00000;7397;3,50000;10.8.2012;0,00000;0,00000
432;10.8.2012;32;236936,70000;1975231,90000;1883141,80000;11;23;26;34;13;16;7;2;0;0,00000;0;0,00000;2;2369,30000;13;455,60000;56;105,70000;255;23,20000;855;9,60000;3304;4,60000;5132;3,70000;7351;3,70000;17.8.2012;0,00000;0,00000
433;17.8.2012;33;249071,90000;2007677,75000;1911349,15000;32;30;5;33;35;17;31;3;0;0,00000;0;0,00000;2;2490,70000;4;1556,60000;106;58,70000;326;19,10000;849;10,20000;2698;6,00000;6186;3,20000;9343;3,00000;24.8.2012;0,00000;0,00000
434;24.8.2012;34;240893,40000;2031795,85000;1938375,65000;16;6;21;25;33;13;12;1;0;0,00000;0;0,00000;1;4817,80000;4;1505,50000;37;162,70000;248;24,20000;704;11,90000;3143;4,90000;4161;4,60000;6910;4,00000;31.8.2012;0,00000;0,00000
435;31.8.2012;35;235409,90000;2056080,60000;1964902,40000;8;20;11;7;23;18;19;1;0;0,00000;0;0,00000;1;4708,10000;5;1177,00000;38;154,80000;227;25,90000;704;11,70000;3340;4,60000;4224;4,60000;5607;4,60000;7.9.2012;0,00000;0,00000
436;7.9.2012;36;244321,00000;2087062,90000;1992940,30000;29;18;27;32;15;6;8;2;0;0,00000;0;0,00000;2;2443,20000;6;1018,00000;43;142,00000;203;30,00000;743;11,50000;2745;5,70000;4392;4,40000;8308;3,30000;14.9.2012;0,00000;0,00000
437;14.9.2012;37;255688,40000;2120784,50000;2022174,00000;21;13;35;11;4;8;32;3;0;0,00000;0;0,00000;2;2556,80000;3;2130,70000;57;112,10000;193;33,10000;975;9,10000;3043;5,40000;6455;3,10000;10004;2,90000;21.9.2012;0,00000;0,00000
438;21.9.2012;38;256369,30000;2150358,65000;2051702,05000;21;3;18;35;33;27;5;4;0;0,00000;0;0,00000;2;2563,60000;11;582,60000;67;95,60000;274;23,30000;892;10,00000;3746;4,40000;5416;3,70000;8497;3,40000;28.9.2012;0,00000;0,00000
439;28.9.2012;39;252048,50000;2177726,30000;2080009,50000;10;7;1;35;3;34;5;4;0;0,00000;0;0,00000;2;2520,40000;11;572,80000;55;114,50000;277;22,70000;820;10,70000;3906;4,20000;4686;4,20000;7613;3,80000;5.10.2012;0,00000;0,00000
440;5.10.2012;40;249687,90000;2204853,45000;2108149,55000;25;34;4;23;21;33;28;2;0;0,00000;0;0,00000;1;4993,70000;3;2080,70000;55;113,40000;180;34,60000;716;12,20000;2911;5,50000;4673;4,20000;7953;3,60000;12.10.2012;0,00000;0,00000
441;12.10.2012;41;258788,20000;2237543,65000;2138461,75000;10;12;19;1;11;24;35;3;0;0,00000;0;0,00000;3;1725,20000;9;718,80000;63;102,60000;243;26,60000;1117;8,10000;3310;5,00000;6609;3,10000;9169;3,10000;19.10.2012;0,00000;0,00000
442;19.10.2012;42;274300,40000;2275611,95000;2169685,85000;4;18;8;27;30;6;31;5;0;0,00000;0;0,00000;1;5486,00000;8;857,10000;65;105,50000;255;26,80000;877;10,90000;3557;5,00000;5380;4,00000;8865;3,50000;26.10.2012;0,00000;0,00000
443;26.10.2012;43;266189,00000;2302780,35000;2205192,65000;27;26;17;3;29;6;34;1;0;0,00000;0;0,00000;0;0,00000;8;831,80000;64;103,90000;267;24,90000;757;12,30000;3461;4,90000;4842;4,30000;7832;3,90000;2.11.2012;0,00000;0,00000
444;2.11.2012;44;252324,60000;2331354,95000;2238590,15000;29;4;19;7;2;8;5;4;0;0,00000;0;0,00000;0;0,00000;7;901,10000;69;91,40000;283;22,20000;943;9,30000;3786;4,30000;5295;3,80000;7756;3,70000;9.11.2012;0,00000;0,00000
445;9.11.2012;45;270013,70000;2373597,00000;2269240,90000;30;25;24;7;27;20;9;1;0;0,00000;0;0,00000;2;2700,10000;7;964,30000;58;116,30000;251;26,80000;774;12,20000;3678;4,70000;4687;4,60000;7080;4,30000;16.11.2012;0,00000;0,00000
446;16.11.2012;46;270745,20000;2404613,50000;2299598,60000;31;18;17;27;34;25;13;4;0;0,00000;0;0,00000;4;2030,50000;2;2030,50000;65;104,10000;285;23,70000;947;10,00000;3777;4,60000;5495;3,90000;7958;3,90000;23.11.2012;0,00000;0,00000
447;23.11.2012;47;274319,10000;2436758,15000;2330780,35000;35;17;6;23;12;16;1;2;0;0,00000;0;0,00000;3;1828,70000;10;685,70000;50;137,10000;228;30,00000;770;12,40000;3187;5,50000;5219;4,20000;9101;3,40000;30.11.2012;0,00000;0,00000
448;30.11.2012;48;271363,40000;2466462,05000;2361549,35000;1;12;6;3;17;26;15;3;0;0,00000;0;0,00000;2;2713,60000;6;1130,60000;74;91,60000;224;30,20000;1197;7,90000;3280;5,30000;6893;3,10000;11463;2,70000;7.12.2012;0,00000;0,00000
449;7.12.2012;49;278294,50000;2500696,60000;2393130,20000;28;10;1;9;17;31;6;5;0;0,00000;0;0,00000;2;2782,90000;8;869,60000;58;119,90000;250;27,80000;777;12,50000;3274;5,50000;5059;4,40000;8903;3,50000;14.12.2012;0,00000;0,00000
450;14.12.2012;50;296951,60000;2541606,00000;2426761,30000;31;10;35;30;34;24;14;4;0;0,00000;0;0,00000;1;5939,00000;6;1237,20000;49;151,50000;230;32,20000;825;12,50000;3229;5,90000;5376;4,40000;10850;3,10000;21.12.2012;0,00000;0,00000
451;21.12.2012;51;320883,20000;2587202,90000;2463333,90000;12;18;23;16;20;27;10;3;0;0,00000;0;0,00000;3;2406,60000;3;2406,60000;90;89,10000;277;28,90000;1333;8,40000;3909;5,30000;7638;3,30000;12512;2,90000;28.12.2012;0,00000;0,00000
452;28.12.2012;52;313893,80000;2620280,80000;2505872,90000;8;21;18;11;29;35;26;4;0;0,00000;0;0,00000;0;0,00000;4;1961,80000;76;103,20000;276;28,40000;858;12,80000;3797;5,30000;5722;4,30000;10048;3,50000;4.1.2013;0,00000;0,00000
453;4.1.2013;1;295620,60000;2653683,20000;2539448,40000;21;13;23;20;19;2;17;5;0;0,00000;0;0,00000;3;1970,80000;7;1055,70000;55;134,30000;252;29,30000;955;10,80000;3922;4,80000;5748;4,10000;8364;4,00000;11.1.2013;0,00000;0,00000
454;11.1.2013;2;310812,70000;2694854,75000;2574411,25000;16;22;9;34;31;15;21;1;0;0,00000;0;0,00000;4;2331,00000;2;2331,00000;98;79,20000;250;31,00000;1086;10,00000;3377;5,90000;5825;4,20000;10499;3,40000;18.1.2013;0,00000;0,00000
455;18.1.2013;3;303915,70000;2726369,10000;2609417,50000;22;18;21;12;16;23;32;3;0;0,00000;0;0,00000;3;2026,10000;7;1085,40000;81;93,80000;219;34,60000;1064;9,90000;3353;5,80000;6883;3,50000;13088;2,60000;25.1.2013;0,00000;0,00000
456;25.1.2013;4;300553,00000;2759694,00000;2643338,40000;18;7;11;19;12;2;4;3;0;0,00000;0;0,00000;3;2003,60000;9;834,80000;80;93,90000;308;24,30000;1239;8,40000;4551;4,20000;7961;3,40000;9190;3,40000;1.2.2013;0,00000;0,00000
457;1.2.2013;5;294424,90000;2790550,85000;2676454,95000;35;4;8;20;27;28;5;4;0;0,00000;0;0,00000;2;2944,20000;5;1472,10000;61;120,60000;201;36,60000;836;12,30000;3252;5,80000;5740;4,10000;9042;3,70000;8.2.2013;0,00000;0,00000
458;8.2.2013;6;298205,60000;2825557,75000;2709988,15000;17;16;2;31;35;26;11;3;0;0,00000;0;0,00000;1;5964,10000;7;1065,00000;91;81,90000;274;27,20000;1128;9,20000;3701;5,20000;6527;3,60000;11008;3,10000;15.2.2013;0,00000;0,00000
459;15.2.2013;7;312290,00000;2866133,15000;2745986,95000;33;30;34;6;16;26;24;4;0;0,00000;0;0,00000;1;6245,80000;4;1951,80000;62;125,90000;279;27,90000;922;11,80000;3791;5,30000;5718;4,30000;9984;3,50000;22.2.2013;0,00000;0,00000
460;22.2.2013;8;312777,30000;2902375,60000;2788039,10000;22;9;15;12;18;20;35;1;0;0,00000;0;0,00000;0;0,00000;3;2606,40000;59;132,50000;231;33,80000;863;12,60000;3785;5,30000;5237;4,70000;9301;3,80000;1.3.2013;0,00000;0,00000
461;1.3.2013;9;307616,10000;2941847,15000;2823214,45000;10;13;32;29;33;20;34;5;0;0,00000;0;0,00000;2;3076,10000;5;1538,00000;50;153,80000;200;38,40000;905;11,80000;3437;5,80000;5280;4,60000;8851;3,90000;8.3.2013;0,00000;0,00000
462;8.3.2013;10;301104,10000;2973766,50000;2857148,00000;35;26;10;4;29;7;17;4;0;0,00000;0;0,00000;5;1204,40000;9;836,40000;85;88,50000;296;25,40000;985;10,60000;3869;5,00000;5944;4,00000;9070;3,80000;15.3.2013;0,00000;0,00000
463;15.3.2013;11;301800,40000;3008048,20000;2891432,90000;27;22;28;9;20;30;33;4;0;0,00000;0;0,00000;1;6036,00000;2;3772,50000;64;117,80000;235;32,10000;836;12,60000;3609;5,40000;5123;4,70000;9149;3,70000;22.3.2013;0,00000;0,00000
464;22.3.2013;12;309657,70000;3046261,75000;2932255,25000;4;19;33;17;8;31;11;5;0;0,00000;0;0,00000;0;0,00000;10;774,10000;74;104,60000;401;19,30000;961;11,20000;5051;4,20000;5854;4,20000;8148;4,20000;28.3.2013;0,00000;0,00000
465;28.3.2013;13;254885,40000;3059697,95000;2960827,55000;18;16;29;3;6;32;14;5;0;0,00000;0;0,00000;1;5097,70000;10;637,20000;36;177,00000;257;24,70000;608;14,60000;3474;5,00000;3846;5,00000;7301;4,00000;5.4.2013;0,00000;0,00000
466;5.4.2013;14;305046,50000;3113350,80000;3001655,50000;1;14;18;25;27;10;3;1;0;0,00000;0;0,00000;0;0,00000;3;2542,00000;62;123,00000;281;27,10000;761;14,00000;3715;5,30000;5161;4,70000;8557;4,00000;12.4.2013;0,00000;0,00000
467;12.4.2013;15;312620,00000;3157965,50000;3043194,80000;23;33;10;8;20;14;35;3;0;0,00000;0;0,00000;0;0,00000;9;868,30000;87;89,80000;236;33,10000;1140;9,50000;3325;6,10000;6981;3,50000;13254;2,70000;19.4.2013;0,00000;0,00000
468;19.4.2013;16;301140,40000;3193765,00000;3076542,60000;11;12;10;4;21;29;6;5;0;0,00000;0;0,00000;3;2007,60000;6;1254,70000;46;163,60000;256;29,40000;823;12,80000;3815;5,10000;4915;4,90000;8225;4,20000;26.4.2013;0,00000;0,00000
469;26.4.2013;17;296464,30000;3224774,75000;3109710,95000;23;17;29;18;27;28;13;1;0;0,00000;0;0,00000;1;5929,20000;4;1852,90000;45;164,70000;239;31,00000;787;13,10000;3816;5,00000;4891;4,80000;8509;4,00000;3.5.2013;0,00000;0,00000
470;3.5.2013;18;294819,80000;3257120,85000;3142905,55000;34;18;14;12;25;3;1;4;0;0,00000;0;0,00000;2;2948,10000;5;1474,00000;55;134,00000;267;27,60000;854;12,00000;3591;5,30000;5563;4,20000;9590;3,50000;10.5.2013;0,00000;0,00000
471;10.5.2013;19;295155,30000;3290483,20000;3181821,60000;10;32;22;8;2;7;31;4;0;0,00000;0;0,00000;0;0,00000;7;1054,10000;61;120,90000;278;26,50000;813;12,70000;3861;4,90000;5197;4,50000;8695;3,90000;17.5.2013;0,00000;0,00000
472;17.5.2013;20;305653,70000;3334648,45000;3217330,65000;3;9;34;17;33;5;32;2;0;0,00000;0;0,00000;2;3056,50000;6;1273,50000;66;115,70000;300;25,40000;1226;8,70000;4382;4,50000;7619;3,40000;9417;3,40000;24.5.2013;0,00000;0,00000
473;24.5.2013;21;302865,20000;3368763,25000;3252402,65000;24;1;16;7;27;33;3;1;0;0,00000;0;0,00000;2;3028,60000;8;946,40000;73;103,70000;365;20,70000;996;10,60000;4592;4,20000;5921;4,20000;7832;4,20000;31.5.2013;0,00000;0,00000
474;31.5.2013;22;295352,20000;3400078,75000;3286391,85000;22;16;7;9;29;30;2;3;0;0,00000;0;0,00000;3;1969,00000;5;1476,70000;62;119,00000;205;36,00000;979;10,50000;3067;6,20000;6571;3,50000;12350;2,70000;7.6.2013;0,00000;0,00000
475;7.6.2013;23;294230,20000;3433506,95000;3319512,65000;12;8;34;25;10;9;7;4;0;0,00000;0;0,00000;1;5884,60000;4;1838,90000;78;94,30000;303;24,20000;1011;10,10000;3926;4,80000;6229;3,90000;8389;3,90000;14.6.2013;0,00000;0,00000
476;14.6.2013;24;296770,10000;3467897,70000;3352803,00000;22;33;15;29;31;24;16;1;0;0,00000;0;0,00000;1;5935,40000;5;1483,80000;40;185,40000;185;40,10000;655;15,80000;2968;6,40000;4640;5,10000;9416;3,60000;21.6.2013;0,00000;0,00000
477;21.6.2013;25;289282,40000;3497444,20000;3386133,00000;8;1;15;24;3;25;35;3;0;0,00000;0;0,00000;1;5785,60000;5;1446,40000;63;114,70000;217;33,30000;996;10,10000;3215;5,80000;6496;3,50000;11172;2,90000;28.6.2013;0,00000;0,00000
478;28.6.2013;26;285172,80000;3528719,40000;3424289,00000;13;29;10;2;12;32;28;5;0;0,00000;0;0,00000;0;0,00000;2;3564,60000;60;118,80000;197;36,10000;846;11,70000;3365;5,50000;5253;4,30000;8667;3,70000;5.7.2013;0,00000;0,00000
479;5.7.2013;27;243960,20000;3546269,10000;3452270,40000;27;19;10;4;9;22;30;3;0;0,00000;0;0,00000;5;1097,80000;5;1097,80000;87;70,10000;263;23,10000;1203;7,00000;3451;4,50000;5794;3,30000;8960;3,10000;12.7.2013;0,00000;0,00000
480;12.7.2013;28;277552,00000;3591046,40000;3483802,10000;18;34;5;32;24;12;1;4;0;0,00000;0;0,00000;3;1850,30000;4;1734,70000;78;88,90000;266;26,00000;935;10,30000;3513;5,10000;5516;4,00000;9204;3,40000;19.7.2013;0,00000;0,00000
481;19.7.2013;29;277998,60000;3622801,40000;3515175,30000;14;18;25;13;3;4;6;4;0;0,00000;0;0,00000;3;1853,30000;4;1737,40000;39;178,20000;189;36,70000;831;11,70000;3434;5,20000;5191;4,20000;7768;4,10000;26.7.2013;0,00000;0,00000
482;26.7.2013;30;269613,30000;3649981,95000;3550669,35000;7;21;15;25;14;30;6;4;0;0,00000;0;0,00000;0;0,00000;4;1685,00000;48;140,40000;199;33,80000;612;15,40000;2944;5,90000;4368;4,90000;8586;3,60000;2.8.2013;0,00000;0,00000
483;2.8.2013;31;262571,10000;3681954,90000;3580525,20000;22;7;24;4;8;14;15;1;0;0,00000;0;0,00000;1;5251,40000;3;2188,00000;45;145,80000;215;30,50000;685;13,40000;3091;5,50000;4401;4,70000;8231;3,60000;9.8.2013;0,00000;0,00000
484;9.8.2013;32;271075,20000;3716062,80000;3616588,80000;14;22;9;12;30;10;1;1;0;0,00000;0;0,00000;0;0,00000;4;1694,20000;53;127,80000;186;36,40000;705;13,40000;3009;5,80000;4402;4,90000;7484;4,10000;16.8.2013;0,00000;0,00000
