ID;DATUM;TYZDEN;C_1;C_2;C_3;C_4;C_5;C_6;DODAT;E_1;E_2;E_3;E_4;E_5;E_6;E_7;E_8;E_9;E_10;E_11;E_12;E_13;E_14;JACKPOT1;VKLAD1;NA_VYHRY1;PREDP_SUMA1;SUMA_VYHRY1;NASLED_ZREB
667;8.3.1970;10;7;48;20;43;19;16;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;15.3.1970
668;15.3.1970;11;2;25;5;43;26;17;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;22.3.1970
669;22.3.1970;12;11;27;24;44;16;13;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;29.3.1970
670;29.3.1970;13;35;31;22;41;14;34;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;5.4.1970
671;5.4.1970;14;45;15;38;11;34;17;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;12.4.1970
672;12.4.1970;15;25;24;45;30;6;26;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;19.4.1970
673;19.4.1970;16;30;20;47;32;17;13;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;26.4.1970
674;26.4.1970;17;10;2;4;29;9;30;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;3.5.1970
675;3.5.1970;18;40;30;11;10;49;19;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;10.5.1970
676;10.5.1970;19;2;19;35;36;29;27;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;17.5.1970
677;17.5.1970;20;11;43;29;18;25;17;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;24.5.1970
678;24.5.1970;21;40;13;20;23;32;33;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;31.5.1970
679;31.5.1970;22;32;18;22;21;12;25;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;7.6.1970
680;7.6.1970;23;6;8;26;38;42;1;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;14.6.1970
681;14.6.1970;24;20;3;36;45;16;13;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;21.6.1970
682;21.6.1970;25;1;21;43;26;34;30;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;28.6.1970
683;28.6.1970;26;49;23;41;47;3;46;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;5.7.1970
684;5.7.1970;27;22;28;47;4;26;10;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;12.7.1970
685;12.7.1970;28;5;27;23;24;39;47;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;19.7.1970
686;19.7.1970;29;13;35;26;49;43;1;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;26.7.1970
687;26.7.1970;30;20;19;15;11;35;21;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;2.8.1970
688;2.8.1970;31;21;16;4;9;20;26;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;9.8.1970
689;9.8.1970;32;36;15;47;49;48;2;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;16.8.1970
690;16.8.1970;33;27;2;46;20;13;3;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;23.8.1970
691;23.8.1970;34;27;3;42;24;47;19;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;30.8.1970
692;30.8.1970;35;32;34;22;37;2;26;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;6.9.1970
693;6.9.1970;36;2;37;12;35;14;27;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;13.9.1970
694;13.9.1970;37;37;40;19;9;15;6;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;20.9.1970
695;20.9.1970;38;27;34;17;49;24;25;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;27.9.1970
696;27.9.1970;39;39;18;47;11;45;5;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;4.10.1970
697;4.10.1970;40;27;22;21;12;39;40;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;11.10.1970
698;11.10.1970;41;13;40;49;7;5;42;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;18.10.1970
699;18.10.1970;42;13;8;14;35;43;44;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;25.10.1970
700;25.10.1970;43;26;12;19;34;27;3;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;1.11.1970
701;1.11.1970;44;40;23;1;49;11;18;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;8.11.1970
702;8.11.1970;45;40;7;12;11;5;13;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;15.11.1970
703;15.11.1970;46;16;15;35;38;44;7;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;22.11.1970
704;22.11.1970;47;42;46;1;15;44;37;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;29.11.1970
705;29.11.1970;48;10;36;42;39;8;48;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;6.12.1970
706;6.12.1970;49;12;8;39;1;47;21;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;13.12.1970
707;13.12.1970;50;27;25;17;24;26;23;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;20.12.1970
708;20.12.1970;51;30;28;33;19;15;40;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;27.12.1970
709;27.12.1970;52;38;6;31;14;42;44;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;3.1.1971
710;3.1.1971;53;44;36;2;37;39;32;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;10.1.1971
711;10.1.1971;2;30;12;48;19;49;43;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;17.1.1971
712;17.1.1971;3;39;45;18;22;23;1;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;24.1.1971
713;24.1.1971;4;29;8;14;19;35;45;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;31.1.1971
714;31.1.1971;5;31;3;48;22;23;43;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;7.2.1971
715;7.2.1971;6;15;49;14;34;21;20;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;14.2.1971
716;14.2.1971;7;24;13;8;5;49;21;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;21.2.1971
717;21.2.1971;8;42;23;18;40;15;2;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;28.2.1971
718;28.2.1971;9;28;15;41;22;7;16;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;7.3.1971
719;7.3.1971;10;27;45;24;32;25;48;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;14.3.1971
720;14.3.1971;11;10;30;26;1;7;21;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;21.3.1971
721;21.3.1971;12;30;40;41;11;2;10;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;28.3.1971
722;28.3.1971;13;3;45;17;36;49;8;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;4.4.1971
723;4.4.1971;14;8;17;9;22;11;40;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;11.4.1971
724;11.4.1971;15;36;13;39;34;15;7;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;18.4.1971
725;18.4.1971;16;19;32;17;48;49;7;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;25.4.1971
726;25.4.1971;17;37;1;16;28;40;12;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;2.5.1971
727;2.5.1971;18;5;8;21;33;44;42;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;9.5.1971
728;9.5.1971;19;41;31;26;24;47;34;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;16.5.1971
729;16.5.1971;20;44;5;35;14;33;37;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;23.5.1971
730;23.5.1971;21;49;22;32;23;39;24;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;30.5.1971
731;30.5.1971;22;37;36;34;12;39;9;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;6.6.1971
732;6.6.1971;23;3;8;39;20;7;10;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;13.6.1971
733;13.6.1971;24;11;40;47;49;36;19;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;20.6.1971
734;20.6.1971;25;4;48;47;23;38;36;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;27.6.1971
735;27.6.1971;26;43;45;41;21;14;47;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;4.7.1971
736;4.7.1971;27;46;37;38;34;30;49;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;11.7.1971
737;11.7.1971;28;29;4;13;49;1;36;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;18.7.1971
738;18.7.1971;29;4;7;25;28;35;9;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;25.7.1971
739;25.7.1971;30;5;21;1;36;19;3;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;1.8.1971
740;1.8.1971;31;30;20;35;29;41;11;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;8.8.1971
741;8.8.1971;32;21;38;46;23;10;40;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;15.8.1971
742;15.8.1971;33;1;46;42;27;26;40;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;22.8.1971
743;22.8.1971;34;23;37;30;8;22;4;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;29.8.1971
744;29.8.1971;35;23;22;47;46;40;16;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;5.9.1971
745;5.9.1971;36;5;22;8;34;32;33;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;12.9.1971
746;12.9.1971;37;4;18;40;9;24;46;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;19.9.1971
747;19.9.1971;38;31;12;24;8;33;19;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;26.9.1971
748;26.9.1971;39;17;26;8;28;27;31;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;3.10.1971
749;3.10.1971;40;2;3;28;10;9;38;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;10.10.1971
750;10.10.1971;41;42;10;3;27;24;41;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;17.10.1971
751;17.10.1971;42;16;35;49;28;11;14;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;24.10.1971
752;24.10.1971;43;48;33;5;43;13;31;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;31.10.1971
753;31.10.1971;44;16;34;10;14;18;33;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;7.11.1971
754;7.11.1971;45;49;13;21;10;46;29;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;14.11.1971
755;14.11.1971;46;17;4;45;35;22;37;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;21.11.1971
756;21.11.1971;47;4;39;5;29;11;32;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;28.11.1971
757;28.11.1971;48;7;47;48;25;30;20;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;5.12.1971
758;5.12.1971;49;10;13;21;40;23;34;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;12.12.1971
759;12.12.1971;50;8;13;49;17;2;43;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;19.12.1971
760;19.12.1971;51;15;18;34;28;35;19;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;26.12.1971
761;26.12.1971;52;2;6;13;47;8;17;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;2.1.1972
762;2.1.1972;53;10;27;29;33;1;40;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;9.1.1972
763;9.1.1972;2;17;20;9;10;21;38;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;16.1.1972
764;16.1.1972;3;11;47;17;43;5;41;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;23.1.1972
765;23.1.1972;4;40;26;14;30;34;38;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;30.1.1972
766;30.1.1972;5;47;8;29;21;46;26;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;6.2.1972
767;6.2.1972;6;43;13;31;29;47;32;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;13.2.1972
768;13.2.1972;7;48;10;15;16;5;46;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;20.2.1972
769;20.2.1972;8;37;22;41;48;30;27;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;27.2.1972
770;27.2.1972;9;12;47;32;9;34;28;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;5.3.1972
771;5.3.1972;10;32;26;9;44;18;48;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;12.3.1972
772;12.3.1972;11;46;32;14;8;30;12;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;19.3.1972
773;19.3.1972;12;29;3;36;34;13;28;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;26.3.1972
774;26.3.1972;13;24;17;36;4;19;35;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;2.4.1972
775;2.4.1972;14;43;16;20;22;26;13;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;9.4.1972
776;9.4.1972;15;42;26;43;37;29;9;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;16.4.1972
777;16.4.1972;16;9;10;22;6;25;8;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;23.4.1972
778;23.4.1972;17;48;2;47;49;21;36;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;30.4.1972
779;30.4.1972;18;6;18;7;9;43;47;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;7.5.1972
780;7.5.1972;19;6;33;11;47;41;21;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;14.5.1972
781;14.5.1972;20;12;1;2;22;43;27;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;21.5.1972
782;21.5.1972;21;39;28;6;2;15;1;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;28.5.1972
783;28.5.1972;22;34;31;3;10;40;25;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;4.6.1972
784;4.6.1972;23;47;1;37;34;7;6;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;11.6.1972
785;11.6.1972;24;17;48;19;33;5;14;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;18.6.1972
786;18.6.1972;25;43;35;4;30;46;23;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;25.6.1972
787;25.6.1972;26;18;46;39;43;9;27;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;2.7.1972
788;2.7.1972;27;8;2;49;27;46;21;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;9.7.1972
789;9.7.1972;28;23;47;44;19;28;42;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;16.7.1972
790;16.7.1972;29;1;3;39;16;19;12;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;23.7.1972
791;23.7.1972;30;31;41;26;17;16;43;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;30.7.1972
792;30.7.1972;31;4;25;38;28;41;43;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;6.8.1972
793;6.8.1972;32;13;18;26;2;11;38;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;13.8.1972
794;13.8.1972;33;41;3;28;29;42;35;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;20.8.1972
795;20.8.1972;34;42;19;41;31;20;16;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;27.8.1972
796;27.8.1972;35;42;31;8;11;14;25;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;3.9.1972
797;3.9.1972;36;1;24;25;10;34;37;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;10.9.1972
798;10.9.1972;37;40;47;4;29;36;1;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;17.9.1972
799;17.9.1972;38;25;1;13;17;34;20;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;24.9.1972
800;24.9.1972;39;22;31;20;11;12;15;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;1.10.1972
801;1.10.1972;40;23;15;7;44;3;42;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;8.10.1972
802;8.10.1972;41;46;28;7;13;5;9;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;15.10.1972
803;15.10.1972;42;32;28;33;44;6;14;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;22.10.1972
804;22.10.1972;43;13;31;22;29;11;33;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;29.10.1972
805;29.10.1972;44;37;40;10;16;45;23;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;5.11.1972
806;5.11.1972;45;24;38;9;31;8;12;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;12.11.1972
807;12.11.1972;46;44;12;5;16;46;37;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;19.11.1972
808;19.11.1972;47;6;3;11;23;31;19;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;26.11.1972
809;26.11.1972;48;38;20;7;11;34;39;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;3.12.1972
810;3.12.1972;49;29;14;28;20;17;22;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;10.12.1972
811;10.12.1972;50;1;14;10;15;25;29;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;17.12.1972
812;17.12.1972;51;28;44;48;9;22;33;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;24.12.1972
813;24.12.1972;52;11;10;46;20;32;1;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;31.12.1972
814;31.12.1972;53;21;17;30;34;19;43;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;7.1.1973
815;7.1.1973;1;47;10;42;48;25;27;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;14.1.1973
816;14.1.1973;2;29;10;48;26;37;49;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;21.1.1973
817;21.1.1973;3;44;32;28;35;17;31;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;28.1.1973
818;28.1.1973;4;17;5;36;34;13;35;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;4.2.1973
819;4.2.1973;5;15;1;8;19;45;28;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;11.2.1973
820;11.2.1973;6;15;12;19;30;29;20;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;18.2.1973
821;18.2.1973;7;11;40;10;22;16;12;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;25.2.1973
822;25.2.1973;8;14;27;34;1;46;30;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;4.3.1973
823;4.3.1973;9;48;43;47;6;32;34;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;11.3.1973
824;11.3.1973;10;47;26;23;33;43;4;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;18.3.1973
825;18.3.1973;11;13;42;23;9;49;32;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;25.3.1973
826;25.3.1973;12;38;31;15;27;21;23;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;1.4.1973
827;1.4.1973;13;45;19;38;20;42;46;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;8.4.1973
828;8.4.1973;14;34;22;21;14;44;37;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;15.4.1973
829;15.4.1973;15;12;20;34;14;42;13;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;22.4.1973
830;22.4.1973;16;2;49;21;24;31;36;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;29.4.1973
831;29.4.1973;17;32;31;16;4;33;28;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;6.5.1973
832;6.5.1973;18;48;17;46;19;39;47;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;13.5.1973
833;13.5.1973;19;10;35;49;12;42;36;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;20.5.1973
834;20.5.1973;20;48;36;23;20;10;29;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;27.5.1973
835;27.5.1973;21;17;2;42;37;34;44;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;3.6.1973
836;3.6.1973;22;44;5;41;39;38;28;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;10.6.1973
837;10.6.1973;23;9;44;4;32;31;28;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;17.6.1973
838;17.6.1973;24;32;35;18;49;21;41;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;24.6.1973
839;24.6.1973;25;25;45;39;29;48;21;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;1.7.1973
840;1.7.1973;26;27;31;20;12;48;38;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;8.7.1973
841;8.7.1973;27;24;16;6;27;23;46;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;15.7.1973
842;15.7.1973;28;7;45;6;4;26;49;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;22.7.1973
843;22.7.1973;29;31;38;5;32;34;15;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;29.7.1973
844;29.7.1973;30;39;1;31;9;46;18;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;5.8.1973
845;5.8.1973;31;5;15;30;20;41;13;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;12.8.1973
846;12.8.1973;32;46;28;8;1;5;23;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;19.8.1973
847;19.8.1973;33;13;2;25;7;21;37;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;26.8.1973
848;26.8.1973;34;7;48;32;22;47;30;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;2.9.1973
849;2.9.1973;35;23;9;47;32;42;26;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;9.9.1973
850;9.9.1973;36;1;2;36;12;18;37;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;16.9.1973
851;16.9.1973;37;30;49;33;40;31;44;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;23.9.1973
852;23.9.1973;38;19;42;44;24;23;1;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;30.9.1973
853;30.9.1973;39;41;5;47;22;39;23;0;0;-1;0;-1;0;-1;0;-1;0;-1;;;;;-1;-1;-1;0;0;7.10.1973
