MATESID;DATUM;TYZDEN;C_1;C_2;C_3;C_4;C_5;1_SUMA_VYH;1_POCET_VYH;2_SUMA_VYH;2_POCET_VYH;3_SUMA_VYH;3_POCET_VYH;JACKPOT;VKLAD;NA_VYHRY;PREDP_SUMA_SPOLU;PREDP_SUMA_1;NASLED_ZREB
191;13.6.1999;24;2;8;16;17;21;316709.00;1;1362.00;69;100.00;1858;0.00;747565.00;596487.00;400000.00;80000.00;
192;20.6.1999;25;7;11;12;17;21;0.00;0;713.00;85;100.00;2349;60607.50;712225.00;356112.50;500000.00;140000.00;
193;27.6.1999;26;1;11;10;33;23;0.00;0;1294.00;74;100.00;1816;156416.50;746330.00;433772.50;600000.00;240000.00;
194;4.7.1999;27;16;24;29;31;34;0.00;0;1255.00;68;100.00;1784;241876.50;698400.00;505616.50;600000.00;320000.00;
195;11.7.1999;28;5;27;30;31;35;0.00;0;1398.00;60;100.00;2010;325829.00;737665.00;610709.00;700000.00;400000.00;
196;18.7.1999;29;17;19;23;30;33;199347.00;2;528.00;138;100.00;2677;0.00;826860.00;739259.00;400000.00;90000.00;
197;25.7.1999;30;2;4;25;29;34;86686.00;1;1110.00;78;100.00;2021;0.00;750730.00;375366.00;400000.00;80000.00;
198;1.8.1999;31;5;13;18;27;28;71850.00;1;958.00;75;100.00;1887;0.00;664800.00;332400.00;300000.00;70000.00;
199;8.8.1999;32;3;4;14;15;30;0.00;0;3014.00;30;100.00;1332;90462.50;628165.00;314082.50;400000.00;160000.00;
200;15.8.1999;33;2;5;16;19;28;178069.00;1;1367.00;64;100.00;1774;0.50;704990.00;442957.50;400000.00;80000.00;
202;22.8.1999;34;5;17;20;24;28;0.00;0;1947.00;47;100.00;1647;91559.00;695535.00;347768.00;500000.00;170000.00;
203;29.8.1999;35;5;6;13;15;26;0.00;0;1207.00;68;100.00;1784;173730.50;685295.00;434206.50;500000.00;250000.00;
204;5.9.1999;36;8;10;24;26;28;0.00;0;2782.00;35;100.00;1572;271120.50;703920.00;525690.50;600000.00;350000.00;
205;12.9.1999;37;6;11;20;33;34;0.00;0;1077.00;75;100.00;2066;351948.00;736405.00;639323.00;700000.00;430000.00;
206;19.9.1999;38;8;11;23;31;33;0.00;0;677.00;110;100.00;2351;426600.50;768445.00;736170.50;800000.00;510000.00;
207;26.9.1999;39;11;12;25;27;32;0.00;0;1070.00;69;100.00;2589;500488.00;813235.00;833218.00;900000.00;590000.00;
208;3.10.1999;40;9;14;15;21;26;0.00;0;1404.00;69;100.00;2164;597459.50;820495.00;910735.50;1000000.00;680000.00;
209;10.10.1999;41;4;6;12;28;35;702739.00;1;1422.00;74;100.00;2114;0.00;843815.00;1019367.00;400000.00;80000.00;
210;17.10.1999;42;2;3;11;18;24;0.00;0;842.00;79;100.00;2131;66522.00;692280.00;346140.00;500000.00;150000.00;
211;24.10.1999;43;12;13;15;18;27;0.00;0;1635.00;54;100.00;1708;154837.00;694810.00;413927.00;600000.00;230000.00;
212;31.10.1999;44;4;19;24;31;33;216385.00;1;516.00;119;100.00;2176;0.50;681105.00;495389.50;300000.00;70000.00;
213;7.11.1999;45;16;19;24;25;31;60011.00;1;1016.00;59;100.00;1956;0.50;631110.00;315555.50;300000.00;60000.00;
214;14.11.1999;46;3;12;14;20;34;88509.00;1;3277.00;27;100.00;1561;0.00;666175.00;333088.00;300000.00;70000.00;
215;21.11.1999;47;1;2;4;8;14;0.00;0;1248.00;65;100.00;1721;81155.00;668750.00;334375.00;400000.00;150000.00;
216;28.11.1999;48;2;12;18;22;30;0.00;0;1444.00;58;100.00;1805;164995.50;696185.00;429247.50;500000.00;230000.00;
217;5.12.1999;49;6;9;13;27;29;229077.00;1;843.00;76;100.00;2163;0.50;688900.00;509445.50;300000.00;70000.00;
218;12.12.1999;50;7;13;14;15;31;0.00;0;1479.00;53;100.00;1792;78408.50;671990.00;335995.50;400000.00;150000.00;
220;19.12.1999;51;2;4;5;7;35;0.00;0;1200.00;58;100.00;2171;151860.50;727960.00;442388.50;600000.00;230000.00;
221;26.12.1999;52;4;20;22;29;35;0.00;0;2955.00;34;100.00;1129;252340.50;627700.00;465710.50;700000.00;330000.00;
222;2.1.2000;53;2;5;9;20;34;339351.00;1;1278.00;68;100.00;1802;0.50;708230.00;606455.50;400000.00;80000.00;
223;9.1.2000;2;10;12;16;27;29;90709.00;1;2324.00;39;100.00;1361;0.50;634890.00;317445.50;300000.00;70000.00;
224;16.1.2000;3;5;12;20;23;27;0.00;0;1453.00;57;100.00;1750;82839.50;681320.00;340660.50;500000.00;160000.00;
225;23.1.2000;4;10;17;19;27;28;0.00;0;1109.00;75;100.00;2161;166087.00;765045.00;465362.00;600000.00;250000.00;
226;30.1.2000;5;6;16;25;26;27;261332.00;1;1420.00;67;100.00;1988;0.00;778370.00;555272.00;400000.00;70000.00;
227;6.2.2000;6;9;18;29;30;31;0.00;0;1202.00;65;100.00;1969;78157.50;706375.00;353187.50;500000.00;150000.00;
228;13.2.2000;7;1;15;27;30;31;0.00;0;2211.00;53;100.00;1523;195412.00;773475.00;464895.00;600000.00;280000.00;
229;20.2.2000;8;1;13;17;26;27;289557.00;1;1134.00;83;100.00;2402;0.50;856935.00;623879.50;400000.00;80000.00;
230;27.2.2000;9;6;9;12;16;20;24473.00;3;672.00;109;100.00;2328;1.00;758935.00;379468.00;400000.00;70000.00;
231;5.3.2000;10;1;3;9;25;34;77637.00;1;1232.00;63;100.00;1954;0.50;701305.00;350653.50;400000.00;70000.00;
232;12.3.2000;11;4;5;7;23;30;0.00;0;1564.00;51;100.00;1978;79801.50;714730.00;357365.50;500000.00;150000.00;
233;19.3.2000;12;2;18;24;25;30;0.00;0;1692.00;53;100.00;1983;169580.50;755510.00;457556.50;600000.00;250000.00;
234;26.3.2000;13;1;4;18;24;35;0.00;0;1603.00;60;100.00;1994;265853.00;783705.00;561433.00;700000.00;350000.00;
235;2.4.2000;14;13;14;19;21;34;0.00;0;1649.00;58;100.00;1898;361516.00;762210.00;646958.00;800000.00;440000.00;
236;9.4.2000;15;1;2;7;12;23;452637.00;1;919.00;99;100.00;2205;0.50;805205.00;764118.50;400000.00;70000.00;
237;16.4.2000;16;2;8;16;19;29;83520.00;1;1464.00;57;100.00;1725;0.00;678935.00;339468.00;400000.00;70000.00;
238;23.4.2000;17;20;23;28;29;31;0.00;0;2966.00;33;100.00;1249;97912.00;641380.00;320690.00;400000.00;170000.00;
239;30.4.2000;18;3;6;27;32;35;0.00;0;1431.00;52;100.00;1760;172335.00;649670.00;422747.00;500000.00;240000.00;
240;7.5.2000;19;9;17;19;22;24;2226716.00;1;596.00;91;100.00;2294;0.50;676035.00;510352.50;400000.00;70000.00;
241;14.5.2000;20;12;14;19;20;28;0.00;0;2150.00;40;100.00;1488;86048.00;641695.00;320848.00;400000.00;160000.00;
242;21.5.2000;21;8;13;16;28;35;0.00;0;2276.00;44;100.00;1478;186244.00;696280.00;434188.00;600000.00;260000.00;
243;28.5.2000;22;6;10;11;14;33;0.00;0;1510.00;52;100.00;1994;264834.00;713020.00;542754.00;600000.00;340000.00;
244;4.6.2000;23;4;16;17;22;29;346180.00;1;923.00;88;100.00;1918;0.00;708740.00;619204.00;400000.00;70000.00;
245;11.6.2000;24;9;15;21;32;33;72942.00;1;910.00;80;100.00;1661;0.50;623685.00;311842.50;300000.00;70000.00;
246;18.6.2000;25;13;25;33;34;35;47694.00;1;644.00;74;100.00;2256;0.50;641900.00;320950.50;300000.00;70000.00;
247;25.6.2000;26;4;7;12;30;32;0.00;0;1349.00;53;100.00;1695;71558.50;625110.00;312555.50;400000.00;140000.00;
248;2.7.2000;27;13;18;20;25;28;0.00;0;2172.00;38;100.00;1468;154162.50;623880.00;383498.50;500000.00;220000.00;
249;9.7.2000;28;10;13;15;26;29;0.00;0;1924.00;47;100.00;1385;244624.00;638780.00;473552.00;600000.00;310000.00;
250;16.7.2000;29;7;26;28;30;33;0.00;0;2280.00;42;100.00;1711;340442.00;725355.00;607302.00;700000.00;420000.00;
251;23.7.2000;30;5;12;16;17;22;431679.00;1;1402.00;65;100.00;2233;0.50;811335.00;746109.50;400000.00;80000.00;
252;30.7.2000;31;6;8;9;20;33;0.00;0;1349.00;57;100.00;1622;76902.50;631990.00;315995.50;400000.00;150000.00;
253;6.8.2000;32;3;6;9;12;15;9057.00;15;457.00;129;100.00;1999;2.00;635615.00;394710.00;300000.00;60000.00;
254;13.8.2000;33;4;16;21;26;31;68602.00;1;1142.00;60;100.00;1357;0.00;545640.00;272822.00;250000.00;50000.00;
255;20.8.2000;34;2;3;22;23;28;0.00;0;2359.00;34;100.00;1128;80269.00;546550.00;273275.00;380000.00;140000.00;
256;27.8.2000;35;3;4;21;27;33;0.00;0;1270.00;55;100.00;1532;150191.50;585945.00;373241.50;450000.00;210000.00;
257;3.9.2000;36;8;13;15;20;25;0.00;0;1218.00;50;100.00;1686;211159.00;580935.00;440659.00;510000.00;270000.00;
258;10.9.2000;37;4;15;27;30;34;0.00;0;1983.00;44;100.00;1432;298484.50;635555.00;528936.50;620000.00;360000.00;
259;17.9.2000;38;6;30;31;32;33;0.00;0;620.00;127;100.00;1717;377459.50;658830.00;627899.50;730000.00;450000.00;
260;24.9.2000;39;3;7;12;27;34;0.00;0;883.00;74;100.00;2258;442812.50;712990.00;733954.50;820000.00;520000.00;
261;1.10.2000;40;10;20;25;26;31;0.00;0;1639.00;55;100.00;1795;533042.50;719750.00;802687.50;880000.00;600000.00;
262;8.10.2000;41;8;21;27;31;34;0.00;0;1316.00;71;100.00;1955;626606.50;765000.00;915542.50;1030000.00;710000.00;
263;15.10.2000;42;6;10;17;27;30;0.00;0;1513.00;70;100.00;2099;732624.00;843655.00;1048434.00;1160000.00;820000.00;
264;22.10.2000;43;10;11;17;21;26;837500.00;1;888.00;118;100.00;2733;0.00;965920.00;1215584.00;350000.00;70000.00;
265;29.10.2000;44;1;9;18;19;33;0.00;0;784.00;63;100.00;2147;49435.50;627055.00;313527.50;400000.00;120000.00;
266;5.11.2000;45;9;12;18;25;28;0.00;0;833.00;70;100.00;1932;111335.50;633820.00;366345.50;440000.00;180000.00;
267;12.11.2000;46;6;17;24;31;35;0.00;0;992.00;81;100.00;1885;191766.00;698565.00;460618.00;540000.00;260000.00;
268;19.11.2000;47;3;7;12;14;28;0.00;0;1003.00;70;100.00;2303;261986.00;741460.00;562496.00;640000.00;340000.00;
269;26.11.2000;48;6;13;20;21;23;0.00;0;1916.00;46;100.00;1999;350197.50;752495.00;638233.50;750000.00;430000.00;
270;3.12.2000;49;15;17;27;28;31;427747.00;1;668.00;116;100.00;2354;0.00;780875.00;740635.00;300000.00;60000.00;
271;10.12.2000;50;9;15;19;20;31;0.00;0;1782.00;45;100.00;1690;80232.50;658845.00;329422.50;430000.00;150000.00;
272;17.12.2000;51;3;8;9;24;29;158714.00;1;816.00;96;100.00;2160;0.00;745635.00;453050.00;300000.00;60000.00;
273;23.12.2000;52;2;8;12;30;33;0.00;0;1930.00;45;100.00;1583;86887.50;664075.00;332037.50;410000.00;150000.00;
274;30.12.2000;53;3;12;14;23;26;0.00;0;1597.00;51;100.00;1737;168413.00;673345.00;423560.00;520000.00;240000.00;
275;7.1.2001;1;4;6;11;12;34;0.00;0;1000.00;65;100.00;2176;233440.50;695255.00;516040.50;580000.00;300000.00;
276;14.1.2001;2;2;8;23;24;35;0.00;0;2047.00;51;100.00;1982;337853.50;814020.00;640450.50;760000.00;420000.00;
277;21.1.2001;3;2;3;7;10;13;0.00;0;858.00;97;100.00;2714;421132.50;875810.00;775758.50;8500000.00;510000.00;
278;28.1.2001;4;8;12;14;26;29;0.00;0;2556.00;48;100.00;1822;543879.50;855270.00;848767.50;990000.00;630000.00;
279;4.2.2001;5;15;21;22;24;31;0.00;0;1853.00;60;100.00;2217;655149.50;888300.00;988029.50;1110000.00;750000.00;
280;11.2.2001;6;1;3;11;23;27;0.00;0;1096.00;102;100.00;2787;767035.00;1004755.00;1157527.00;1270000.00;870000.00;
281;18.2.2001;7;10;11;27;30;31;0.00;0;1048.00;111;100.00;2988;883404.50;1062995.00;1298532.50;1430000.00;990000.00;
282;25.2.2001;8;1;3;8;22;27;0.00;0;1892.00;87;100.00;2723;1048170.50;1203340.00;1485074.50;1650000.00;1170000.00;
283;4.3.2001;9;10;27;28;31;33;0.00;0;951.00;137;100.00;3434;1178698.50;1208430.00;1652385.50;1830000.00;1310000.00;
284;11.3.2001;10;6;11;18;27;33;653859.00;2;795.00;162;100.00;3754;0.50;1266420.00;1811908.50;350000.00;70000.00;
285;18.3.2001;11;4;7;9;17;20;61775.00;1;550.00;112;100.00;2697;0.50;786150.00;393075.50;400000.00;80000.00;
286;25.3.2001;12;15;20;21;25;33;0.00;0;1627.00;57;100.00;1914;92756.50;753790.00;376895.50;490000.00;170000.00;
288;1.4.2001;13;2;20;25;30;32;0.00;0;1963.00;48;100.00;1805;187007.50;737950.00;461731.50;590000.00;270000.00;
289;8.4.2001;14;1;7;16;21;29;0.00;0;1649.00;65;100.00;1636;294285.00;756125.00;565070.00;690000.00;370000.00;
290;15.4.2001;15;4;8;11;12;24;0.00;0;269.00;158;100.00;2925;336883.00;755200.00;671885.00;710000.00;410000.00;
291;22.4.2001;16;5;13;28;30;32;0.00;0;1195.00;87;100.00;2126;440875.50;841115.00;757440.50;870000.00;530000.00;
292;29.4.2001;17;10;17;19;21;26;516196.00;1;776.00;97;100.00;2641;0.00;829385.00;855568.00;350000.00;70000.00;
293;6.5.2001;18;1;5;6;11;23;0.00;0;1285.00;55;100.00;1702;70697.50;623145.00;311572.50;400000.00;140000.00;
294;13.5.2001;19;6;11;15;16;21;166332.00;1;1737.00;55;100.00;1537;0.50;689740.00;415567.50;330000.00;70000.00;
295;20.5.2001;20;5;22;29;34;35;0.00;0;1497.00;52;100.00;1692;77859.00;649805.00;324903.00;400000.00;140000.00;
296;27.5.2001;21;9;12;17;25;32;0.00;0;400.00;99;100.00;2541;117541.50;666765.00;411241.50;470000.00;190000.00;
297;3.6.2001;22;6;19;27;33;34;0.00;0;1012.00;64;100.00;2204;182326.00;699905.00;467494.00;530000.00;250000.00;
298;10.6.2001;23;2;4;20;32;33;281144.00;1;1764.00;56;100.00;1731;0.50;741405.00;553028.50;350000.00;70000.00;
299;17.6.2001;24;1;13;22;23;32;0.00;0;2549.00;37;100.00;1328;94352.50;642930.00;321465.50;440000.00;160000.00;
300;24.6.2001;25;3;6;15;28;34;0.00;0;1160.00;73;100.00;1866;179152.50;712160.00;450432.50;550000.00;250000.00;
301;1.7.2001;26;2;5;22;24;26;0.00;0;2169.00;42;100.00;1619;270314.50;688320.00;523312.50;620000.00;340000.00;
302;8.7.2001;27;2;10;13;17;26;0.00;0;904.00;82;100.00;1934;344591.50;683610.00;612119.50;690000.00;410000.00;
303;15.7.2001;28;6;7;17;26;28;0.00;0;1387.00;59;100.00;2115;426503.50;750490.00;375245.00;830000.00;510000.00;
304;22.7.2001;29;3;5;17;18;33;249403.00;2;688.00;105;100.00;2620;0.00;813085.00;833046.00;350000.00;70000.00;
305;29.7.2001;30;4;5;10;25;30;0.00;0;637.00;90;100.00;2102;57425.00;649910.00;324955.00;410000.00;130000.00;
306;5.8.2001;31;10;11;28;29;31;0.00;0;1983.00;41;100.00;1439;138742.00;613040.00;363945.00;490000.00;210000.00;
307;12.8.2001;32;2;15;17;20;21;0.00;0;1748.00;51;100.00;1575;227976.50;671765.00;474624.50;580000.00;300000.00;
308;19.8.2001;33;8;14;19;20;27;149969.00;2;790.00;91;100.00;2044;1.00;696505.00;576229.00;330000.00;70000.00;
309;26.8.2001;34;4;7;9;15;20;0.00;0;841.00;86;100.00;1746;72405.00;638660.00;319331.00;400000.00;140000.00;
310;2.9.2001;35;5;13;16;26;29;148050.00;1;1220.00;62;100.00;1583;0.00;619170.00;381990.00;330000.00;70000.00;
311;9.9.2001;36;5;10;11;15;29;0.00;0;1254.00;53;100.00;1783;66468.00;622460.00;311230.00;390000.00;130000.00;
312;16.9.2001;37;5;8;17;18;32;135757.00;1;1648.00;42;100.00;1849;0.00;646810.00;389873.00;300000.00;60000.00;
313;23.9.2001;38;3;6;7;15;18;0.00;0;1000.00;53;100.00;2098;53042.50;631685.00;315842.50;380000.00;120000.00;
314;30.9.2001;39;6;7;14;27;33;0.00;0;1349.00;50;100.00;1796;120574.50;629165.00;367624.50;450000.00;190000.00;
315;7.10.2001;40;6;7;16;29;34;0.00;0;2126.00;44;100.00;1472;214145.50;668630.00;454889.50;560000.00;280000.00;
316;14.10.2001;41;11;12;14;21;24;0.00;0;1240.00;60;100.00;2012;288578.00;700065.00;564178.00;640000.00;360000.00;
317;21.10.2001;42;23;24;29;30;35;193850.00;2;1500.00;66;100.00;1778;0.50;751845.00;664500.50;300000.00;60000.00;
318;28.10.2001;43;9;14;21;25;27;0.00;0;2418.00;32;100.00;1674;77417.00;644385.00;322193.00;430000.00;150000.00;
319;4.11.2001;44;10;19;32;33;35;145677.00;1;1100.00;62;100.00;1878;0.00;648520.00;401677.00;330000.00;70000.00;
320;11.11.2001;45;6;7;26;31;33;0.00;0;1579.00;46;100.00;1802;72641.00;650950.00;325475.00;410000.00;140000.00;
321;18.11.2001;46;5;7;14;15;34;0.00;0;1440.00;57;100.00;1815;154791.00;691460.00;418371.00;500000.00;220000.00;
322;25.11.2001;47;2;28;30;32;34;252949.00;1;2087.00;47;100.00;1749;0.50;742295.00;525938.50;300000.00;60000.00;
323;2.12.2001;48;3;19;24;25;31;0.00;0;766.00;76;100.00;2146;58332.00;662295.00;331148.00;410000.00;130000.00;
324;9.12.2001;49;4;16;24;29;32;0.00;0;1053.00;77;100.00;1765;139433.50;677365.00;397014.50;490000.00;210000.00;
325;16.12.2001;50;14;16;22;27;31;122349.00;2;1594.00;66;100.00;1752;1.50;771340.00;525103.50;300000.00;60000.00;
326;23.12.2001;51;3;4;22;27;29;0.00;0;2365.00;45;100.00;1580;106434.00;741715.00;370859.00;460000.00;180000.00;
327;30.12.2001;52;6;11;15;21;31;0.00;0;740.00;105;100.00;2032;184194.00;717320.00;465094.00;530000.00;250000.00;
328;6.1.2002;53;10;11;26;31;33;254549.00;1;976.00;72;100.00;2089;0.50;699055.00;533721.50;330000.00;70000.00;
329;13.1.2002;2;11;21;27;29;35;0.00;0;1875.00;47;100.00;1784;88190.50;709430.00;354715.50;440000.00;160000.00;
330;20.1.2002;3;11;13;19;23;30;0.00;0;1347.00;66;100.00;2096;177158.50;774940.00;475660.50;580000.00;260000.00;
331;27.1.2002;4;6;11;18;25;33;0.00;0;454.00;150;100.00;2778;245551.00;828585.00;591451.00;670000.00;330000.00;
332;3.2.2002;5;8;23;29;32;33;0.00;0;1868.00;57;100.00;2072;352047.50;840345.00;665723.50;780000.00;440000.00;
333;10.2.2002;6;2;3;6;19;26;457257.00;1;1365.00;77;100.00;2444;0.50;909430.00;806762.50;380000.00;80000.00;
334;17.2.2002;7;3;8;12;17;19;0.00;0;899.00;77;100.00;2289;69335.00;734915.00;367458.00;440000.00;140000.00;
335;24.2.2002;8;2;5;20;21;24;0.00;0;1351.00;65;100.00;2189;157247.50;789255.00;463962.50;530000.00;230000.00;
336;3.3.2002;9;2;12;14;25;29;267672.00;1;1555.00;71;100.00;1827;0.50;807060.00;560777.50;330000.00;70000.00;
337;10.3.2002;10;2;4;10;18;30;0.00;0;1462.00;54;100.00;1882;78982.50;692260.00;346130.50;430000.00;150000.00;
338;17.3.2002;11;1;6;9;10;29;0.00;0;1435.00;63;100.00;1946;169460.00;750965.00;454465.00;540000.00;240000.00;
339;24.3.2002;12;3;16;22;26;34;0.00;0;1087.00;84;100.00;2182;260792.00;801680.00;570300.00;690000.00;350000.00;
340;31.3.2002;13;1;4;17;20;27;347644.00;1;1550.00;56;100.00;1957;0.50;738705.00;630144.50;350000.00;70000.00;
341;7.4.2002;14;14;15;22;32;34;0.00;0;1884.00;53;100.00;1206;99881.00;640665.00;320333.00;450000.00;170000.00;
342;14.4.2002;15;4;16;25;33;34;189063.00;1;1100.00;81;100.00;1956;0.50;747765.00;473763.50;330000.00;70000.00;
343;21.4.2002;16;12;15;22;23;25;90294.00;1;1769.00;51;100.00;1636;0.00;688225.00;344113.00;330000.00;70000.00;
344;28.4.2002;17;1;13;14;15;19;0.00;0;2159.00;47;100.00;1331;101534.50;672215.00;336107.50;430000.00;170000.00;
345;5.5.2002;18;4;13;26;27;31;0.00;0;1183.00;61;100.00;1862;173699.00;661055.00;432062.00;520000.00;240000.00;
346;12.5.2002;19;16;17;18;26;33;0.00;0;1940.00;49;100.00;1805;268846.50;741415.00;544406.50;640000.00;340000.00;
347;19.5.2002;20;5;6;12;14;29;0.00;0;1643.00;61;100.00;2052;369106.00;811365.00;674529.00;740000.00;440000.00;
348;26.5.2002;21;1;4;11;16;21;469228.00;1;1001.00;100;100.00;2592;0.50;918845.00;828528.50;380000.00;80000.00;
349;2.6.2002;22;6;9;19;21;30;36425.00;2;1194.00;61;100.00;1791;1.50;649570.00;324785.50;350000.00;70000.00;
350;9.6.2002;23;3;10;14;20;21;0.00;0;1717.00;49;100.00;1445;84211.00;625685.00;312844.00;410000.00;150000.00;
351;16.6.2002;24;2;7;11;30;35;150404.00;1;806.00;82;100.00;2112;0.00;686970.00;427696.00;300000.00;60000.00;
352;23.6.2002;25;1;5;6;12;29;0.00;0;754.00;98;100.00;1807;73925.50;657035.00;328517.50;420000.00;140000.00;
353;30.6.2002;26;11;12;24;25;27;135190.00;1;874.00;70;100.00;2082;0.50;661290.00;404570.50;350000.00;70000.00;
354;7.7.2002;27;2;8;10;27;29;0.00;0;1809.00;43;100.00;1376;77813.50;586400.00;293200.50;380000.00;140000.00;
355;14.7.2002;28;3;6;12;25;30;0.00;0;812.00;72;100.00;2027;136287.00;639275.00;397451.00;460000.00;200000.00;
356;21.7.2002;29;2;6;12;21;29;209613.00;1;748.00;98;100.00;2104;0.00;714060.00;493317.00;350000.00;70000.00;
357;28.7.2002;30;9;12;23;24;29;0.00;0;1400.00;55;100.00;1620;77012.50;632025.00;316012.50;430000.00;150000.00;
358;4.8.2002;31;5;8;14;25;32;68107.00;2;985.00;60;100.00;1907;1.00;618005.00;386015.00;330000.00;70000.00;
359;11.8.2002;32;5;6;21;25;33;0.00;0;1246.00;55;100.00;1767;68598.50;627655.00;313828.50;390000.00;130000.00;
360;18.8.2002;33;1;10;11;21;23;0.00;0;849.00;87;100.00;1874;142620.50;670570.00;403883.50;490000.00;210000.00;
361;25.8.2002;34;4;14;17;26;32;0.00;0;1373.00;63;100.00;1950;229151.50;736060.00;510650.50;600000.00;300000.00;
362;1.9.2002;35;3;4;5;10;21;0.00;0;645.00;89;100.00;2438;286609.00;717325.00;587814.00;660000.00;360000.00;
363;8.9.2002;36;3;4;7;15;32;368640.00;1;1344.00;61;100.00;2270;0.00;782030.00;677624.00;380000.00;80000.00;
364;15.9.2002;37;2;12;17;23;35;81845.00;1;1488.00;55;100.00;1756;0.00;678570.00;339285.00;350000.00;70000.00;
365;22.9.2002;38;8;11;15;19;32;0.00;0;597.00;96;100.00;2334;57453.00;696330.00;348165.00;410000.00;130000.00;
366;29.9.2002;39;6;13;17;18;30;0.00;0;1847.00;47;100.00;1782;144294.00;703700.00;409303.00;520000.00;220000.00;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
